	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_02.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_03.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_04.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_05.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_06.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_07.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_09.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d	125_F_P_sh_R_D_A_10.c3d
14	0.123783	0.280001	0.398748	0.238390	0.154410	0.390542	0.362925	0.069683	0.257245	0.465131	0.267079	0.090489	0.159943	0.420199	0.278928	0.083533	0.620130	0.211235	0.358606	0.136847	0.051732	0.380295	0.249535	0.119329	0.271248	0.173395	0.181369	0.188571	0.139072	0.292775	0.122092	0.064250	0.517708	0.179258	0.324087	0.072740	0.116030	0.409021	0.203897	0.072400	0.611780	0.149877	0.410458	0.103035	0.189104	0.680851	0.278287	0.450317	0.637430	0.371564	0.554306	0.683485	0.219493	0.351590	0.334219	0.081603	0.646200	0.458638	0.355316	0.354686	0.203888	0.282721	0.188885	0.073419
15	0.123944	0.253925	0.407804	0.259323	0.175384	0.459504	0.330640	0.068021	0.336542	0.512734	0.265714	0.094541	0.152794	0.332567	0.253546	0.070205	0.615057	0.208589	0.326410	0.143729	0.089025	0.508606	0.264402	0.163867	0.257120	0.185497	0.170346	0.188483	0.117127	0.316183	0.098446	0.067101	0.512231	0.165534	0.331223	0.069836	0.112286	0.457380	0.190757	0.070811	0.664811	0.154559	0.402293	0.101593	0.187854	0.666424	0.283480	0.461712	0.635567	0.370865	0.618364	0.616527	0.208169	0.359532	0.320725	0.088213	0.625598	0.350620	0.354189	0.328178	0.203196	0.305457	0.189071	0.078275
16	0.125837	0.228946	0.409802	0.261638	0.178564	0.512454	0.331581	0.069415	0.354659	0.520597	0.264740	0.094239	0.136742	0.355947	0.223543	0.071960	0.614206	0.200984	0.318805	0.148729	0.106347	0.663123	0.318280	0.179398	0.288300	0.199768	0.169325	0.183675	0.118264	0.328628	0.138491	0.070707	0.491441	0.151293	0.342455	0.062238	0.135177	0.456207	0.157070	0.065703	0.685161	0.165014	0.404851	0.101049	0.187866	0.647281	0.275137	0.484544	0.607362	0.317919	0.646988	0.567466	0.184488	0.358715	0.312340	0.092538	0.633502	0.324620	0.359710	0.306175	0.195331	0.401808	0.147296	0.087734
17	0.130534	0.233783	0.412661	0.257598	0.198566	0.480447	0.268446	0.072163	0.376559	0.518547	0.255410	0.091336	0.141684	0.359970	0.207948	0.108064	0.609349	0.189249	0.313967	0.152453	0.128101	0.672308	0.341480	0.180280	0.379427	0.199157	0.173260	0.170484	0.118417	0.372161	0.138381	0.083549	0.561404	0.128838	0.324664	0.058142	0.134390	0.434521	0.160962	0.057815	0.659304	0.193294	0.406855	0.098546	0.189330	0.648156	0.273867	0.502174	0.556309	0.223730	0.646044	0.543607	0.104253	0.383777	0.283642	0.095265	0.509646	0.332943	0.368888	0.284812	0.184688	0.402863	0.141200	0.104994
18	0.132295	0.228478	0.415218	0.264187	0.200909	0.466481	0.202093	0.072885	0.401840	0.482562	0.234672	0.098650	0.141201	0.384312	0.190863	0.312866	0.602885	0.175706	0.313950	0.152343	0.134741	0.672075	0.350771	0.182769	0.389251	0.197423	0.165569	0.162131	0.117581	0.388029	0.158283	0.089220	0.606331	0.126883	0.308649	0.072063	0.134817	0.395164	0.172118	0.057333	0.651498	0.234835	0.415325	0.105745	0.190957	0.657370	0.336555	0.505983	0.436952	0.215497	0.650803	0.548198	0.094658	0.381430	0.257180	0.094672	0.475621	0.334721	0.372852	0.259048	0.168376	0.448589	0.140816	0.110906
19	0.131623	0.220340	0.417941	0.281446	0.200060	0.475446	0.183928	0.070647	0.429467	0.446969	0.354739	0.194905	0.144842	0.385747	0.228632	0.358123	0.613840	0.166997	0.319144	0.150762	0.134196	0.673200	0.361789	0.193179	0.399487	0.203360	0.153419	0.160114	0.102698	0.434700	0.171927	0.091987	0.627346	0.119048	0.296505	0.086743	0.134993	0.386181	0.171452	0.059464	0.679789	0.231468	0.443476	0.119117	0.190536	0.656607	0.385110	0.512632	0.418320	0.216199	0.707210	0.568230	0.097239	0.379130	0.268373	0.093401	0.420977	0.345657	0.374460	0.238069	0.170020	0.458210	0.122793	0.109411
20	0.120914	0.214841	0.422691	0.303431	0.200849	0.476422	0.190676	0.063722	0.436200	0.445112	0.476031	0.276620	0.139962	0.375576	0.256921	0.362615	0.628176	0.170370	0.388628	0.150758	0.134377	0.674969	0.443147	0.193676	0.402253	0.214843	0.180411	0.160839	0.102266	0.454258	0.175180	0.090529	0.638123	0.116078	0.295398	0.094336	0.134956	0.388158	0.171592	0.060604	0.618251	0.238426	0.447853	0.137446	0.188331	0.697751	0.393166	0.548369	0.418684	0.230563	0.719185	0.582778	0.103269	0.371722	0.242454	0.094753	0.400001	0.343891	0.373793	0.225686	0.172215	0.458813	0.123327	0.106535
21	0.108684	0.235494	0.417509	0.317574	0.200139	0.477026	0.183656	0.060505	0.437281	0.444573	0.482958	0.298172	0.137061	0.371855	0.271565	0.382324	0.736293	0.172582	0.411067	0.149985	0.135439	0.669786	0.467184	0.180934	0.403938	0.216330	0.210252	0.163035	0.104552	0.446013	0.176035	0.086981	0.624997	0.109359	0.295657	0.105334	0.120681	0.318606	0.170836	0.061654	0.587506	0.234159	0.401008	0.147170	0.187361	0.698801	0.415499	0.598898	0.411142	0.255874	0.706936	0.588738	0.107612	0.341553	0.171747	0.112573	0.390619	0.427923	0.362244	0.220614	0.171682	0.450296	0.121707	0.107041
22	0.100032	0.257295	0.408664	0.323191	0.197941	0.466448	0.174390	0.057061	0.445121	0.432645	0.478778	0.298412	0.129319	0.357431	0.266920	0.391788	0.761604	0.165230	0.404644	0.146697	0.136035	0.675381	0.462402	0.172111	0.402322	0.213259	0.229397	0.176401	0.103010	0.442018	0.174064	0.077980	0.679068	0.130441	0.308556	0.117786	0.115701	0.315678	0.161093	0.055092	0.586680	0.246195	0.349807	0.148202	0.176915	0.678948	0.425552	0.683787	0.410020	0.259372	0.719825	0.592680	0.106947	0.335580	0.154526	0.147264	0.383954	0.515530	0.331836	0.219706	0.160899	0.428615	0.126496	0.110508
23	0.095021	0.259837	0.420799	0.326955	0.196232	0.452082	0.151211	0.057462	0.460027	0.424832	0.475291	0.305218	0.117792	0.298186	0.252129	0.394479	0.783857	0.131869	0.400512	0.147581	0.136777	0.680160	0.458009	0.171324	0.399378	0.200663	0.249127	0.188240	0.088326	0.422210	0.173504	0.073528	0.685163	0.164576	0.327706	0.125917	0.100338	0.308169	0.160335	0.051866	0.605079	0.254139	0.331695	0.149250	0.164561	0.641959	0.426297	0.687670	0.452647	0.294173	0.728955	0.595862	0.105478	0.366001	0.153089	0.189369	0.383355	0.533637	0.335512	0.219034	0.132919	0.430581	0.133018	0.116824
24	0.086746	0.266490	0.432605	0.327721	0.195954	0.417332	0.167302	0.055487	0.463607	0.423845	0.472858	0.322678	0.115880	0.287132	0.249200	0.398232	0.784517	0.134210	0.413566	0.167435	0.137939	0.682573	0.457746	0.169050	0.430109	0.188101	0.247218	0.182857	0.085086	0.416600	0.178770	0.078079	0.681090	0.163983	0.329604	0.126891	0.098507	0.248829	0.246922	0.071395	0.618650	0.254882	0.340720	0.150341	0.158873	0.463869	0.426686	0.699895	0.433536	0.296389	0.729481	0.594329	0.106960	0.434479	0.144243	0.226097	0.379450	0.545577	0.339541	0.215938	0.109428	0.403226	0.133219	0.193929
25	0.090037	0.267881	0.435120	0.326880	0.185958	0.387401	0.171047	0.063946	0.464611	0.423576	0.481414	0.349355	0.114946	0.300529	0.267943	0.402167	0.749731	0.157588	0.421047	0.179039	0.135838	0.547067	0.447804	0.155922	0.436746	0.183158	0.245427	0.168719	0.070358	0.406432	0.180769	0.084312	0.672919	0.162279	0.353343	0.132320	0.069659	0.207341	0.264853	0.068593	0.621066	0.259401	0.389899	0.160009	0.095742	0.418218	0.414515	0.628723	0.383905	0.295803	0.724299	0.590660	0.119916	0.438952	0.147919	0.269816	0.374046	0.549305	0.336483	0.210685	0.096698	0.396257	0.134989	0.611579
26	0.105029	0.278939	0.434926	0.325358	0.150777	0.389229	0.164562	0.065319	0.463887	0.412280	0.535475	0.378134	0.105631	0.279317	0.341267	0.402754	0.719806	0.158924	0.487349	0.178055	0.113332	0.439866	0.457505	0.109537	0.429193	0.184219	0.253722	0.157463	0.068845	0.383514	0.175469	0.089066	0.672559	0.177635	0.388830	0.148561	0.043350	0.198283	0.267735	0.069698	0.623852	0.269066	0.426305	0.177641	0.088313	0.317779	0.401104	0.592811	0.325339	0.293989	0.712378	0.584353	0.121597	0.437401	0.205369	0.309046	0.373606	0.550036	0.338002	0.205185	0.091937	0.389169	0.139415	0.806102
27	0.115326	0.314133	0.435466	0.324184	0.122950	0.292864	0.185991	0.066309	0.446974	0.359765	0.561074	0.389313	0.078116	0.286106	0.338758	0.414983	0.678667	0.159730	0.528992	0.169222	0.106219	0.297484	0.409894	0.106692	0.420780	0.185665	0.256772	0.148013	0.063317	0.377603	0.169121	0.088286	0.676756	0.195421	0.399254	0.163089	0.043293	0.194261	0.263900	0.089912	0.625365	0.269616	0.447287	0.194011	0.086463	0.296150	0.400508	0.582437	0.328796	0.290982	0.702146	0.571660	0.118961	0.428732	0.274665	0.337159	0.373074	0.549990	0.337288	0.200614	0.093221	0.289383	0.166744	0.826095
28	0.115552	0.341661	0.425703	0.313378	0.114585	0.184730	0.177201	0.065110	0.426606	0.334282	0.570099	0.390722	0.111164	0.310477	0.347680	0.395800	0.619404	0.160969	0.542422	0.164568	0.065107	0.313884	0.397527	0.106816	0.420043	0.189849	0.266855	0.143678	0.069591	0.321308	0.204732	0.076427	0.697488	0.201437	0.405473	0.172468	0.041863	0.146854	0.343223	0.105415	0.631207	0.270695	0.458127	0.206782	0.099233	0.296272	0.423171	0.566080	0.331411	0.288427	0.683665	0.549789	0.110647	0.408069	0.283201	0.359520	0.371705	0.549808	0.334272	0.196110	0.079194	0.316459	0.220867	0.849160
29	0.126084	0.366141	0.360833	0.273136	0.077570	0.185523	0.185691	0.063221	0.410981	0.284142	0.576718	0.389727	0.112490	0.304381	0.345431	0.278853	0.611166	0.159158	0.539476	0.164726	0.068636	0.338605	0.392152	0.101477	0.423583	0.195195	0.283056	0.142886	0.074537	0.297113	0.218648	0.075692	0.705513	0.203459	0.416703	0.183112	0.039420	0.093512	0.385363	0.106829	0.635312	0.267942	0.463065	0.216191	0.114488	0.281196	0.426173	0.558685	0.317073	0.287360	0.665625	0.522996	0.110847	0.401320	0.284254	0.386779	0.368249	0.548755	0.324034	0.192149	0.078340	0.254410	0.263979	0.863516
30	0.136478	0.428166	0.343436	0.243103	0.072704	0.184508	0.186588	0.062673	0.398589	0.254476	0.578107	0.388622	0.124415	0.307628	0.363864	0.238435	0.585128	0.162659	0.528626	0.164582	0.073033	0.342158	0.529730	0.078597	0.427005	0.197019	0.309311	0.144811	0.076327	0.203591	0.214004	0.078191	0.707609	0.204964	0.430452	0.189209	0.042223	0.104044	0.403419	0.106981	0.637674	0.265395	0.464871	0.221176	0.148306	0.284955	0.426860	0.558609	0.341314	0.285489	0.653369	0.493185	0.108912	0.391579	0.286599	0.415156	0.357469	0.545459	0.303039	0.191190	0.093863	0.252995	0.277466	0.869160
