	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d
52	0.128697	0.100411	0.331381	0.298842	0.065501	0.098854	0.181785	0.208628	0.545211	0.122104	0.448244	0.099175	0.095677	0.076372	0.405906	0.329505	0.080968	0.477217	0.417050	0.325104	0.065542	0.309434	0.175305	0.053997	0.056649	0.195221	0.582108	0.103895	0.051535	0.427964	0.171856	0.060133	0.433118	0.068088	0.404981	0.310223	0.064455	1.036408	0.337004	0.144543	0.056081	0.125319	0.333242	0.087064	0.085857	0.365266	0.115480	0.584778	0.080192	0.055037	0.227890	0.139146	0.347480	0.046644	0.182062	0.219470	0.063404	0.056797	0.322687	0.109743	0.066119	0.530649	0.530447	0.800224	0.189043	0.052099	0.321578	0.129800	0.363874	0.071073	0.151624	0.070881	0.172571	0.147179	0.471470	0.115488	0.117831	0.679947	0.306489	0.095771
53	0.152426	0.096378	0.331537	0.296364	0.063669	0.139002	0.207939	0.202861	0.608997	0.112930	0.450283	0.088851	0.113212	0.075761	0.384807	0.350131	0.081266	0.475806	0.473322	0.322059	0.075914	0.321432	0.178629	0.057088	0.062530	0.186755	0.583379	0.107185	0.066574	0.604218	0.175895	0.070497	0.474665	0.068377	0.462843	0.283897	0.065574	1.045061	0.337930	0.141334	0.051235	0.124185	0.288284	0.083855	0.081366	0.367718	0.164359	0.611012	0.108758	0.053319	0.253201	0.139371	0.332949	0.075889	0.181520	0.225950	0.063472	0.056928	0.320257	0.107199	0.081359	0.485204	0.538558	0.932022	0.190000	0.056016	0.396365	0.131974	0.360103	0.177690	0.176192	0.073299	0.171057	0.147526	0.492182	0.111954	0.123571	0.524629	0.306720	0.094309
54	0.206166	0.094657	0.333252	0.290251	0.063709	0.142944	0.223624	0.201542	0.753789	0.109842	0.454849	0.083962	0.141359	0.072168	0.375048	0.383400	0.081282	0.468765	0.575189	0.326518	0.080595	0.329009	0.202045	0.059174	0.083694	0.154256	0.597878	0.113629	0.102277	0.708148	0.179075	0.074992	0.474338	0.066584	0.528386	0.246544	0.062002	1.046935	0.331186	0.141316	0.048482	0.124799	0.281774	0.087039	0.084303	0.395764	0.366190	0.619348	0.155306	0.051515	0.302626	0.143082	0.315869	0.084307	0.176250	0.241778	0.063129	0.060737	0.354579	0.108839	0.083678	0.475538	0.545017	0.987196	0.193108	0.056950	0.431790	0.129655	0.349114	0.220877	0.178370	0.073275	0.147378	0.097622	0.630182	0.110305	0.123885	0.509986	0.309765	0.093240
55	0.214272	0.098535	0.334966	0.281704	0.067761	0.132416	0.241907	0.206930	0.732089	0.106412	0.455660	0.090005	0.252270	0.062489	0.366741	0.419934	0.085092	0.434719	0.631960	0.330876	0.080333	0.328556	0.214629	0.056022	0.098134	0.142835	0.648606	0.126131	0.104727	0.736337	0.177484	0.066191	0.449432	0.063388	0.542674	0.224137	0.060965	1.054549	0.297383	0.137177	0.043203	0.124754	0.284157	0.086361	0.084013	0.411205	0.385669	0.619511	0.151463	0.051226	0.303352	0.147261	0.284501	0.092712	0.175368	0.269375	0.063407	0.062366	0.461337	0.117065	0.084109	0.435965	0.547296	1.007962	0.196400	0.057065	0.431213	0.122711	0.340913	0.233564	0.194629	0.072505	0.143497	0.077845	0.765690	0.111729	0.132396	0.442120	0.300029	0.091416
56	0.223301	0.102815	0.315511	0.268615	0.104775	0.125418	0.243543	0.219232	0.713852	0.105906	0.492985	0.101745	0.503079	0.058810	0.252330	0.447408	0.085337	0.433451	0.646348	0.333616	0.082484	0.341456	0.224784	0.057668	0.102138	0.134194	0.704740	0.130648	0.117593	0.733909	0.178857	0.060181	0.414530	0.061454	0.534557	0.214242	0.060783	1.058113	0.266427	0.121287	0.041426	0.125924	0.318551	0.083822	0.074359	0.464484	0.424138	0.614874	0.227039	0.050798	0.291800	0.156299	0.272880	0.094664	0.146710	0.298897	0.065398	0.063650	0.487921	0.127600	0.084411	0.354818	0.547707	1.022509	0.195979	0.056966	0.488965	0.113783	0.309160	0.274234	0.214024	0.074800	0.146674	0.071948	0.795301	0.111048	0.128650	0.362340	0.293090	0.087042
57	0.257833	0.100284	0.370732	0.253605	0.162646	0.125438	0.241367	0.224395	0.713992	0.101438	0.557206	0.115375	0.519919	0.058037	0.176573	0.458866	0.085304	0.432768	0.650283	0.332402	0.087616	0.352071	0.263400	0.211265	0.102464	0.125798	0.724839	0.131274	0.124849	0.732662	0.403482	0.061614	0.409711	0.057561	0.537637	0.216850	0.059530	1.058475	0.153823	0.095938	0.037317	0.125893	0.394843	0.081306	0.060436	0.491438	0.449662	0.604888	0.396942	0.054245	0.283096	0.159401	0.247226	0.096556	0.141365	0.328225	0.065524	0.056178	0.475273	0.128986	0.082709	0.343526	0.549383	1.019924	0.188988	0.058204	0.536922	0.106235	0.236967	0.276690	0.221955	0.072283	0.146737	0.070112	0.794958	0.107960	0.126919	0.349754	0.280948	0.073004
58	0.400707	0.100279	0.380498	0.226637	0.263520	0.127874	0.240426	0.219905	0.714280	0.105708	0.632181	0.124678	0.521418	0.055150	0.173000	0.456954	0.085297	0.382615	0.647882	0.310550	0.087968	0.357785	0.263341	0.307023	0.103005	0.121170	0.716917	0.132032	0.126259	0.731713	0.523380	0.061088	0.407901	0.056381	0.526262	0.224988	0.054637	1.050662	0.135082	0.049335	0.043773	0.120920	0.498819	0.092541	0.055247	0.498055	0.468332	0.590068	0.573177	0.064193	0.306090	0.159866	0.201779	0.095181	0.135877	0.354811	0.059948	0.053971	0.475483	0.117442	0.084185	0.321382	0.557244	1.002904	0.196026	0.058156	0.538815	0.103608	0.206966	0.283546	0.212920	0.069440	0.145408	0.070093	0.810699	0.104645	0.127805	0.345099	0.242664	0.053312
59	0.401750	0.101144	0.379897	0.183878	0.320430	0.132248	0.238372	0.207480	0.714555	0.110436	0.682290	0.128747	0.591084	0.058601	0.141119	0.448357	0.083672	0.280437	0.646244	0.280529	0.094713	0.360588	0.247041	0.310347	0.104863	0.122119	0.662690	0.133011	0.126322	0.712775	0.535615	0.061243	0.408052	0.057286	0.529735	0.233253	0.054076	1.041062	0.129098	0.027845	0.054180	0.134240	0.541802	0.105449	0.056440	0.509694	0.476212	0.573394	0.728881	0.070173	0.319283	0.162369	0.181919	0.098102	0.132635	0.370547	0.060078	0.058668	0.518699	0.109390	0.082055	0.303944	0.583580	0.983330	0.225612	0.059794	0.557856	0.104364	0.075012	0.301026	0.199970	0.071985	0.140983	0.068783	0.815459	0.098088	0.120567	0.344663	0.237776	0.036107
60	0.401708	0.101262	0.372359	0.142373	0.404982	0.133417	0.238665	0.188946	0.714227	0.113275	0.672229	0.129928	0.843716	0.059784	0.130895	0.441372	0.083018	0.267255	0.628559	0.248549	0.102975	0.364676	0.255242	0.315790	0.110492	0.124153	0.592832	0.121584	0.125231	0.713108	0.595273	0.063956	0.407659	0.057596	0.643904	0.233372	0.051108	0.911770	0.127873	0.033694	0.056520	0.180533	0.702580	0.106583	0.059101	0.530427	0.477673	0.557600	0.906680	0.071656	0.319973	0.161738	0.174373	0.104761	0.132322	0.368435	0.068931	0.059959	0.599657	0.108017	0.079466	0.246379	0.581564	0.968684	0.223175	0.065672	0.574571	0.103600	0.068356	0.309655	0.198632	0.089782	0.126536	0.066410	0.806165	0.085683	0.122213	0.343400	0.248588	0.028759
61	0.415950	0.094994	0.361043	0.111012	0.586439	0.136834	0.238048	0.168210	0.714312	0.113420	0.649272	0.130002	0.847850	0.072762	0.124911	0.441256	0.081651	0.245641	0.641055	0.213917	0.104257	0.368535	0.368680	0.320807	0.111535	0.124688	0.618179	0.097167	0.125400	0.726849	0.633730	0.061975	0.408692	0.059118	0.711307	0.243848	0.042450	0.606832	0.128721	0.035994	0.062398	0.200832	0.755473	0.112428	0.059227	0.571180	0.487976	0.546776	1.275640	0.080756	0.318939	0.161734	0.157177	0.182576	0.129188	0.353186	0.067962	0.056817	0.609676	0.110425	0.080223	0.240012	0.529507	0.992997	0.264738	0.067672	0.592411	0.100335	0.085627	0.310376	0.193426	0.092168	0.118989	0.065689	0.789586	0.069165	0.132775	0.465946	0.232285	0.029627
62	0.426096	0.087662	0.339745	0.087324	0.610111	0.138256	0.230268	0.145387	0.712891	0.110271	0.657282	0.129195	0.848632	0.093163	0.126063	0.440633	0.079589	0.093821	0.650905	0.206980	0.104572	0.367510	0.484160	0.320965	0.114766	0.126322	0.602768	0.096327	0.126754	0.741309	0.652625	0.060012	0.406580	0.056942	0.758672	0.245572	0.032878	0.319647	0.126472	0.035197	0.074923	0.201594	0.749826	0.131771	0.058640	0.585049	0.496321	0.534397	1.294332	0.085975	0.305618	0.164670	0.158285	0.182900	0.119263	0.346891	0.070275	0.056645	0.631185	0.108151	0.085025	0.241682	0.499087	1.057293	0.330821	0.065145	0.594340	0.093886	0.146197	0.312090	0.204385	0.093642	0.116494	0.065661	0.791037	0.058781	0.128529	0.452960	0.222929	0.029891
63	0.433379	0.084435	0.384664	0.077601	0.609943	0.145017	0.221921	0.126222	0.683517	0.109954	0.663513	0.127526	0.848243	0.099317	0.127204	0.435049	0.072658	0.096058	0.616426	0.217357	0.106227	0.368243	0.491117	0.333071	0.122771	0.132355	0.577679	0.096707	0.125784	0.750860	0.650740	0.086998	0.393593	0.057871	0.770716	0.238175	0.033072	0.237530	0.127835	0.034404	0.088537	0.202296	0.746737	0.140041	0.057070	0.580172	0.494926	0.509318	1.294690	0.086539	0.309912	0.167448	0.156376	0.185386	0.091024	0.347896	0.070363	0.057880	0.623533	0.106227	0.085685	0.193759	0.502115	1.135314	0.360847	0.062467	0.574851	0.084257	0.200238	0.313150	0.205631	0.095951	0.115583	0.065344	0.787615	0.058723	0.120766	0.422799	0.233656	0.029539
64	0.459024	0.091731	0.506745	0.082873	0.610642	0.152013	0.198861	0.117740	0.629540	0.110449	0.753428	0.125274	0.845499	0.103049	0.127494	0.446999	0.063685	0.099251	0.604439	0.226710	0.107798	0.378923	0.526554	0.341273	0.143810	0.134340	0.573599	0.098119	0.121859	0.704725	0.649835	0.093716	0.375545	0.066784	0.762115	0.225793	0.031216	0.234798	0.086519	0.034512	0.111594	0.211932	0.738702	0.135948	0.055243	0.581901	0.491688	0.483702	1.295058	0.085006	0.300192	0.145490	0.153370	0.183337	0.053257	0.349653	0.076630	0.058217	0.609923	0.106267	0.092635	0.202016	0.430190	1.171956	0.382047	0.062327	0.576842	0.079478	0.209130	0.282533	0.190909	0.096628	0.114219	0.066807	0.786593	0.060170	0.125056	0.417410	0.274697	0.030143
65	0.456362	0.113421	0.542695	0.099062	0.611988	0.156233	0.188822	0.127146	0.589182	0.106709	0.877709	0.125066	0.844129	0.101966	0.141455	0.474550	0.059380	0.106298	0.582786	0.227147	0.103463	0.302392	0.575973	0.343830	0.152020	0.133617	0.571757	0.097902	0.113543	0.561999	0.648615	0.088453	0.359978	0.085999	0.766179	0.212189	0.031299	0.207884	0.076894	0.034423	0.175558	0.212682	0.737637	0.135336	0.054841	0.578609	0.491957	0.380481	1.302056	0.082417	0.290546	0.132069	0.132247	0.212504	0.047940	0.359645	0.081579	0.057834	0.612240	0.106213	0.093904	0.205288	0.320024	1.190822	0.401883	0.062463	0.587128	0.079203	0.236339	0.260284	0.179643	0.098374	0.106902	0.069149	0.754928	0.060701	0.113837	0.427506	0.276639	0.031072
66	0.435894	0.128136	0.595290	0.117585	0.613027	0.183733	0.141339	0.131210	0.564027	0.104859	0.916299	0.128026	0.833553	0.099809	0.154960	0.499454	0.059474	0.098921	0.507465	0.229556	0.095073	0.393948	0.604746	0.345485	0.212499	0.128992	0.579437	0.108174	0.087241	0.410450	0.647737	0.086137	0.336054	0.097418	0.761921	0.203878	0.031156	0.225554	0.120543	0.037253	0.234533	0.216163	0.732796	0.135303	0.047688	0.573785	0.403443	0.280765	1.308723	0.080802	0.290163	0.128926	0.135863	0.230159	0.044276	0.361256	0.086430	0.055317	0.591819	0.104570	0.083651	0.198676	0.310439	1.202125	0.404265	0.056518	0.557083	0.076655	0.237833	0.227067	0.175414	0.100802	0.097348	0.070183	0.833293	0.065382	0.122386	0.440328	0.287232	0.034072
67	0.432310	0.129992	0.607070	0.131007	0.621193	0.195024	0.155430	0.112210	0.556531	0.100863	0.918270	0.133691	0.711561	0.099083	0.155999	0.504170	0.047432	0.093890	0.397069	0.232366	0.101379	0.407250	0.610991	0.347202	0.276233	0.116724	1.067537	0.155455	0.085345	0.360996	0.648305	0.086488	0.326433	0.098281	0.766638	0.202958	0.048707	0.289951	0.128305	0.041291	0.315547	0.216372	0.724003	0.135234	0.069639	0.577492	0.331975	0.212988	1.308050	0.083090	0.290660	0.129461	0.129003	0.238846	0.043516	0.347442	0.103660	0.068871	0.512631	0.099931	0.077313	0.196704	0.323571	1.254232	0.410558	0.051713	0.509672	0.071101	0.240615	0.200195	0.161858	0.100573	0.089721	0.070302	0.892349	0.072247	0.127811	0.448365	0.283795	0.044195
68	0.428512	0.126581	0.609976	0.138375	0.621366	0.221656	0.167606	0.093559	0.325789	0.100511	0.931448	0.136376	0.684840	0.096711	0.130045	0.491127	0.037764	0.094003	0.350705	0.234541	0.095930	0.402343	0.611038	0.347974	0.323447	0.109225	1.301690	0.153557	0.063537	0.351393	0.648422	0.089427	0.221685	0.097946	0.745074	0.202948	0.054390	0.341266	0.127970	0.048453	0.327736	0.211084	0.639554	0.132885	0.088473	0.613894	0.316112	0.157765	1.303867	0.089910	0.238495	0.166927	0.171597	0.237943	0.089438	0.326709	0.105002	0.072035	0.489000	0.088560	0.076303	0.196549	0.320269	1.300424	0.419731	0.049990	0.475809	0.071184	0.241067	0.229088	0.145239	0.096944	0.097063	0.066844	0.880194	0.076794	0.128820	0.443377	0.307802	0.060300
69	0.416250	0.125230	0.600610	0.143313	0.592169	0.284880	0.168237	0.085114	0.120023	0.093317	0.962756	0.129392	0.682022	0.095343	0.126010	0.482535	0.045641	0.092555	0.337075	0.231741	0.093448	0.400387	0.603250	0.349129	0.347334	0.104877	1.291562	0.145123	0.050105	0.361574	0.530386	0.094286	0.177718	0.098118	0.680872	0.204044	0.056923	0.371348	0.127730	0.050068	0.390625	0.208305	0.610844	0.121388	0.090640	0.539713	0.260637	0.110906	1.303861	0.097128	0.329068	0.191784	0.289073	0.240130	0.118842	0.293530	0.113361	0.072370	0.512275	0.077739	0.074891	0.196587	0.323582	1.431139	0.425999	0.051623	0.480947	0.075539	0.253860	0.231104	0.147376	0.093434	0.111323	0.058919	0.892378	0.084132	0.126781	0.444441	0.310267	0.068243
70	0.287958	0.128576	0.613778	0.144074	0.558066	0.492644	0.168644	0.082774	0.109093	0.081613	0.971135	0.115334	0.660231	0.092772	0.130815	0.480917	0.049406	0.090521	0.341873	0.228844	0.097924	0.442588	0.600825	0.349136	0.659449	0.115874	1.437357	0.147084	0.047434	0.414153	0.423811	0.096494	0.152424	0.098238	0.661258	0.206296	0.060721	0.384606	0.127609	0.046416	0.414557	0.144653	0.494350	0.114719	0.092593	0.522337	0.242379	0.098853	1.317826	0.099618	0.464558	0.187572	0.346193	0.241661	0.130319	0.260634	0.129773	0.069666	0.518958	0.069856	0.072186	0.195801	0.327078	1.535799	0.427773	0.055328	0.498313	0.075927	0.269443	0.220394	0.148865	0.093941	0.109669	0.054953	0.983169	0.089863	0.129493	0.443516	0.289301	0.068575
71	0.291108	0.129603	0.615567	0.144733	0.538088	0.511502	0.169566	0.084720	0.105956	0.077644	0.938522	0.099150	0.265401	0.092356	0.130768	0.488390	0.048829	0.089246	0.342778	0.225662	0.097014	0.432955	0.596218	0.346390	0.679711	0.161460	1.637036	0.173820	0.051732	0.420014	0.410737	0.103211	0.149945	0.098867	0.661116	0.206614	0.085636	0.449152	0.127323	0.045309	0.480060	0.121896	0.253830	0.114037	0.092660	0.542997	0.233481	0.094509	1.292025	0.100920	0.487529	0.181968	0.398539	0.252261	0.182030	0.239316	0.158050	0.064544	0.515973	0.071589	0.070374	0.195566	0.321076	1.602022	0.428006	0.054721	0.495155	0.071589	0.268618	0.196518	0.155262	0.088526	0.109639	0.059633	1.045688	0.091481	0.136989	0.475854	0.287974	0.068639
72	0.325626	0.125985	0.608979	0.143257	0.283357	0.602520	0.166519	0.084508	0.101672	0.072692	0.875408	0.084242	0.164670	0.084756	0.126293	0.497141	0.049874	0.089392	0.384324	0.222043	0.098698	0.435990	0.579662	0.262841	0.691542	0.189451	1.734866	0.174388	0.057946	0.428136	0.318536	0.106167	0.119996	0.096605	0.665054	0.197164	0.092680	0.483318	0.141730	0.049869	0.553967	0.117001	0.168795	0.100575	0.095227	0.545410	0.230558	0.102758	1.240256	0.099096	0.517428	0.186328	0.505836	0.264963	0.212492	0.231229	0.198008	0.063586	0.509280	0.083038	0.070954	0.187358	0.269114	1.635717	0.427482	0.061095	0.495081	0.062832	0.270101	0.198450	0.168372	0.083429	0.137903	0.068622	1.052335	0.091761	0.126055	0.489379	0.289733	0.069879
73	0.315575	0.121411	0.598247	0.141264	0.201936	0.604260	0.162656	0.084289	0.100995	0.065953	0.813743	0.074741	0.159735	0.065919	0.122759	0.499011	0.055314	0.092070	0.383563	0.220692	0.105482	0.430767	0.572804	0.172924	0.692013	0.198183	1.748978	0.174582	0.069392	0.418481	0.232946	0.105342	0.116430	0.094792	0.666250	0.174345	0.094604	0.483056	0.152806	0.050984	0.584277	0.122263	0.206009	0.076025	0.109697	0.504021	0.245119	0.117846	1.165035	0.093590	0.607276	0.192865	0.509047	0.281105	0.223945	0.231174	0.263256	0.064806	0.504646	0.096774	0.071950	0.159905	0.257345	1.653013	0.415492	0.067048	0.491702	0.059387	0.247936	0.217010	0.166055	0.083327	0.190958	0.079234	1.041789	0.097093	0.118676	0.515528	0.290001	0.070438
74	0.304095	0.122920	0.596283	0.140001	0.198087	0.604613	0.190190	0.084166	0.101204	0.065627	0.808369	0.071192	0.172449	0.051484	0.120557	0.497999	0.079915	0.092254	0.361133	0.215339	0.099789	0.441112	0.573225	0.166292	0.691572	0.198091	1.746778	0.176743	0.069139	0.389243	0.138505	0.105369	0.120408	0.096561	0.657104	0.151942	0.095256	0.483234	0.144584	0.050509	0.665822	0.111561	0.203005	0.066318	0.123163	0.456749	0.244901	0.119107	1.109322	0.095213	0.649896	0.195818	0.513302	0.302602	0.226041	0.231037	0.294663	0.064320	0.501867	0.105770	0.075556	0.169134	0.249729	1.645602	0.414720	0.064379	0.484427	0.064931	0.224299	0.217604	0.155183	0.078066	0.239441	0.083411	1.050269	0.102845	0.122119	0.497210	0.304792	0.070435
75	0.311661	0.128199	0.578405	0.139948	0.198112	0.616471	0.228530	0.084881	0.098990	0.061976	0.809423	0.070047	0.176243	0.033440	0.118396	0.472458	0.084000	0.088538	0.353459	0.201854	0.102432	0.441308	0.569093	0.158242	0.691870	0.196713	1.725530	0.179284	0.076397	0.356405	0.131377	0.083548	0.181119	0.102745	0.561084	0.147563	0.095050	0.486625	0.150205	0.050210	0.684681	0.102147	0.221497	0.065043	0.126569	0.452000	0.266284	0.120568	0.607379	0.096211	0.657753	0.197793	0.514633	0.316626	0.231972	0.228282	0.300960	0.065490	0.522874	0.108399	0.080883	0.182295	0.234234	1.607034	0.388359	0.060329	0.464561	0.073449	0.219259	0.218447	0.161150	0.071905	0.274640	0.084647	1.073349	0.103498	0.114744	0.490270	0.286834	0.070444
76	0.280750	0.123894	0.488266	0.138128	0.193338	0.634235	0.232552	0.080511	0.095841	0.061502	0.805450	0.070304	0.182982	0.039514	0.102930	0.407962	0.084608	0.085000	0.354667	0.190778	0.105649	0.441360	0.478931	0.163252	0.690903	0.197286	1.719884	0.179660	0.100901	0.329554	0.145727	0.075719	0.189508	0.106549	0.452565	0.135195	0.094991	0.482985	0.137662	0.048798	0.671507	0.098604	0.325879	0.083062	0.130816	0.446321	0.265949	0.121844	0.347482	0.089743	0.658255	0.196847	0.513493	0.329806	0.258729	0.217490	0.306075	0.067473	0.520864	0.108398	0.089913	0.174639	0.211414	1.552020	0.333571	0.059685	0.450136	0.077430	0.222523	0.216544	0.162252	0.065691	0.279814	0.085229	1.092165	0.101591	0.112039	0.499365	0.267729	0.070030
77	0.282231	0.102850	0.453287	0.132174	0.195048	0.625198	0.254741	0.069436	0.090940	0.063811	0.799118	0.072439	0.192741	0.056334	0.073885	0.317144	0.083554	0.054676	0.513943	0.210003	0.105558	0.441092	0.382738	0.181974	0.688543	0.201155	1.725016	0.179987	0.109031	0.329533	0.143605	0.073081	0.191120	0.109981	0.369757	0.107481	0.090884	0.430713	0.120719	0.044937	0.639242	0.096080	0.367257	0.087293	0.150819	0.445990	0.279076	0.121757	0.342335	0.087303	0.658472	0.193938	0.511309	0.324545	0.260977	0.179696	0.309830	0.066931	0.521749	0.109125	0.086629	0.160576	0.188646	1.478262	0.295487	0.060370	0.451157	0.076937	0.203545	0.217926	0.160802	0.061787	0.295503	0.085502	1.107372	0.096894	0.105540	0.472367	0.265416	0.068762
78	0.281250	0.082949	0.372646	0.123991	0.161966	0.621102	0.249203	0.069656	0.092494	0.062018	0.766368	0.074984	0.275760	0.071154	0.067752	0.233827	0.089475	0.055130	0.563561	0.238517	0.104792	0.443568	0.375096	0.167054	0.688760	0.209020	1.728165	0.178971	0.106167	0.405460	0.142011	0.072327	0.202528	0.109602	0.312460	0.085982	0.085479	0.415348	0.122826	0.037300	0.616467	0.096218	0.395841	0.087111	0.150914	0.445823	0.296945	0.123250	0.340987	0.086112	0.658003	0.191934	0.525000	0.318424	0.267634	0.143694	0.338259	0.067353	0.526660	0.110758	0.083398	0.153314	0.188159	1.383337	0.258489	0.063373	0.441961	0.077545	0.225722	0.245954	0.148494	0.059929	0.329082	0.085487	1.122838	0.097377	0.087293	0.521512	0.240186	0.065100
79	0.307883	0.076921	0.351819	0.119914	0.106021	0.613148	0.239771	0.070468	0.098105	0.062577	0.589595	0.076737	0.296591	0.098403	0.071558	0.192206	0.108224	0.054683	0.566179	0.259338	0.102018	0.437286	0.313852	0.156772	0.684429	0.210813	1.726532	0.177443	0.109090	0.425994	0.138463	0.072200	0.290275	0.105583	0.311179	0.076741	0.085519	0.358316	0.124784	0.032829	0.603421	0.098351	0.440834	0.085047	0.148267	0.421631	0.303326	0.126974	0.335106	0.085763	0.657007	0.192358	0.540928	0.338606	0.274052	0.109557	0.380413	0.052112	0.528875	0.113341	0.085894	0.152834	0.173308	1.282888	0.225119	0.066143	0.441033	0.078860	0.244482	0.230995	0.140553	0.060427	0.387852	0.083593	1.123252	0.101982	0.084401	0.578452	0.227491	0.054150
80	0.331215	0.077680	0.342401	0.121138	0.090208	0.610110	0.238752	0.071117	0.113402	0.060591	0.457808	0.076732	0.300757	0.121266	0.064559	0.185187	0.115613	0.058434	0.589006	0.255466	0.101729	0.422587	0.212649	0.154062	0.661851	0.208155	1.621341	0.146084	0.122918	0.419048	0.134117	0.067855	0.410748	0.093200	0.304533	0.074671	0.085676	0.334382	0.127881	0.035732	0.576151	0.098917	0.451366	0.081969	0.133257	0.392102	0.292365	0.125955	0.291809	0.085457	0.655032	0.192649	0.556757	0.370464	0.258375	0.068438	0.410638	0.044933	0.529576	0.125416	0.085453	0.153223	0.126079	1.176957	0.208828	0.068407	0.442592	0.080247	0.281049	0.222097	0.160877	0.060404	0.388429	0.082501	1.114194	0.106104	0.100616	0.756503	0.198025	0.036113
81	0.338309	0.076356	0.299594	0.122699	0.084173	0.459068	0.240940	0.075960	0.145707	0.062116	0.435269	0.073539	0.335457	0.126520	0.093583	0.183841	0.117833	0.066219	0.632784	0.265861	0.100070	0.345092	0.122817	0.170451	0.634332	0.207279	1.307910	0.123601	0.129418	0.441603	0.131158	0.059618	0.427289	0.077428	0.273919	0.073917	0.068963	0.303040	0.137179	0.037233	0.544795	0.092636	0.453361	0.082395	0.128454	0.248681	0.292729	0.128081	0.280294	0.083950	0.654511	0.192048	0.522481	0.377976	0.270187	0.049152	0.434841	0.046642	0.525870	0.140390	0.087225	0.154159	0.152010	1.088083	0.198035	0.069586	0.440681	0.079138	0.300466	0.224651	0.157593	0.059082	0.388769	0.082390	1.025449	0.105147	0.115236	0.790215	0.196078	0.033197
