	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_01.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_02.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_03.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_04.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_05.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_06.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_07.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_08.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_09.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d	126_M_P_sh_R_D_A_10.c3d
7	0.209277	0.442687	0.195139	0.042198	0.084435	0.134672	0.230089	0.182135	0.231189	0.215713	0.212183	0.480533	0.314492	0.076340	0.245370	0.407485	0.106801	0.217758	0.235398	0.567237	0.229372	0.319383	0.265708	0.309140	0.654380	0.378299	0.221118	0.039690	0.132419	0.362127	0.256558	0.069346	0.353013	0.431648	0.262231	0.049106	0.198816	0.273635	0.127176	0.116648	0.265300	0.239238	0.209344	0.259371	0.063197	0.166858	0.241586	0.628289	0.386761	0.300456	0.270667	0.042580	0.095695	0.034171	0.136962	0.328495	0.441869	0.362645	0.225079	0.028727	0.051050	0.154895	0.232896	0.325305	0.448431	0.529332	0.170369	0.054219	0.149972	0.237841	0.116785	0.300978	0.157336	0.096195	0.271135	0.147083	0.067801	0.370215	0.281289	1.009549
8	0.204827	0.448765	0.180238	0.039771	0.092408	0.084114	0.184823	0.194287	0.165518	0.231061	0.202426	0.452239	0.284029	0.075980	0.239511	0.612429	0.106639	0.214455	0.215467	0.607235	0.235117	0.322267	0.268034	0.345539	0.652955	0.376698	0.216543	0.044713	0.126603	0.362542	0.278079	0.070294	0.345710	0.395076	0.261961	0.059416	0.182237	0.311223	0.121758	0.135092	0.258625	0.237568	0.227013	0.321292	0.066277	0.171244	0.220193	0.668723	0.415987	0.269156	0.265888	0.041740	0.245702	0.028637	0.159090	0.330433	0.440809	0.375623	0.214669	0.031412	0.048646	0.180233	0.228189	0.323794	0.445400	0.523401	0.178295	0.060384	0.206820	0.199940	0.099692	0.315166	0.150759	0.109237	0.289617	0.155650	0.076276	0.354727	0.303361	1.041610
9	0.215641	0.443187	0.183763	0.051252	0.108319	0.064676	0.176949	0.203290	0.154133	0.229269	0.207700	0.427050	0.260922	0.076524	0.201729	0.821477	0.103899	0.233367	0.256218	0.641876	0.250049	0.309961	0.265204	0.533033	0.650865	0.372156	0.198633	0.049802	0.126001	0.354942	0.290356	0.104147	0.344616	0.344566	0.258829	0.073760	0.180722	0.322544	0.124709	0.147188	0.238621	0.245204	0.238637	0.368747	0.062298	0.163856	0.203309	0.675232	0.413917	0.275284	0.264124	0.041632	0.324803	0.026542	0.165238	0.333646	0.437578	0.405859	0.197484	0.031787	0.068989	0.186328	0.206648	0.331374	0.445923	0.495363	0.254887	0.062067	0.246042	0.186724	0.253509	0.545318	0.142195	0.125009	0.515121	0.159987	0.077792	0.361051	0.280779	1.041798
10	0.226080	0.435403	0.196461	0.057874	0.118674	0.062806	0.176158	0.249023	0.141905	0.229175	0.251501	0.412702	0.265290	0.079693	0.176680	0.942860	0.101105	0.298554	0.364051	0.671531	0.300896	0.300934	0.269128	0.629726	0.646457	0.297470	0.220027	0.050094	0.126046	0.348595	0.424284	0.133903	0.322734	0.265751	0.259453	0.084783	0.135822	0.355131	0.153992	0.158051	0.233824	0.253643	0.240757	0.372467	0.056659	0.195681	0.229965	0.697863	0.446161	0.274544	0.263701	0.041969	0.338500	0.024490	0.179215	0.336562	0.463748	0.400359	0.266777	0.036218	0.095062	0.179507	0.203834	0.373764	0.430020	0.498513	0.401412	0.082940	0.260587	0.165891	0.289801	0.808733	0.138463	0.164542	0.657367	0.161200	0.083465	0.399059	0.263378	1.052956
11	0.231634	0.430820	0.178564	0.060800	0.118141	0.053882	0.179380	0.328236	0.116878	0.229704	0.261860	0.407235	0.226366	0.088949	0.161394	0.980588	0.101651	0.335663	0.372343	0.700009	0.305904	0.297417	0.291726	0.674495	0.600724	0.304128	0.213824	0.050164	0.096920	0.312883	0.437299	0.140707	0.318709	0.231902	0.255228	0.089729	0.081073	0.425753	0.152611	0.170566	0.218620	0.264309	0.216047	0.395910	0.055681	0.195527	0.248238	0.748002	0.445698	0.261622	0.244754	0.040441	0.471307	0.022503	0.196426	0.402380	0.462731	0.376215	0.318182	0.047798	0.134034	0.173381	0.155683	0.454484	0.404904	0.489058	0.455576	0.115662	0.268780	0.180515	0.293741	0.866029	0.139888	0.171866	0.660226	0.161772	0.089166	0.416356	0.300796	1.076350
12	0.214805	0.400342	0.162075	0.060158	0.125797	0.031902	0.176684	0.520841	0.102116	0.242345	0.271405	0.381672	0.222032	0.087362	0.171624	0.994450	0.104750	0.338186	0.395405	0.720306	0.305463	0.315087	0.374769	0.697165	0.556260	0.343371	0.177529	0.049132	0.089868	0.327153	0.510604	0.181846	0.321133	0.144157	0.259493	0.090278	0.084062	0.451669	0.162803	0.176744	0.218807	0.268433	0.198828	0.425231	0.056134	0.199473	0.275360	0.806792	0.421454	0.250178	0.170749	0.040877	0.774462	0.024033	0.221194	0.510898	0.460527	0.354597	0.328092	0.058678	0.148190	0.163468	0.149105	0.541709	0.358770	0.312101	0.468865	0.144328	0.291178	0.179086	0.293043	0.872061	0.142263	0.187816	0.716193	0.160991	0.091442	0.416299	0.307253	1.112603
13	0.199102	0.317791	0.160180	0.061639	0.131105	0.028873	0.208979	0.712495	0.100411	0.223662	0.321888	0.344000	0.201776	0.089571	0.180823	0.996112	0.103391	0.340256	0.427801	0.724599	0.304942	0.334426	0.387162	0.720064	0.498091	0.413638	0.199101	0.052531	0.099975	0.365978	0.549756	0.183380	0.317577	0.121739	0.275297	0.089542	0.084460	0.487367	0.173172	0.179738	0.230728	0.224141	0.192457	0.452760	0.062124	0.217384	0.278345	0.861095	0.392776	0.242432	0.163483	0.041312	0.790511	0.025566	0.230762	0.598069	0.442456	0.320540	0.347315	0.065238	0.168647	0.148766	0.147218	0.616664	0.303420	0.270226	0.526230	0.165391	0.380286	0.178498	0.322618	0.870510	0.156618	0.190404	0.790626	0.158145	0.098634	0.427611	0.313543	1.150354
14	0.196811	0.300076	0.159771	0.063211	0.134318	0.029803	0.290148	0.766275	0.080729	0.193948	0.417798	0.305652	0.198831	0.093067	0.204287	0.992117	0.118783	0.330470	0.428479	0.694936	0.305674	0.344787	0.362834	0.737847	0.484389	0.422808	0.206449	0.068461	0.105067	0.366242	0.549886	0.184249	0.316406	0.102773	0.255169	0.088491	0.077186	0.523217	0.183277	0.180910	0.218496	0.205984	0.188662	0.472865	0.095566	0.237795	0.289806	0.918268	0.391886	0.243856	0.163462	0.040742	0.791886	0.030483	0.234850	0.670133	0.336000	0.310194	0.348031	0.077371	0.190657	0.146710	0.130893	0.660147	0.289862	0.268158	0.565539	0.175026	0.501830	0.179667	0.363722	0.868059	0.186514	0.191067	0.818393	0.140220	0.103997	0.426575	0.321737	1.179449
15	0.156855	0.265729	0.160150	0.063563	0.138856	0.036246	0.292776	0.773016	0.073922	0.200432	0.427542	0.249905	0.201161	0.137958	0.252671	0.984642	0.127216	0.338199	0.432429	0.643151	0.301281	0.348411	0.366162	0.744481	0.347467	0.417169	0.235929	0.069639	0.102830	0.354607	0.550059	0.184092	0.308327	0.101690	0.241546	0.088343	0.081098	0.523264	0.189153	0.180811	0.192782	0.192338	0.165655	0.487008	0.105973	0.262648	0.284741	0.964004	0.392769	0.250802	0.158657	0.049280	0.793021	0.032292	0.250028	0.702344	0.329923	0.226659	0.350398	0.087881	0.194590	0.152117	0.188893	0.675988	0.248859	0.251907	0.574150	0.178923	0.553558	0.187236	0.374903	0.866255	0.189186	0.190900	0.822334	0.132818	0.097272	0.413854	0.337281	1.196051
16	0.156632	0.250934	0.160811	0.063120	0.169483	0.044744	0.296896	0.771348	0.070185	0.207054	0.533991	0.170192	0.203867	0.141959	0.255109	0.972623	0.126532	0.340806	0.463642	0.593764	0.301759	0.349030	0.369746	0.742858	0.273166	0.393861	0.277764	0.097612	0.097345	0.337407	0.548867	0.177938	0.275084	0.098817	0.250905	0.095315	0.083362	0.508670	0.195167	0.178693	0.160542	0.184940	0.149914	0.479046	0.105756	0.279407	0.292295	0.998366	0.395464	0.253443	0.169586	0.049493	0.794054	0.032397	0.247628	0.707135	0.203061	0.214280	0.358727	0.091511	0.194511	0.159859	0.245473	0.679293	0.217895	0.234182	0.572906	0.179997	0.624965	0.190868	0.375793	0.867254	0.183632	0.191542	0.818222	0.131257	0.102723	0.375854	0.338199	1.199605
17	0.156581	0.241907	0.150354	0.070585	0.188863	0.056536	0.332799	0.773456	0.069550	0.210858	0.607212	0.113283	0.186657	0.142162	0.258819	0.946640	0.122586	0.341413	0.471138	0.575338	0.312269	0.348841	0.429033	0.738605	0.216215	0.392484	0.293589	0.112924	0.101921	0.397013	0.548915	0.173162	0.287944	0.090848	0.257329	0.105339	0.087814	0.514208	0.185281	0.168052	0.162566	0.173551	0.174207	0.448965	0.117918	0.280741	0.317989	1.022838	0.396162	0.253986	0.227384	0.052654	0.795177	0.031698	0.242730	0.695008	0.196021	0.210006	0.359434	0.094189	0.194797	0.160953	0.251632	0.675291	0.181077	0.234844	0.571993	0.179890	0.645893	0.191574	0.377022	0.869236	0.180443	0.190446	0.814505	0.131404	0.102562	0.372408	0.285431	1.158706
18	0.157008	0.256052	0.148979	0.094105	0.184697	0.085170	0.336025	0.784818	0.100984	0.213294	0.615065	0.108804	0.159070	0.148335	0.257939	0.928729	0.109444	0.344319	0.507138	0.583610	0.391130	0.340572	0.499391	0.733480	0.181964	0.394555	0.292941	0.114084	0.102560	0.403140	0.548392	0.172629	0.268524	0.090648	0.236773	0.117474	0.097146	0.496671	0.194522	0.169537	0.149873	0.170888	0.171651	0.413650	0.118126	0.284706	0.350531	1.034205	0.387791	0.253966	0.251470	0.053498	0.799363	0.030373	0.241972	0.675136	0.197151	0.206158	0.360675	0.094627	0.197334	0.163229	0.260732	0.675041	0.175606	0.228723	0.572468	0.179503	0.642794	0.188306	0.396612	0.876796	0.215241	0.191012	0.814965	0.131185	0.102255	0.317815	0.279170	0.801351
19	0.158979	0.262447	0.148333	0.140526	0.203631	0.172383	0.337146	0.805505	0.118812	0.215551	0.614644	0.118370	0.147923	0.171741	0.260557	0.855092	0.107501	0.328890	0.524273	0.585771	0.407942	0.317839	0.513852	0.726880	0.189185	0.395541	0.294455	0.114224	0.102056	0.418079	0.542214	0.172534	0.262130	0.090347	0.228140	0.132806	0.099398	0.493546	0.200530	0.195109	0.130859	0.164897	0.176527	0.357373	0.117556	0.287003	0.383645	0.911309	0.387543	0.238061	0.250553	0.053728	0.795364	0.033515	0.237405	0.661210	0.201014	0.199365	0.367306	0.096875	0.198601	0.163718	0.264445	0.648530	0.120172	0.222579	0.575833	0.179356	0.633502	0.164078	0.409447	0.902615	0.278205	0.191315	0.820543	0.126104	0.094437	0.287756	0.247781	0.709504
20	0.152215	0.245547	0.142234	0.179073	0.195673	0.180915	0.341075	0.820690	0.116689	0.220496	0.607648	0.121535	0.144034	0.178458	0.262362	0.659009	0.114995	0.312647	0.531525	0.567884	0.406855	0.276901	0.511155	0.715974	0.191582	0.395648	0.294454	0.113924	0.104329	0.445734	0.528283	0.172348	0.225401	0.088939	0.231540	0.145573	0.105005	0.479818	0.179965	0.217960	0.135019	0.158630	0.172260	0.339598	0.115183	0.324868	0.382923	0.815250	0.379724	0.182804	0.250469	0.055080	0.760697	0.043571	0.239752	0.663032	0.196425	0.168764	0.371721	0.116373	0.199475	0.162457	0.287922	0.645357	0.116208	0.218948	0.576793	0.179304	0.621842	0.142561	0.421207	0.884435	0.284220	0.191327	0.822916	0.114084	0.093603	0.269619	0.250628	0.712961
21	0.141399	0.243768	0.130672	0.216242	0.192069	0.197053	0.343423	0.824250	0.115466	0.217516	0.597813	0.128757	0.132352	0.259502	0.273249	0.429744	0.116462	0.306253	0.514363	0.547081	0.419938	0.230608	0.517996	0.704404	0.191610	0.395906	0.295443	0.112498	0.106358	0.510151	0.520075	0.154926	0.187998	0.088438	0.238785	0.154912	0.104829	0.461894	0.184791	0.231776	0.135695	0.160997	0.175418	0.330072	0.111673	0.374581	0.392408	0.813068	0.373558	0.159183	0.250551	0.055982	0.737150	0.053631	0.250802	0.667848	0.187181	0.065145	0.372278	0.148079	0.199921	0.121126	0.292109	0.645247	0.116503	0.216124	0.577499	0.179419	0.609643	0.131932	0.347682	0.634043	0.284422	0.189241	0.818964	0.097893	0.093355	0.257884	0.250687	0.717661
