	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_01.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_02.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_06.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_07.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d	222_C_T2_sh_L_ND_10.c3d
8	0.364459	0.263911	0.250647	0.224773	0.165754	0.173979	0.602527	0.274735	0.094245	0.042872	0.317812	0.674259	0.088282	0.062350	0.714986	0.259029	0.099067	0.084684	0.219846	0.444550	0.270234	0.121029	0.433450	0.201925	0.112316	0.053719	0.411787	0.342262	0.103338	0.082898	0.212003	0.294263	0.136003	0.151749	0.318966	0.360327	0.136413	0.075250	0.348222	0.410545
9	0.370153	0.260311	0.251935	0.225512	0.162951	0.174134	0.577764	0.280490	0.163504	0.054306	0.318254	0.677468	0.109439	0.061298	0.568762	0.330588	0.061639	0.069679	0.262381	0.563337	0.262761	0.121096	0.409832	0.228765	0.115048	0.054531	0.472677	0.261183	0.123348	0.080441	0.305409	0.296992	0.142787	0.153895	0.324687	0.360555	0.131075	0.076831	0.257507	0.430288
10	0.243567	0.151133	0.257536	0.226855	0.157355	0.173322	0.564615	0.275935	0.178679	0.068756	0.293412	0.601202	0.112935	0.064819	0.440488	0.385747	0.056634	0.071760	0.303337	0.575086	0.267060	0.129669	0.501261	0.252564	0.110487	0.052373	0.525083	0.240535	0.144786	0.078511	0.322277	0.318161	0.142847	0.153947	0.314619	0.352758	0.130376	0.081867	0.268412	0.422932
11	0.212561	0.116182	0.268217	0.214194	0.150560	0.153808	0.570077	0.356653	0.175026	0.083346	0.271847	0.597042	0.123621	0.076954	0.461390	0.399969	0.070863	0.074571	0.315281	0.568318	0.291802	0.158477	0.574993	0.253014	0.091514	0.044312	0.533815	0.263081	0.157369	0.070120	0.345854	0.331631	0.151639	0.153798	0.291541	0.327250	0.128058	0.080668	0.279009	0.416104
12	0.207840	0.117264	0.305008	0.172608	0.150101	0.152161	0.512140	0.404184	0.176509	0.122871	0.276652	0.592021	0.143612	0.087277	0.415653	0.395549	0.087810	0.075345	0.326596	0.577253	0.293723	0.169253	0.568399	0.253041	0.080593	0.041572	0.508217	0.271247	0.187129	0.068000	0.350851	0.330100	0.159365	0.153224	0.321680	0.313173	0.127226	0.076560	0.277678	0.415669
13	0.194438	0.112460	0.374220	0.152694	0.147316	0.151863	0.409214	0.394532	0.176255	0.135286	0.284833	0.531854	0.187195	0.100399	0.385977	0.399829	0.096022	0.078038	0.357049	0.633281	0.303374	0.187877	0.559420	0.258309	0.086043	0.044059	0.458355	0.275906	0.193311	0.064672	0.345634	0.335270	0.174265	0.158613	0.322855	0.332260	0.134470	0.075918	0.312818	0.407046
14	0.182598	0.103159	0.383672	0.175343	0.143010	0.130548	0.341479	0.373314	0.176163	0.136082	0.408604	0.529755	0.204517	0.103811	0.333945	0.400347	0.110900	0.080599	0.353817	0.698121	0.300026	0.205907	0.558539	0.318358	0.129703	0.053172	0.429077	0.275547	0.190608	0.053952	0.365864	0.333948	0.172187	0.167526	0.319699	0.349827	0.136956	0.077209	0.413257	0.377292
15	0.156669	0.083166	0.379692	0.237086	0.135312	0.128125	0.354336	0.387644	0.139552	0.135376	0.511504	0.579358	0.211678	0.108491	0.346621	0.402604	0.118985	0.077877	0.352139	0.754900	0.255519	0.196420	0.559564	0.466300	0.185401	0.069275	0.430170	0.278114	0.182969	0.040156	0.368764	0.334115	0.180435	0.196515	0.317204	0.349332	0.138382	0.078229	0.489197	0.346792
16	0.149226	0.081205	0.387198	0.372471	0.144860	0.128589	0.406041	0.431527	0.105988	0.152701	0.574923	0.559450	0.212815	0.108931	0.382910	0.405851	0.119029	0.077287	0.352128	0.781228	0.246247	0.206192	0.562604	0.547864	0.203306	0.073287	0.442927	0.284065	0.204268	0.052133	0.372450	0.330949	0.190986	0.213549	0.293654	0.369625	0.146904	0.078370	0.522470	0.350772
17	0.150485	0.088698	0.386229	0.456057	0.159916	0.134236	0.411108	0.451327	0.118600	0.176321	0.577307	0.482316	0.219787	0.111867	0.371894	0.422868	0.130041	0.074762	0.345856	0.792744	0.265938	0.222940	0.575312	0.546157	0.205630	0.073813	0.450836	0.284140	0.323996	0.081977	0.414390	0.318016	0.187462	0.214992	0.277235	0.410900	0.160684	0.080013	0.531876	0.386257
18	0.156464	0.101209	0.355529	0.465004	0.141665	0.123946	0.407739	0.455301	0.117080	0.165788	0.549283	0.519982	0.229073	0.113180	0.359967	0.442296	0.138227	0.072456	0.344630	0.779843	0.261873	0.225313	0.578663	0.557261	0.206024	0.075563	0.448091	0.263108	0.389517	0.096229	0.444543	0.306165	0.188867	0.182750	0.277908	0.439862	0.161511	0.080315	0.599873	0.447245
19	0.144676	0.094895	0.334892	0.495982	0.130956	0.116213	0.415943	0.458186	0.117186	0.144699	0.551556	0.552623	0.239573	0.117551	0.360206	0.457995	0.138746	0.069076	0.344897	0.725870	0.281799	0.231668	0.607978	0.618616	0.212604	0.076127	0.442797	0.236323	0.408861	0.098198	0.442111	0.278314	0.186945	0.174635	0.276664	0.446489	0.167780	0.083104	0.683212	0.493531
20	0.129988	0.095751	0.334671	0.589932	0.131012	0.116630	0.467984	0.472714	0.134983	0.154172	0.534242	0.542525	0.238685	0.115099	0.362821	0.451159	0.140303	0.073637	0.310118	0.638562	0.290652	0.234594	0.704209	0.706797	0.226762	0.076817	0.445326	0.223383	0.409299	0.098732	0.463305	0.246445	0.189448	0.176464	0.283490	0.448068	0.202107	0.088123	0.735691	0.504658
21	0.204443	0.139001	0.333639	0.663345	0.140925	0.128564	0.490991	0.491599	0.150042	0.163171	0.340468	0.419793	0.228272	0.111508	0.365101	0.417523	0.153870	0.102330	0.271202	0.664189	0.291022	0.234637	0.796629	0.769710	0.239152	0.077110	0.433906	0.222206	0.411844	0.100902	0.473830	0.242154	0.220822	0.201957	0.275724	0.449201	0.241434	0.086722	0.756905	0.495549
22	0.294668	0.179324	0.333236	0.668178	0.145693	0.127793	0.492359	0.506317	0.146345	0.154157	0.246320	0.393729	0.248538	0.119682	0.380964	0.364603	0.174182	0.137356	0.285461	0.704605	0.291851	0.233464	0.840068	0.786430	0.249973	0.077037	0.383409	0.230831	0.416976	0.103532	0.440671	0.237997	0.235137	0.216282	0.292776	0.448772	0.264615	0.079470	0.760894	0.471593
23	0.368620	0.217314	0.272183	0.684672	0.154667	0.131150	0.478254	0.449996	0.125671	0.108547	0.215099	0.442445	0.279434	0.124365	0.389499	0.343554	0.181688	0.162406	0.314856	0.725908	0.279797	0.219402	0.804363	0.792317	0.253192	0.076616	0.307527	0.252694	0.419157	0.109084	0.412154	0.224783	0.238843	0.223722	0.286168	0.443414	0.276726	0.077099	0.760424	0.432277
24	0.407446	0.243271	0.236706	0.696442	0.158996	0.131707	0.449768	0.454552	0.116539	0.090799	0.230621	0.490980	0.291775	0.122142	0.406761	0.339709	0.181254	0.177139	0.280637	0.700964	0.259074	0.210544	0.759562	0.798719	0.253519	0.076935	0.256656	0.251449	0.426183	0.110969	0.409312	0.235464	0.227148	0.221804	0.311889	0.447442	0.278574	0.075143	0.751319	0.420168
25	0.414589	0.257235	0.406837	0.699325	0.164530	0.133169	0.435567	0.598559	0.212674	0.095686	0.264669	0.469996	0.286953	0.124028	0.406105	0.363160	0.179138	0.177040	0.282513	0.639546	0.255042	0.196934	0.744235	0.798788	0.253014	0.076014	0.279792	0.220478	0.423357	0.111671	0.429934	0.259949	0.234091	0.236642	0.372198	0.498709	0.269491	0.066191	0.738585	0.421607
26	0.415013	0.262090	0.462897	0.672767	0.171099	0.138773	0.437844	0.688151	0.214904	0.093887	0.247260	0.565893	0.268247	0.134407	0.423606	0.373984	0.195450	0.183235	0.363091	0.566405	0.242206	0.175999	0.744892	0.802244	0.252643	0.074953	0.281514	0.191648	0.429024	0.124204	0.467278	0.251735	0.237108	0.232032	0.381643	0.534549	0.262391	0.061426	0.736844	0.424604
27	0.420451	0.268324	0.481033	0.647773	0.172848	0.143621	0.418343	0.691395	0.221872	0.081762	0.241617	0.609488	0.266352	0.151464	0.429565	0.359828	0.221365	0.193534	0.394186	0.528629	0.238414	0.155651	0.765749	0.841646	0.249570	0.073407	0.279437	0.184581	0.436207	0.136788	0.460477	0.243246	0.237378	0.213046	0.382987	0.536725	0.258114	0.065489	0.740540	0.435672
28	0.428991	0.273809	0.639595	0.680135	0.165852	0.131383	0.388163	0.676461	0.238451	0.071702	0.371200	0.645846	0.268093	0.162858	0.386179	0.355261	0.247045	0.217830	0.398528	0.527140	0.230378	0.156099	0.802103	0.867040	0.222387	0.064930	0.280191	0.187604	0.440080	0.147049	0.455941	0.243215	0.241411	0.215945	0.420654	0.502931	0.255376	0.075170	0.718986	0.441783
29	0.434731	0.281389	0.748426	0.696166	0.159643	0.116838	0.442667	0.730054	0.249827	0.075895	0.422151	0.681274	0.267151	0.169914	0.452712	0.372791	0.262991	0.238894	0.397339	0.548529	0.182433	0.130846	0.913279	0.926057	0.175031	0.055179	0.276426	0.183513	0.448418	0.162293	0.472178	0.257135	0.244912	0.221555	0.493944	0.497243	0.256473	0.081416	0.692207	0.459776
30	0.454474	0.304648	0.768467	0.646500	0.161822	0.105751	0.608416	0.784443	0.250777	0.083070	0.496922	0.598062	0.259517	0.172359	0.545573	0.364024	0.269699	0.249072	0.395524	0.562169	0.164068	0.108664	0.970437	0.979970	0.156222	0.059971	0.280660	0.180273	0.409314	0.159095	0.457715	0.284556	0.240481	0.221782	0.507689	0.533520	0.256667	0.084184	0.698481	0.487431
31	0.457402	0.309983	0.766126	0.546360	0.201058	0.112375	0.643424	0.800910	0.230584	0.080659	0.495356	0.663361	0.251109	0.172553	0.588064	0.341220	0.269807	0.253698	0.414197	0.557321	0.160127	0.102788	0.991282	0.976950	0.155024	0.068978	0.295093	0.223200	0.319425	0.148049	0.403239	0.294971	0.227971	0.216741	0.508743	0.559382	0.249775	0.083007	0.736663	0.510971
32	0.423676	0.298864	0.759907	0.516601	0.237361	0.127615	0.612264	0.791913	0.223569	0.087210	0.498679	0.685553	0.250089	0.181424	0.609318	0.359390	0.262483	0.246861	0.422009	0.502499	0.108028	0.094332	0.948482	0.941577	0.154357	0.081149	0.296378	0.291399	0.289859	0.144470	0.396479	0.302213	0.196937	0.200193	0.511263	0.567920	0.243734	0.081831	0.732532	0.496318
33	0.373052	0.282011	0.758617	0.514524	0.253806	0.134910	0.593547	0.776831	0.218987	0.080844	0.510955	0.613154	0.269846	0.207142	0.610961	0.384789	0.249450	0.229811	0.401795	0.434479	0.105586	0.106019	0.865240	0.912371	0.143274	0.092760	0.306018	0.324264	0.284123	0.153257	0.383920	0.303943	0.168279	0.177382	0.508841	0.569824	0.246315	0.080591	0.666089	0.447486
34	0.318632	0.257942	0.755527	0.502562	0.258606	0.147596	0.595074	0.759395	0.191465	0.076757	0.512492	0.631704	0.281967	0.225540	0.631171	0.382104	0.237469	0.209783	0.373657	0.373683	0.179715	0.123997	0.818020	0.907528	0.122650	0.106545	0.358952	0.329884	0.282690	0.174965	0.360506	0.303970	0.143904	0.161925	0.495617	0.563642	0.238375	0.076139	0.599589	0.404052
35	0.304992	0.239655	0.733853	0.486909	0.254960	0.152006	0.603519	0.764489	0.173975	0.077589	0.619676	0.757607	0.258668	0.229563	0.619945	0.373380	0.239190	0.195614	0.376162	0.329017	0.225262	0.128842	0.811248	0.918429	0.106107	0.112955	0.392043	0.330204	0.275928	0.192604	0.358957	0.305728	0.143039	0.160008	0.477802	0.543439	0.202259	0.070514	0.571309	0.410755
36	0.311654	0.229549	0.668652	0.489405	0.253325	0.154900	0.612866	0.737468	0.218319	0.077990	0.547623	0.771218	0.234068	0.228998	0.591693	0.379759	0.249584	0.192924	0.384848	0.315903	0.246180	0.127262	0.852240	0.917169	0.097041	0.131412	0.394355	0.330284	0.259256	0.200303	0.356818	0.309689	0.134378	0.149665	0.430911	0.484653	0.155047	0.067396	0.567277	0.433971
37	0.307633	0.225311	0.663663	0.448957	0.251196	0.156086	0.622934	0.638053	0.275515	0.080099	0.556884	0.777263	0.219155	0.225071	0.590393	0.377421	0.243338	0.188608	0.340199	0.316665	0.257444	0.127932	0.883196	0.914310	0.092121	0.138774	0.400812	0.339537	0.243812	0.205893	0.358650	0.291633	0.139071	0.121284	0.386790	0.417559	0.114041	0.068166	0.572609	0.443004
38	0.300958	0.213951	0.584419	0.365925	0.245885	0.155085	0.628300	0.568169	0.346525	0.079839	0.593894	0.749348	0.212706	0.217990	0.590362	0.350022	0.226024	0.180611	0.317222	0.331040	0.259725	0.136132	0.891770	0.914141	0.097049	0.146880	0.374187	0.360144	0.230576	0.208371	0.341702	0.248760	0.130618	0.116608	0.387098	0.393184	0.095474	0.075106	0.572673	0.442367
39	0.313978	0.204509	0.371173	0.299283	0.244454	0.152845	0.624816	0.556369	0.377975	0.072037	0.596836	0.758511	0.210794	0.205865	0.565495	0.351324	0.197570	0.152744	0.327694	0.324837	0.260271	0.147156	0.882137	0.898771	0.123914	0.161390	0.398465	0.372522	0.209764	0.205806	0.273595	0.220652	0.114048	0.095732	0.366441	0.398507	0.111456	0.087384	0.571973	0.442311
40	0.331864	0.179968	0.253518	0.311013	0.240548	0.153575	0.610061	0.529159	0.412345	0.071863	0.605122	0.757129	0.211938	0.194061	0.560906	0.378388	0.159577	0.113877	0.334428	0.273323	0.260792	0.152372	0.865058	0.814057	0.145668	0.172670	0.450859	0.387539	0.185388	0.198041	0.236891	0.222694	0.099852	0.068543	0.269007	0.389155	0.129498	0.100657	0.572595	0.439729
41	0.325907	0.149750	0.237415	0.416067	0.242316	0.157937	0.538172	0.434905	0.530231	0.098762	0.533131	0.600178	0.211880	0.186367	0.538378	0.380240	0.147449	0.085102	0.341257	0.255264	0.261069	0.149210	0.812696	0.704051	0.147903	0.174581	0.465904	0.404010	0.177932	0.192286	0.232427	0.225332	0.099729	0.062339	0.191047	0.344481	0.140335	0.109822	0.571553	0.433733
42	0.321140	0.138951	0.248652	0.522569	0.250487	0.167351	0.345534	0.338604	0.558889	0.104824	0.434021	0.559842	0.221264	0.179707	0.442761	0.399647	0.148477	0.054981	0.351554	0.263819	0.278177	0.144925	0.684978	0.582093	0.148938	0.173898	0.466478	0.425389	0.156709	0.180243	0.201612	0.222216	0.099899	0.068462	0.183970	0.288798	0.143706	0.111406	0.566404	0.419962
43	0.311425	0.138395	0.295144	0.577995	0.227217	0.164218	0.287754	0.311488	0.540258	0.132857	0.559270	0.574082	0.227011	0.179035	0.358991	0.399844	0.148952	0.077418	0.324024	0.265153	0.289196	0.142630	0.619487	0.509552	0.153029	0.171360	0.470319	0.443144	0.140002	0.170071	0.163124	0.184514	0.099840	0.074143	0.168966	0.256370	0.143104	0.106175	0.549378	0.403170
44	0.304491	0.143735	0.336772	0.577859	0.195914	0.151863	0.272619	0.323333	0.648251	0.212751	0.535392	0.443963	0.225241	0.171429	0.295704	0.384368	0.148642	0.132518	0.319904	0.271869	0.296548	0.139501	0.603922	0.497801	0.159820	0.168450	0.470986	0.444040	0.137109	0.168376	0.178177	0.146517	0.101739	0.073067	0.169153	0.250922	0.140386	0.101528	0.501042	0.377206
45	0.291786	0.154595	0.355474	0.677888	0.172515	0.136074	0.290920	0.326493	0.596339	0.218886	0.642731	0.398989	0.207218	0.148810	0.290022	0.344809	0.145299	0.135885	0.322233	0.314419	0.298416	0.132859	0.613207	0.464400	0.167546	0.164567	0.475857	0.416712	0.097494	0.168619	0.196756	0.131758	0.115639	0.074583	0.195132	0.274513	0.138805	0.099612	0.417830	0.336707
46	0.279361	0.162123	0.374722	0.838845	0.165536	0.122562	0.293256	0.320271	0.595268	0.231875	0.660558	0.398823	0.169798	0.109365	0.252353	0.335470	0.141804	0.138800	0.374099	0.321060	0.302649	0.117135	0.598297	0.370276	0.174236	0.157925	0.479468	0.372605	0.076365	0.165907	0.216842	0.128505	0.143007	0.077645	0.226189	0.303954	0.139591	0.099518	0.341182	0.287039
47	0.276604	0.168382	0.361532	0.973356	0.165408	0.116088	0.303764	0.308364	0.526413	0.229459	0.631047	0.396332	0.153967	0.081876	0.361955	0.397498	0.123675	0.140738	0.401605	0.351993	0.313886	0.100936	0.541048	0.251739	0.178143	0.151667	0.471862	0.348037	0.090230	0.149543	0.235649	0.137171	0.168474	0.078838	0.249593	0.321983	0.138034	0.099545	0.330788	0.259420
48	0.286276	0.169869	0.401580	1.047858	0.172771	0.115366	0.379156	0.314961	0.461354	0.219418	0.624138	0.338552	0.159146	0.062627	0.475377	0.597487	0.109252	0.141757	0.396155	0.407109	0.309882	0.098008	0.453515	0.150900	0.177230	0.141100	0.435231	0.350552	0.101110	0.117745	0.248486	0.138746	0.191128	0.085372	0.255156	0.328443	0.131422	0.099481	0.339428	0.257055
49	0.272226	0.176014	0.426111	1.058503	0.186267	0.116447	0.402314	0.346324	0.456841	0.213254	0.567109	0.229666	0.191619	0.067459	0.512564	0.732023	0.121991	0.145311	0.461911	0.489915	0.302512	0.099899	0.339655	0.114323	0.174229	0.134959	0.415022	0.362928	0.102658	0.094134	0.274509	0.128800	0.241281	0.120025	0.248804	0.330489	0.130108	0.100010	0.319658	0.253259
50	0.221817	0.193625	0.473415	1.063661	0.199043	0.114212	0.412877	0.345516	0.312744	0.141082	0.503527	0.250750	0.260914	0.089529	0.507579	0.742624	0.133738	0.147143	0.607145	0.546612	0.300803	0.095536	0.269324	0.112852	0.168439	0.118483	0.414896	0.376575	0.098166	0.072506	0.283452	0.141049	0.323316	0.194615	0.239020	0.325434	0.136995	0.100044	0.308055	0.208803
51	0.181040	0.216972	0.482212	1.093019	0.212159	0.115746	0.418511	0.368754	0.194531	0.175582	0.561819	0.253424	0.316187	0.104231	0.523209	0.779958	0.157908	0.149132	0.638633	0.548973	0.301939	0.083617	0.249402	0.112323	0.170272	0.110202	0.412349	0.424774	0.096828	0.056048	0.341676	0.198144	0.421197	0.317098	0.236236	0.314537	0.145437	0.100609	0.308804	0.155801
52	0.172279	0.231256	0.489685	1.059900	0.208936	0.114956	0.494043	0.386861	0.262742	0.280915	0.414728	0.218653	0.331449	0.105773	0.606573	0.878861	0.201349	0.148904	0.646073	0.546156	0.301611	0.069514	0.249072	0.107533	0.168794	0.097860	0.418836	0.465492	0.096723	0.046764	0.467079	0.250172	0.469916	0.420268	0.267500	0.299925	0.159183	0.100578	0.294595	0.149128
53	0.166775	0.228678	0.479940	1.012981	0.196435	0.108280	0.559896	0.382615	0.247963	0.286522	0.430101	0.253813	0.335927	0.129289	0.641420	0.959077	0.207273	0.148876	0.699393	0.554698	0.314679	0.059323	0.244052	0.099442	0.149131	0.086895	0.367397	0.465091	0.092711	0.043405	0.495444	0.278457	0.489936	0.435488	0.266598	0.327716	0.164830	0.093614	0.292510	0.164742
54	0.165912	0.219850	0.440382	1.019520	0.179923	0.098794	0.569916	0.384827	0.234244	0.301832	0.551960	0.302105	0.353067	0.152870	0.649263	0.965705	0.215178	0.140981	0.763654	0.554827	0.472258	0.086470	0.233629	0.096515	0.172676	0.075711	0.306974	0.450470	0.090049	0.038589	0.497499	0.279296	0.584064	0.483903	0.270861	0.373877	0.153858	0.084443	0.299239	0.186304
55	0.181130	0.216106	0.425842	1.047415	0.177235	0.094247	0.616963	0.393540	0.281371	0.348174	0.576708	0.324129	0.364265	0.159594	0.650532	0.962850	0.257066	0.115883	0.790256	0.554107	0.494521	0.092324	0.216303	0.064612	0.259320	0.165111	0.300883	0.435541	0.095644	0.037228	0.504369	0.283281	0.740585	0.604487	0.284122	0.383487	0.139903	0.087294	0.325664	0.205170
56	0.194888	0.216098	0.377001	0.977651	0.174918	0.090976	0.627431	0.389079	0.345273	0.447621	0.572863	0.355149	0.371778	0.160422	0.654256	0.963280	0.297312	0.159174	0.790673	0.542018	0.486007	0.092497	0.203972	0.058839	0.275985	0.186112	0.354038	0.425405	0.097350	0.039092	0.531229	0.313798	0.849100	0.692146	0.317746	0.376378	0.134938	0.093873	0.348082	0.207606
