	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_01.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_02.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_03.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_04.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_05.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_06.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_07.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_08.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_09.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d	228_C_T2_sh_ND_L_10.c3d
7	0.117157	0.308632	0.221895	0.175465	0.207899	0.341559	0.112662	0.077822	0.277132	0.326377	0.295922	0.195238	0.154521	0.215854	0.105010	0.107431	0.112787	0.562952	0.168739	0.237495	0.077222	0.215901	0.220820	0.116960	0.065813	0.271561	0.229045	0.257454	0.143622	0.303825	0.151148	0.191628	0.148367	0.602429	0.361801	0.177898	0.146235	0.192358	0.146286	0.075650	0.084549	0.370520	0.262327	0.168903	0.055437	0.249888	0.142551	0.118770	0.081117	0.298286	0.167302	0.157491	0.195220	0.258047	0.101395	0.094529	0.074815	0.247796	0.285486	0.290043	0.145669	0.194394	0.219244	0.160631	0.070373	0.231199	0.217633	0.203907	0.055765	0.277089	0.250144	0.121199	0.171929	0.427316	0.288419	0.297416	0.102415	0.339659	0.156440	0.108177
8	0.111261	0.357390	0.161081	0.145227	0.189012	0.333420	0.116546	0.085535	0.277902	0.370728	0.322053	0.271407	0.163752	0.217192	0.102334	0.126194	0.113195	0.568322	0.166933	0.238972	0.075416	0.224964	0.233793	0.108615	0.060372	0.267983	0.239941	0.220579	0.136192	0.275589	0.157982	0.216313	0.148688	0.602894	0.446792	0.182876	0.143361	0.177163	0.117540	0.142948	0.086378	0.365585	0.298267	0.173756	0.056685	0.246964	0.139065	0.119162	0.079885	0.295426	0.172934	0.165821	0.189357	0.261493	0.138002	0.177984	0.077923	0.264428	0.305093	0.301055	0.146580	0.206502	0.223189	0.162914	0.084686	0.206056	0.181212	0.222577	0.056374	0.272178	0.265340	0.116818	0.122833	0.359587	0.291787	0.309923	0.094161	0.267121	0.160878	0.110494
9	0.111529	0.452538	0.096930	0.114271	0.179332	0.335791	0.120006	0.089682	0.268209	0.369369	0.319494	0.282697	0.163440	0.254852	0.123761	0.143536	0.115245	0.571337	0.200313	0.274529	0.072958	0.243541	0.234606	0.110991	0.090097	0.273215	0.254921	0.218070	0.121831	0.260497	0.259831	0.265056	0.148065	0.604302	0.476621	0.200967	0.139871	0.168215	0.124194	0.160506	0.090438	0.310955	0.361274	0.183560	0.057796	0.247598	0.138735	0.115427	0.080204	0.299780	0.176514	0.168367	0.194535	0.274459	0.151156	0.204246	0.077029	0.271750	0.305530	0.317597	0.139190	0.216299	0.215144	0.169342	0.084622	0.164206	0.180309	0.258724	0.058506	0.259403	0.262836	0.111894	0.121150	0.356415	0.304466	0.343224	0.074680	0.187894	0.178932	0.111371
10	0.113275	0.445841	0.098627	0.088122	0.177741	0.330602	0.120285	0.086012	0.251461	0.367012	0.367354	0.290528	0.164986	0.269867	0.130929	0.152758	0.118051	0.573632	0.268434	0.327248	0.072735	0.235411	0.235166	0.105686	0.095372	0.264275	0.267339	0.216904	0.120077	0.256658	0.309177	0.269544	0.134710	0.529120	0.473708	0.202452	0.141734	0.172308	0.131537	0.161426	0.091091	0.309625	0.365105	0.214062	0.064911	0.251615	0.125015	0.101470	0.095034	0.396379	0.209432	0.177335	0.217428	0.298940	0.147437	0.208270	0.074866	0.225824	0.306199	0.327100	0.123131	0.223022	0.217543	0.172513	0.087430	0.160084	0.178405	0.284447	0.059629	0.262967	0.265997	0.109910	0.117919	0.376933	0.314749	0.355389	0.068264	0.159437	0.182773	0.107744
11	0.116636	0.436703	0.119863	0.080939	0.170983	0.327610	0.119140	0.085228	0.257469	0.365314	0.434212	0.308445	0.157621	0.270949	0.130427	0.153573	0.120229	0.577009	0.281194	0.362535	0.074223	0.234717	0.222267	0.079010	0.098227	0.169917	0.259470	0.212353	0.125748	0.246344	0.329599	0.269940	0.122428	0.391324	0.475245	0.198230	0.157665	0.172421	0.144560	0.160368	0.068808	0.288431	0.349697	0.263556	0.072009	0.259447	0.114403	0.100049	0.109267	0.549023	0.233504	0.195389	0.259463	0.342751	0.157497	0.220328	0.075222	0.207826	0.276144	0.306857	0.132049	0.243444	0.257340	0.173223	0.096305	0.165481	0.152428	0.292072	0.055155	0.250372	0.299966	0.111959	0.106463	0.371806	0.325752	0.356790	0.070473	0.159826	0.174936	0.109713
12	0.116649	0.429871	0.162913	0.079464	0.127836	0.322636	0.125264	0.095057	0.240860	0.380468	0.439079	0.373637	0.135144	0.271045	0.121038	0.159652	0.129148	0.593806	0.276466	0.373486	0.078659	0.243649	0.228587	0.071465	0.092848	0.148466	0.265639	0.200655	0.125427	0.231992	0.341585	0.274419	0.122551	0.387680	0.478550	0.188054	0.205307	0.187383	0.144503	0.157645	0.055759	0.197410	0.349974	0.283670	0.068451	0.255531	0.114595	0.101456	0.105765	0.569572	0.236716	0.207704	0.262023	0.327172	0.158502	0.225121	0.099450	0.233754	0.206778	0.223471	0.130828	0.257802	0.294742	0.172738	0.099264	0.164403	0.159394	0.290174	0.044257	0.179024	0.319876	0.105364	0.094699	0.364245	0.320041	0.352780	0.070783	0.182553	0.174859	0.110653
13	0.116400	0.425313	0.167063	0.090144	0.093264	0.328539	0.124845	0.102868	0.177508	0.367522	0.449989	0.467554	0.164802	0.286701	0.142208	0.167534	0.137314	0.602143	0.275469	0.373429	0.085067	0.253933	0.232398	0.071388	0.099155	0.128088	0.263484	0.210875	0.130396	0.257712	0.346783	0.278837	0.122253	0.365703	0.454868	0.177689	0.289257	0.245915	0.142152	0.157823	0.061738	0.180893	0.342165	0.286292	0.067152	0.246648	0.109324	0.106100	0.106086	0.566499	0.241888	0.212802	0.261264	0.320361	0.160835	0.227125	0.096956	0.238133	0.195705	0.214199	0.110200	0.269346	0.294804	0.182064	0.099153	0.162796	0.149949	0.268410	0.044905	0.144702	0.331899	0.090261	0.096006	0.370735	0.286568	0.342595	0.074556	0.216588	0.176896	0.116515
14	0.110889	0.426069	0.172721	0.094647	0.095796	0.337563	0.138065	0.104033	0.210374	0.406004	0.455128	0.498181	0.174396	0.264591	0.180184	0.164830	0.129522	0.564925	0.272272	0.353146	0.086987	0.253537	0.247383	0.072030	0.107357	0.122546	0.244954	0.173544	0.131049	0.301552	0.415031	0.286758	0.115242	0.312965	0.377489	0.178877	0.330075	0.273416	0.153295	0.166837	0.063158	0.151697	0.335723	0.280143	0.063860	0.245331	0.108925	0.102785	0.109529	0.553965	0.243259	0.212814	0.256096	0.320940	0.178465	0.237006	0.102149	0.277024	0.159815	0.204107	0.109069	0.267083	0.294521	0.212719	0.097128	0.157454	0.135509	0.250146	0.045732	0.142006	0.343345	0.095225	0.092853	0.354989	0.232625	0.315716	0.078597	0.247667	0.176290	0.123598
15	0.102912	0.425058	0.174503	0.103536	0.095412	0.335399	0.199173	0.099506	0.249380	0.428860	0.450142	0.495645	0.171817	0.258842	0.208995	0.166453	0.111749	0.375218	0.254374	0.318922	0.079197	0.237508	0.245239	0.072920	0.107216	0.126162	0.209606	0.169592	0.125854	0.336694	0.521422	0.288294	0.102081	0.302542	0.369128	0.214207	0.328203	0.271478	0.183572	0.196777	0.061731	0.134174	0.316349	0.256710	0.067323	0.239834	0.108564	0.103128	0.110339	0.513256	0.242498	0.210893	0.251463	0.320911	0.199903	0.242306	0.101956	0.354756	0.112950	0.186818	0.112232	0.235975	0.284645	0.197194	0.093887	0.144428	0.139962	0.244699	0.048719	0.133238	0.366076	0.150281	0.081286	0.274776	0.230073	0.297128	0.078209	0.252648	0.175402	0.128113
16	0.090343	0.401840	0.198263	0.142216	0.094091	0.302488	0.202892	0.097032	0.260381	0.368272	0.398337	0.456334	0.170471	0.263751	0.218995	0.175952	0.101482	0.303872	0.264157	0.301158	0.061923	0.218408	0.261446	0.070555	0.086505	0.147764	0.178108	0.171090	0.139226	0.335894	0.554006	0.291692	0.099889	0.283415	0.287649	0.226562	0.330387	0.260874	0.179581	0.213686	0.059689	0.134459	0.312484	0.245457	0.071665	0.222762	0.113571	0.097919	0.110807	0.507427	0.212520	0.188602	0.258143	0.326422	0.208822	0.248768	0.105245	0.367554	0.082721	0.162321	0.149261	0.241639	0.280150	0.192356	0.085192	0.103131	0.139840	0.247466	0.048729	0.143033	0.375094	0.227544	0.082898	0.275058	0.231150	0.293675	0.080576	0.253096	0.175152	0.118390
17	0.079824	0.317154	0.241565	0.179763	0.096361	0.228347	0.210081	0.095095	0.253803	0.327187	0.404876	0.431691	0.173417	0.253089	0.260477	0.179786	0.101105	0.327169	0.264313	0.296530	0.061185	0.223065	0.275045	0.070522	0.074130	0.177664	0.151372	0.169358	0.153081	0.356595	0.559712	0.289890	0.099541	0.260537	0.181735	0.213674	0.345849	0.265177	0.173420	0.215251	0.062569	0.182772	0.237361	0.248941	0.073991	0.219858	0.109177	0.096604	0.110754	0.506918	0.194516	0.180884	0.256794	0.327304	0.228631	0.269445	0.108517	0.400459	0.077104	0.132720	0.158134	0.239577	0.259538	0.193962	0.071129	0.067241	0.131807	0.219883	0.063737	0.181800	0.358973	0.291482	0.084500	0.259271	0.233264	0.293251	0.081024	0.251975	0.170033	0.107962
18	0.083065	0.213340	0.260760	0.187266	0.097172	0.197304	0.225351	0.091915	0.247845	0.356665	0.400055	0.424506	0.173840	0.235151	0.285211	0.179591	0.094785	0.324328	0.211463	0.251220	0.061685	0.219146	0.254416	0.091203	0.082705	0.221535	0.129143	0.161269	0.164551	0.393555	0.566170	0.292301	0.086163	0.249030	0.174962	0.226801	0.374235	0.313515	0.166624	0.227758	0.087727	0.276171	0.193574	0.233275	0.072338	0.188849	0.109472	0.095216	0.111059	0.518595	0.182133	0.182789	0.263821	0.342905	0.227107	0.295623	0.110270	0.400238	0.079853	0.100314	0.158589	0.233592	0.259944	0.201530	0.069662	0.069364	0.147898	0.183708	0.095858	0.231520	0.313543	0.308127	0.082411	0.247278	0.213214	0.300340	0.075770	0.249922	0.155988	0.105241
19	0.082931	0.215931	0.260262	0.184250	0.088873	0.211294	0.229035	0.111432	0.228801	0.434052	0.295427	0.426674	0.168720	0.241698	0.316252	0.183631	0.094417	0.336803	0.158244	0.177775	0.062719	0.218968	0.237102	0.109544	0.095977	0.264480	0.129450	0.160901	0.168730	0.416548	0.565177	0.306946	0.054560	0.183755	0.193283	0.279605	0.376357	0.321438	0.168377	0.212088	0.092041	0.295538	0.168471	0.187293	0.072645	0.183033	0.117185	0.138293	0.112185	0.546760	0.189810	0.182382	0.266035	0.354292	0.206816	0.290223	0.104419	0.387956	0.081545	0.078147	0.157842	0.230772	0.256718	0.194108	0.063231	0.069973	0.195218	0.177867	0.108209	0.252732	0.287865	0.309381	0.079172	0.244196	0.184683	0.369655	0.065358	0.244089	0.153707	0.113174
20	0.085722	0.225942	0.246255	0.213464	0.091713	0.256124	0.228151	0.160527	0.225450	0.444539	0.252214	0.411551	0.161179	0.252261	0.314278	0.209850	0.085196	0.317518	0.177958	0.137900	0.069004	0.232066	0.248770	0.118439	0.091117	0.262866	0.129888	0.157937	0.169550	0.425095	0.530929	0.282380	0.044223	0.130701	0.185354	0.319562	0.377214	0.319224	0.174759	0.202761	0.095771	0.321650	0.166154	0.136690	0.074787	0.184304	0.118852	0.180673	0.104379	0.535777	0.166032	0.178956	0.265390	0.342821	0.196047	0.260009	0.077094	0.360694	0.075542	0.083963	0.152955	0.213193	0.249058	0.196913	0.042587	0.074737	0.198227	0.180336	0.110062	0.256372	0.284895	0.309497	0.076980	0.206828	0.177521	0.421781	0.061009	0.243706	0.154315	0.120113
21	0.087274	0.213203	0.250942	0.230568	0.094938	0.283757	0.231470	0.212154	0.235577	0.499648	0.240516	0.334630	0.172229	0.301698	0.345853	0.236407	0.066293	0.278588	0.196333	0.224386	0.079034	0.263979	0.261065	0.118753	0.083094	0.259961	0.124090	0.160194	0.163682	0.429999	0.500236	0.271593	0.050062	0.110473	0.171290	0.324294	0.376099	0.321796	0.170091	0.200981	0.102442	0.348310	0.180666	0.115861	0.086212	0.205110	0.148255	0.193584	0.087047	0.389543	0.119664	0.170094	0.261209	0.325218	0.197853	0.260086	0.065676	0.349155	0.139924	0.124483	0.145389	0.190405	0.189965	0.202251	0.042148	0.077934	0.192683	0.176623	0.109320	0.250701	0.289508	0.311639	0.075361	0.205500	0.170068	0.425936	0.058833	0.248905	0.150016	0.114726
