	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_01.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_03.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_04.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_06.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_07.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d	212_C_T2_sh_ND_10.c3d
9	0.175852	0.329693	0.171748	0.352840	0.204931	0.146962	0.318672	0.323716	0.125723	0.151008	0.184840	0.170171	0.149071	0.088627	0.221100	0.315220	0.222951	0.124723	0.280916	0.382033	0.070652	0.051249	0.048057	0.146745	0.131530	0.097393	0.185672	0.158528	0.165026	0.092667	0.192721	0.131743	0.118380	0.097241	0.288050	0.173522	0.206281	0.104268	0.293494	0.120360	0.258911	0.154443	0.327722	0.254903	0.141555	0.174883	0.252194	0.209597
10	0.165652	0.316740	0.174121	0.363654	0.227689	0.158380	0.314566	0.327816	0.094448	0.127772	0.185868	0.179834	0.164418	0.092169	0.221096	0.316243	0.229782	0.119935	0.291380	0.417623	0.058086	0.042007	0.047109	0.132617	0.131191	0.095969	0.193228	0.179234	0.122624	0.070018	0.177436	0.129112	0.116359	0.094096	0.292702	0.162751	0.205486	0.095042	0.292586	0.114593	0.258165	0.147627	0.315455	0.237511	0.135112	0.175985	0.201597	0.202617
11	0.165267	0.276790	0.173890	0.369242	0.252773	0.173536	0.312965	0.326269	0.063866	0.098242	0.179931	0.185326	0.173245	0.096038	0.219092	0.314609	0.241497	0.122534	0.299087	0.421041	0.043803	0.032179	0.046263	0.129105	0.131734	0.093119	0.184876	0.229716	0.088088	0.056041	0.177093	0.121971	0.126183	0.095699	0.369163	0.279999	0.203176	0.088369	0.291877	0.120403	0.257170	0.146990	0.302516	0.190642	0.129819	0.175443	0.108880	0.174767
12	0.167292	0.238653	0.153546	0.364303	0.260746	0.177915	0.319128	0.324607	0.053882	0.059832	0.147558	0.188180	0.173578	0.096294	0.197956	0.270545	0.254872	0.139653	0.368159	0.435749	0.036044	0.028266	0.046610	0.123544	0.131914	0.092307	0.164768	0.231141	0.079880	0.056261	0.167217	0.118268	0.143374	0.098948	0.417780	0.491221	0.201985	0.085187	0.280468	0.121888	0.251837	0.146559	0.274219	0.185921	0.096771	0.158351	0.080759	0.121329
13	0.163915	0.193362	0.154901	0.359405	0.302945	0.197606	0.319292	0.325753	0.052393	0.044271	0.118013	0.185653	0.172146	0.096734	0.178164	0.148999	0.257462	0.143483	0.446328	0.444726	0.029630	0.026743	0.044784	0.101822	0.138006	0.095284	0.148118	0.252547	0.079897	0.056698	0.145094	0.108976	0.160961	0.103376	0.432793	0.554498	0.196108	0.074744	0.266920	0.119580	0.238743	0.144885	0.232540	0.153965	0.077943	0.154015	0.099490	0.089592
14	0.161548	0.167491	0.159797	0.347997	0.316950	0.206963	0.321937	0.332596	0.041490	0.049295	0.112975	0.172825	0.162938	0.092465	0.169432	0.127036	0.271322	0.144347	0.464221	0.468604	0.025377	0.026311	0.035525	0.078084	0.147980	0.100679	0.145273	0.285529	0.081403	0.055920	0.146614	0.109504	0.184742	0.110009	0.437578	0.556736	0.193603	0.069262	0.262320	0.124098	0.215806	0.139837	0.226022	0.141844	0.101146	0.176645	0.101170	0.101165
15	0.159284	0.161891	0.159766	0.347486	0.319605	0.210232	0.322586	0.334474	0.043718	0.053454	0.097158	0.176364	0.140377	0.073873	0.150600	0.092508	0.272033	0.141623	0.464109	0.487954	0.024280	0.026595	0.031285	0.062731	0.152484	0.107602	0.153403	0.299658	0.078011	0.046048	0.169020	0.099260	0.202981	0.120361	0.478288	0.584830	0.193243	0.062058	0.249764	0.125002	0.191625	0.132477	0.227667	0.142795	0.123145	0.222955	0.101608	0.134556
16	0.152293	0.158667	0.159219	0.345788	0.319870	0.212260	0.321834	0.340361	0.042963	0.054014	0.087135	0.180663	0.138714	0.071702	0.118782	0.074407	0.261242	0.133987	0.463918	0.493461	0.022908	0.026570	0.032367	0.056021	0.151074	0.105859	0.164552	0.306744	0.084426	0.049189	0.147568	0.091214	0.187715	0.122755	0.544408	0.608411	0.177701	0.062777	0.171113	0.136328	0.189893	0.132190	0.229141	0.165334	0.120964	0.207041	0.127022	0.164430
17	0.148261	0.156571	0.148497	0.279398	0.319570	0.213714	0.298639	0.290618	0.041092	0.054156	0.080225	0.186572	0.137897	0.071645	0.126524	0.064863	0.249445	0.128327	0.463871	0.494201	0.024397	0.030456	0.036155	0.054342	0.151849	0.104147	0.164268	0.304272	0.086930	0.062549	0.158790	0.083641	0.188755	0.123149	0.587625	0.622835	0.082384	0.041276	0.088091	0.147667	0.187957	0.132299	0.232159	0.178428	0.127336	0.211227	0.198101	0.196061
18	0.113574	0.131075	0.142940	0.240776	0.309147	0.207079	0.265715	0.231308	0.045130	0.058262	0.079843	0.176950	0.124171	0.071745	0.142521	0.069093	0.245258	0.127590	0.463897	0.494279	0.026054	0.041918	0.036108	0.054485	0.147075	0.101913	0.178334	0.298565	0.090584	0.061214	0.204133	0.119890	0.225870	0.139219	0.595014	0.634940	0.071645	0.031146	0.122292	0.149772	0.187695	0.135248	0.208792	0.183851	0.147297	0.218804	0.234909	0.199619
19	0.068453	0.098230	0.138450	0.237022	0.287933	0.196556	0.263047	0.216223	0.049449	0.062361	0.081832	0.213840	0.111705	0.068501	0.182712	0.061234	0.240029	0.127391	0.463930	0.493203	0.026282	0.071336	0.037866	0.055770	0.133349	0.089840	0.181823	0.297117	0.105717	0.066104	0.208978	0.117520	0.255672	0.152255	0.595569	0.640269	0.062826	0.032349	0.144702	0.160329	0.180914	0.130182	0.155158	0.187143	0.151014	0.213907	0.246996	0.208873
20	0.064496	0.088417	0.137310	0.210480	0.247146	0.169403	0.232929	0.206954	0.049629	0.062255	0.082776	0.226263	0.087045	0.055439	0.195022	0.068252	0.217401	0.125231	0.457249	0.485136	0.026072	0.076432	0.041620	0.054236	0.122647	0.078847	0.179847	0.305854	0.108685	0.064908	0.208965	0.122990	0.263184	0.154052	0.599132	0.647704	0.062530	0.032879	0.146541	0.173254	0.174259	0.107432	0.136570	0.187075	0.164334	0.216676	0.300646	0.229011
21	0.062689	0.080264	0.130948	0.158791	0.229077	0.162475	0.108420	0.168651	0.050166	0.062533	0.075151	0.222231	0.071558	0.050261	0.195515	0.071322	0.207946	0.123100	0.414356	0.463616	0.025659	0.075903	0.041284	0.051121	0.117928	0.073407	0.210305	0.341993	0.109100	0.064056	0.208921	0.133260	0.263337	0.153529	0.615562	0.649777	0.073940	0.051856	0.151178	0.175685	0.291283	0.106657	0.155299	0.184496	0.200193	0.236881	0.319291	0.259404
22	0.061158	0.067913	0.126437	0.122217	0.127315	0.108334	0.176166	0.250912	0.051322	0.062636	0.076718	0.213313	0.076680	0.057540	0.219783	0.083853	0.199109	0.121158	0.376436	0.339584	0.025948	0.075687	0.052472	0.049247	0.118348	0.071350	0.259876	0.368361	0.107305	0.068478	0.208354	0.137507	0.268761	0.157877	0.662279	0.650022	0.080673	0.064119	0.200156	0.179878	0.419391	0.155301	0.168376	0.190888	0.212275	0.243265	0.319777	0.327193
23	0.062885	0.063609	0.120973	0.089168	0.104403	0.109958	0.279066	0.336873	0.074268	0.064220	0.091307	0.202954	0.073474	0.056093	0.243266	0.090870	0.190230	0.120246	0.365319	0.278194	0.026732	0.076772	0.074779	0.049264	0.116372	0.071721	0.300230	0.375448	0.103448	0.079830	0.195024	0.137420	0.301117	0.172384	0.753944	0.650938	0.093759	0.071530	0.209818	0.179796	0.444142	0.177546	0.171441	0.221666	0.210723	0.241140	0.322802	0.335590
24	0.059700	0.059779	0.105971	0.084927	0.153228	0.154139	0.303944	0.367610	0.101007	0.063094	0.089808	0.198939	0.067853	0.051472	0.247596	0.090154	0.173807	0.120459	0.360832	0.271225	0.027827	0.076336	0.092429	0.053061	0.118004	0.070502	0.317437	0.354177	0.094462	0.085322	0.176905	0.162857	0.348387	0.194048	0.813557	0.655715	0.096407	0.082487	0.231708	0.188537	0.447982	0.182895	0.227728	0.244258	0.197967	0.197514	0.327080	0.334300
25	0.056117	0.057044	0.080448	0.118584	0.161270	0.162596	0.346752	0.433512	0.122805	0.056959	0.088662	0.199770	0.057951	0.047489	0.252625	0.094550	0.149924	0.105230	0.298244	0.246131	0.029947	0.077439	0.115294	0.063019	0.149316	0.077189	0.315734	0.353467	0.085034	0.079323	0.178599	0.166275	0.382490	0.215976	0.807515	0.661448	0.095974	0.088268	0.298664	0.190656	0.456026	0.184218	0.374288	0.310264	0.193632	0.173638	0.324916	0.366980
26	0.054815	0.055293	0.055663	0.122908	0.164565	0.163574	0.437021	0.456604	0.125250	0.053040	0.088573	0.196504	0.058613	0.047034	0.257216	0.096560	0.144848	0.102309	0.151520	0.230862	0.035193	0.083965	0.178015	0.203789	0.157709	0.079228	0.334633	0.354650	0.081599	0.071526	0.137672	0.167405	0.402003	0.229301	0.787071	0.601428	0.094300	0.089661	0.341484	0.188192	0.545624	0.199298	0.470558	0.346876	0.196341	0.174015	0.303577	0.371935
27	0.050258	0.049343	0.054885	0.122992	0.208118	0.189223	0.497832	0.484879	0.133885	0.051744	0.088524	0.190538	0.058691	0.047065	0.253251	0.096572	0.109394	0.101321	0.045403	0.180720	0.093341	0.085189	0.276939	0.476262	0.147940	0.076112	0.340977	0.358997	0.070269	0.071591	0.130697	0.178091	0.397983	0.227254	0.791502	0.571842	0.123749	0.107592	0.340604	0.173311	0.587098	0.232258	0.513158	0.351144	0.183050	0.152428	0.260856	0.366169
28	0.047661	0.043358	0.053612	0.119928	0.249021	0.215951	0.500099	0.486089	0.134635	0.051381	0.088845	0.186762	0.059125	0.047200	0.230899	0.093308	0.077493	0.094400	0.052162	0.110492	0.162877	0.091465	0.351436	0.578886	0.165966	0.102328	0.341062	0.351503	0.072588	0.115627	0.139028	0.187897	0.386755	0.221884	0.826645	0.566973	0.123526	0.113386	0.350816	0.159954	0.642109	0.296915	0.527348	0.354811	0.170151	0.155408	0.266628	0.369360
29	0.048373	0.041707	0.069773	0.136081	0.254799	0.219728	0.499932	0.488174	0.135324	0.052317	0.096355	0.177125	0.058963	0.044388	0.191402	0.095577	0.071277	0.094479	0.103091	0.078847	0.240002	0.203877	0.394987	0.602881	0.171297	0.112499	0.353474	0.351995	0.080903	0.148943	0.211264	0.200322	0.391322	0.226181	0.862506	0.536893	0.121922	0.117804	0.354255	0.156329	0.692267	0.356378	0.524169	0.447532	0.166125	0.155464	0.242169	0.360643
30	0.049219	0.041796	0.089067	0.157999	0.254768	0.218245	0.492308	0.474488	0.135126	0.050056	0.124621	0.177773	0.053710	0.045039	0.179330	0.088204	0.074789	0.099302	0.156935	0.104704	0.304955	0.304742	0.403745	0.604753	0.171383	0.113295	0.347003	0.351559	0.148302	0.175517	0.374725	0.260622	0.418035	0.243464	0.867197	0.510682	0.119242	0.116578	0.353591	0.151030	0.726716	0.384872	0.522294	0.608241	0.126402	0.131345	0.219040	0.354792
31	0.050772	0.041921	0.094265	0.159540	0.250531	0.213831	0.469477	0.433515	0.136442	0.046203	0.144841	0.132256	0.053943	0.048572	0.186610	0.090202	0.083184	0.107274	0.226467	0.137414	0.329811	0.324175	0.463937	0.671428	0.172472	0.113613	0.345721	0.368982	0.194051	0.195809	0.443065	0.318750	0.450562	0.265650	0.869832	0.492444	0.109169	0.106154	0.335726	0.169199	0.735346	0.388352	0.522262	0.705239	0.077971	0.105010	0.217018	0.309533
32	0.056554	0.053856	0.094639	0.159055	0.236569	0.197901	0.411450	0.371385	0.141231	0.049413	0.146710	0.098491	0.053647	0.047176	0.206379	0.086301	0.112886	0.120609	0.274183	0.153695	0.334607	0.322493	0.666393	0.833428	0.170502	0.115384	0.364187	0.378735	0.198121	0.192326	0.448353	0.426123	0.469401	0.277166	0.877050	0.475211	0.115284	0.107580	0.335729	0.169003	0.734759	0.387417	0.526425	0.709175	0.086183	0.119476	0.218835	0.279499
33	0.054128	0.054248	0.094301	0.158911	0.206418	0.164149	0.409890	0.351947	0.144832	0.053810	0.153905	0.097519	0.061168	0.050770	0.219135	0.085737	0.140683	0.132426	0.281765	0.161794	0.389536	0.333757	0.783696	0.901384	0.172574	0.118520	0.398094	0.360174	0.199486	0.192207	0.511828	0.516218	0.477221	0.283421	0.878078	0.472589	0.108673	0.100225	0.361801	0.165400	0.734104	0.387268	0.558071	0.750477	0.077047	0.112555	0.221473	0.293812
34	0.050564	0.052384	0.102951	0.169223	0.202366	0.171569	0.421069	0.281497	0.145501	0.055707	0.199636	0.105040	0.063549	0.052374	0.215527	0.092037	0.165075	0.143173	0.282741	0.189242	0.464708	0.366413	0.809023	0.906400	0.174622	0.119611	0.430628	0.363358	0.229795	0.202279	0.630600	0.524272	0.480881	0.286134	0.875633	0.463625	0.167539	0.117069	0.335780	0.157379	0.716941	0.387097	0.593097	0.752360	0.070711	0.112740	0.256313	0.279055
35	0.051511	0.060083	0.194105	0.243396	0.207824	0.202158	0.357576	0.238937	0.141061	0.057310	0.241995	0.101806	0.063680	0.052488	0.237732	0.125823	0.173859	0.145979	0.291592	0.241691	0.504758	0.382575	0.811583	0.906833	0.196609	0.123069	0.423219	0.329885	0.286367	0.228908	0.684882	0.519583	0.481589	0.286107	0.863238	0.461617	0.183120	0.126915	0.277020	0.148543	0.656423	0.377956	0.620086	0.774927	0.110543	0.169020	0.285562	0.198698
36	0.089105	0.075391	0.315933	0.252365	0.282346	0.268807	0.292296	0.205483	0.133016	0.064189	0.247719	0.107511	0.079301	0.068432	0.292485	0.168285	0.175206	0.145725	0.357028	0.278854	0.519718	0.386215	0.810667	0.907255	0.217586	0.132218	0.395545	0.304010	0.315660	0.249479	0.695898	0.510578	0.477251	0.283092	0.823488	0.460502	0.172015	0.117134	0.269068	0.171416	0.626481	0.372495	0.639993	0.839365	0.124699	0.184350	0.284162	0.194717
37	0.141146	0.098307	0.398664	0.243610	0.268785	0.281273	0.388165	0.215623	0.116708	0.067621	0.248147	0.117413	0.113345	0.098043	0.304904	0.174633	0.194812	0.149865	0.401282	0.296219	0.524577	0.386561	0.808752	0.907583	0.228148	0.140452	0.387387	0.305282	0.343795	0.244035	0.694883	0.509348	0.454749	0.274253	0.734976	0.459234	0.173648	0.110971	0.251049	0.175738	0.642128	0.379623	0.656417	0.890379	0.124844	0.187995	0.278412	0.187827
38	0.184618	0.127691	0.425377	0.234285	0.306118	0.289527	0.439043	0.224086	0.113598	0.066939	0.252856	0.118861	0.125738	0.108020	0.307634	0.194755	0.209094	0.149630	0.422048	0.299937	0.525624	0.386722	0.806428	0.908391	0.208251	0.135088	0.385082	0.299288	0.342065	0.290651	0.666117	0.500467	0.420231	0.260435	0.658861	0.445854	0.176590	0.104364	0.233474	0.188311	0.649943	0.383154	0.635062	0.897558	0.125514	0.186287	0.256971	0.174664
39	0.242557	0.173710	0.437905	0.242283	0.399709	0.413875	0.443408	0.225349	0.101565	0.064788	0.263735	0.125104	0.127296	0.110443	0.309385	0.196240	0.215304	0.145844	0.448089	0.303412	0.526761	0.390466	0.801239	0.903283	0.203719	0.133116	0.365623	0.265684	0.340567	0.288125	0.607498	0.578781	0.386870	0.243330	0.623187	0.333150	0.183444	0.104496	0.233402	0.184059	0.624685	0.387624	0.564789	0.871697	0.125765	0.199332	0.236685	0.172333
40	0.255562	0.183268	0.564739	0.330363	0.447886	0.512563	0.443734	0.224786	0.102330	0.069316	0.275747	0.125665	0.127120	0.110375	0.307772	0.194053	0.225973	0.150187	0.466425	0.303358	0.525260	0.396238	0.780284	0.839694	0.198555	0.123576	0.362690	0.234366	0.347384	0.299553	0.636506	0.656223	0.363759	0.231711	0.621129	0.190526	0.195935	0.105564	0.247284	0.176415	0.574622	0.383455	0.517663	0.873335	0.126957	0.227368	0.214054	0.165704
41	0.323897	0.211815	0.671730	0.382368	0.473028	0.546441	0.442655	0.220979	0.110913	0.080688	0.304929	0.128538	0.123755	0.107124	0.302766	0.206526	0.230521	0.161073	0.467626	0.303540	0.511855	0.397646	0.746987	0.725481	0.180614	0.098306	0.352615	0.224299	0.382464	0.337473	0.664080	0.581657	0.362022	0.231509	0.604965	0.161278	0.199157	0.103932	0.302512	0.182828	0.536637	0.358730	0.487874	0.872993	0.138332	0.259294	0.224236	0.135660
42	0.382166	0.245039	0.690249	0.374602	0.474017	0.552768	0.441005	0.185046	0.120865	0.087890	0.306975	0.149520	0.121181	0.103875	0.271841	0.214305	0.228564	0.162776	0.459923	0.307358	0.495858	0.397993	0.721721	0.687950	0.178531	0.093709	0.338531	0.218936	0.396327	0.354649	0.610207	0.571400	0.362011	0.229904	0.543049	0.156715	0.201240	0.101331	0.320502	0.217192	0.468659	0.298940	0.484623	0.866586	0.150836	0.269927	0.306405	0.307872
43	0.403194	0.255776	0.690139	0.374050	0.497332	0.635911	0.529229	0.559557	0.119463	0.087592	0.299110	0.154082	0.125811	0.104481	0.245272	0.218479	0.227892	0.165229	0.447450	0.334116	0.452926	0.314938	0.708678	0.681186	0.177631	0.096737	0.342982	0.213688	0.379016	0.348981	0.571790	0.574124	0.345086	0.217012	0.419031	0.153937	0.185681	0.087627	0.312801	0.211306	0.397313	0.241948	0.494593	0.805934	0.159465	0.270961	0.420181	0.372706
44	0.408969	0.256250	0.691730	0.379669	0.597239	0.796263	0.613260	0.720075	0.120516	0.086468	0.319951	0.171445	0.136120	0.108095	0.260934	0.221252	0.228055	0.169258	0.426948	0.329849	0.426224	0.283901	0.704875	0.667205	0.178024	0.102128	0.352686	0.189315	0.365848	0.346439	0.522430	0.588551	0.313118	0.197015	0.285427	0.152537	0.180324	0.062072	0.337887	0.242079	0.359693	0.219668	0.528768	0.814373	0.164260	0.265749	0.441184	0.396163
45	0.408999	0.254595	0.716714	0.414602	0.634474	0.826836	0.620418	0.756540	0.157876	0.101588	0.339162	0.181028	0.159143	0.116451	0.300418	0.220310	0.220712	0.169754	0.423761	0.397256	0.425192	0.299758	0.597652	0.512702	0.184757	0.109218	0.352446	0.194276	0.345327	0.344724	0.582598	0.613395	0.251878	0.160910	0.182870	0.160581	0.381308	0.128193	0.376716	0.245051	0.358537	0.219917	0.558696	0.902709	0.150198	0.239791	0.459557	0.453064
