	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_02.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_05.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_06.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_07.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_08.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d	108_P_T3_sh_L_ND_A_10.c3d
8	0.183827	0.143360	0.605955	0.270504	0.360972	0.472633	0.307429	0.088351	0.387366	0.173225	0.837553	0.147668	0.351140	0.315469	0.296161	0.060649	0.477853	0.255334	0.784055	0.307572	0.235483	0.275758	0.552090	0.097807	0.352971	0.226489	0.501143	0.214327	0.369682	0.186253	0.460728	0.104972	0.373308	0.751625	0.759923	0.250220	0.277625	0.202558	0.327130	0.189914	0.680596	0.172163	0.522764	0.234674	0.202293	0.285052	0.477785	0.097144
9	0.208999	0.194691	0.579579	0.260128	0.363867	0.512460	0.290634	0.145765	0.399790	0.174689	0.761674	0.164536	0.364616	0.332482	0.296896	0.066976	0.494111	0.222476	0.869478	0.295621	0.261324	0.292198	0.552876	0.096866	0.465954	0.372225	0.495484	0.219289	0.383272	0.157764	0.488728	0.119526	0.405690	0.778255	0.730344	0.217090	0.273467	0.236189	0.326744	0.189795	0.707041	0.168982	0.510307	0.232765	0.248730	0.287857	0.469086	0.083382
10	0.203080	0.205796	0.564312	0.191234	0.365762	0.510942	0.349208	0.241006	0.412495	0.175577	0.572623	0.189518	0.376383	0.350467	0.308281	0.066789	0.531119	0.227711	0.906749	0.323985	0.270219	0.285860	0.622513	0.108654	0.485709	0.437084	0.487986	0.251499	0.393954	0.114765	0.490025	0.122499	0.542815	0.852145	0.690245	0.205703	0.280378	0.270171	0.368645	0.220076	0.752919	0.165944	0.506902	0.231370	0.267914	0.289178	0.475126	0.078876
11	0.205572	0.204805	0.569630	0.163704	0.344603	0.496037	0.391687	0.260506	0.410927	0.210808	0.327075	0.210429	0.373036	0.405836	0.292983	0.066395	0.522627	0.239850	0.914636	0.354266	0.270243	0.275921	0.753917	0.134669	0.486641	0.439961	0.489974	0.254114	0.400814	0.115451	0.491123	0.140530	0.664172	1.121351	0.653917	0.205621	0.315450	0.272328	0.501574	0.260797	0.759947	0.163706	0.486417	0.216516	0.269887	0.289447	0.538667	0.087838
12	0.218674	0.202174	0.569009	0.163834	0.356746	0.457830	0.422359	0.272457	0.454149	0.258459	0.280428	0.220098	0.342345	0.476632	0.289824	0.066306	0.517479	0.229737	0.912177	0.363502	0.250746	0.272632	0.810696	0.160999	0.478513	0.439684	0.490534	0.252283	0.398845	0.131223	0.493489	0.142831	0.668825	1.184679	0.467134	0.191932	0.328191	0.263873	0.540117	0.275114	0.760786	0.167042	0.476402	0.189063	0.266712	0.283646	0.599831	0.099114
13	0.225367	0.188024	0.482004	0.152122	0.375705	0.450653	0.491602	0.341326	0.556666	0.279555	0.277673	0.219205	0.300892	0.495378	0.288450	0.068045	0.520931	0.179397	0.907905	0.363536	0.227171	0.255689	0.818108	0.163772	0.482342	0.439692	0.469063	0.252304	0.379862	0.138176	0.495084	0.153230	0.667372	1.187988	0.272229	0.158816	0.334368	0.263455	0.568080	0.277907	0.767037	0.169691	0.457244	0.161514	0.263957	0.267665	0.634767	0.102791
14	0.224846	0.175682	0.460962	0.153580	0.364767	0.451737	0.662545	0.425850	0.615793	0.282797	0.282592	0.218982	0.278068	0.486763	0.287939	0.077257	0.524425	0.165746	0.905928	0.360817	0.226056	0.243025	0.818684	0.164962	0.451401	0.421620	0.327211	0.240857	0.369713	0.134022	0.489259	0.164506	0.661258	1.188919	0.208219	0.114738	0.323727	0.262109	0.585298	0.279547	0.745073	0.159562	0.481149	0.164673	0.267232	0.251704	0.669936	0.101360
15	0.183035	0.167976	0.342034	0.157113	0.377128	0.431969	0.721936	0.461613	0.624613	0.284796	0.289526	0.217194	0.243833	0.472050	0.266115	0.082311	0.530674	0.164406	0.885849	0.359631	0.228776	0.241066	0.818491	0.166015	0.428238	0.398285	0.319630	0.199555	0.369077	0.134696	0.391952	0.163590	0.656704	1.188613	0.222028	0.104610	0.321392	0.261087	0.580865	0.272467	0.688488	0.138431	0.494599	0.170560	0.278955	0.241024	0.692719	0.103231
16	0.160832	0.106582	0.399751	0.171235	0.405292	0.432378	0.736915	0.466109	0.587354	0.286711	0.289382	0.219172	0.224880	0.439369	0.233778	0.084421	0.528675	0.175065	0.874476	0.360008	0.226645	0.240719	0.822459	0.166866	0.429434	0.387193	0.205990	0.200083	0.336698	0.135429	0.288551	0.153729	0.657776	1.183934	0.228048	0.116668	0.291280	0.239352	0.563045	0.251996	0.630619	0.119294	0.473908	0.168717	0.290667	0.238918	0.694874	0.104801
17	0.187909	0.150050	0.399837	0.186943	0.427316	0.432794	0.741680	0.465618	0.571043	0.286491	0.292897	0.224052	0.212351	0.409402	0.233397	0.103763	0.512756	0.199371	0.736873	0.322534	0.223985	0.226471	0.813047	0.164996	0.309756	0.321478	0.137900	0.187150	0.233178	0.169650	0.220528	0.147332	0.618390	1.098516	0.260127	0.142466	0.249814	0.221633	0.545213	0.231409	0.625806	0.115173	0.436582	0.175621	0.288799	0.194126	0.691171	0.104201
18	0.235979	0.272990	0.391096	0.189288	0.376720	0.340565	0.738821	0.466290	0.564999	0.285663	0.300282	0.224491	0.211670	0.399797	0.229393	0.108725	0.421555	0.205047	0.572564	0.285048	0.218695	0.224037	0.706124	0.163142	0.143753	0.113066	0.135537	0.127917	0.198839	0.176308	0.174229	0.149971	0.578618	0.966268	0.314833	0.218896	0.251973	0.225556	0.546651	0.223205	0.629707	0.117097	0.406633	0.191856	0.288548	0.132844	0.663951	0.091146
19	0.242557	0.344929	0.380503	0.186731	0.367274	0.198922	0.738594	0.462174	0.567267	0.276737	0.305106	0.224418	0.211937	0.415036	0.217627	0.110325	0.358046	0.200693	0.551946	0.287120	0.196374	0.222916	0.628619	0.159934	0.140770	0.113483	0.128937	0.111516	0.215124	0.193268	0.173244	0.153349	0.572590	0.905198	0.332336	0.244939	0.272284	0.233856	0.554925	0.224996	0.678775	0.123365	0.395910	0.209125	0.285164	0.112794	0.596482	0.085848
20	0.312812	0.359573	0.332140	0.164077	0.365059	0.182112	0.723698	0.432363	0.629279	0.266197	0.271411	0.220152	0.196235	0.403963	0.165661	0.114352	0.362844	0.200804	0.473688	0.300550	0.165316	0.223531	0.629448	0.161408	0.152971	0.169460	0.111135	0.134741	0.212528	0.211267	0.174533	0.146720	0.516084	0.895334	0.303182	0.251236	0.300169	0.244628	0.580349	0.222647	0.703861	0.137350	0.333311	0.217262	0.284348	0.102641	0.564799	0.101843
21	0.338428	0.419826	0.302943	0.190800	0.363485	0.180438	0.742789	0.413911	0.710620	0.272352	0.241698	0.206987	0.206037	0.333681	0.157425	0.129383	0.323498	0.202049	0.305817	0.288068	0.173196	0.224427	0.562824	0.160386	0.138092	0.183785	0.117829	0.139888	0.247632	0.342442	0.182681	0.144972	0.309300	0.639230	0.303862	0.294602	0.322699	0.279685	0.590755	0.200586	0.716419	0.151694	0.294453	0.217539	0.258145	0.091911	0.606744	0.140440
22	0.339200	0.468681	0.307252	0.215986	0.358551	0.186144	0.794482	0.431443	0.715921	0.284741	0.246259	0.189627	0.242566	0.259190	0.162823	0.132406	0.285723	0.179274	0.226430	0.238608	0.197545	0.232166	0.416625	0.153294	0.122567	0.186589	0.125106	0.141075	0.244905	0.415410	0.189099	0.160125	0.247149	0.208931	0.343554	0.345618	0.291953	0.305080	0.539157	0.157456	0.691611	0.153451	0.292611	0.217878	0.209648	0.075933	0.710651	0.174865
23	0.338651	0.474368	0.232444	0.197674	0.333844	0.214466	0.816858	0.417302	0.711218	0.277284	0.229455	0.182771	0.265094	0.249994	0.188497	0.130198	0.296929	0.170401	0.224135	0.200489	0.204968	0.236192	0.382994	0.138510	0.129296	0.237215	0.143690	0.172453	0.272609	0.435697	0.186845	0.168567	0.354594	0.124102	0.370772	0.378167	0.308317	0.303787	0.493632	0.134521	0.682111	0.156138	0.288599	0.219621	0.164750	0.062748	0.785664	0.198841
24	0.319084	0.456188	0.236390	0.198945	0.327856	0.229367	0.720287	0.339391	0.695734	0.238234	0.207312	0.173236	0.264638	0.248118	0.246221	0.126137	0.297614	0.170051	0.227839	0.200062	0.196258	0.240598	0.383249	0.134626	0.135970	0.262296	0.158745	0.211307	0.288202	0.506932	0.168366	0.172765	0.363809	0.122539	0.382154	0.387669	0.323504	0.301551	0.462321	0.131677	0.681725	0.152979	0.284932	0.218111	0.165096	0.060426	0.781927	0.210167
25	0.301890	0.395898	0.265067	0.206777	0.322310	0.239263	0.589042	0.253308	0.616778	0.208868	0.236229	0.171537	0.256041	0.249440	0.248473	0.126074	0.295269	0.170799	0.237593	0.222800	0.195960	0.246120	0.382202	0.139701	0.145133	0.275155	0.171092	0.205155	0.289941	0.584453	0.173593	0.182933	0.365814	0.117676	0.373219	0.389792	0.347238	0.326814	0.473013	0.136216	0.677500	0.147972	0.286535	0.216083	0.174602	0.065155	0.730965	0.211117
26	0.318696	0.347436	0.294378	0.225021	0.337873	0.237189	0.573016	0.246390	0.497194	0.202500	0.249732	0.171427	0.255738	0.252713	0.297216	0.120969	0.290381	0.171066	0.236027	0.239546	0.195279	0.256957	0.387673	0.138761	0.148575	0.277137	0.182346	0.229046	0.286539	0.602404	0.172936	0.179684	0.408468	0.117708	0.371881	0.387701	0.363013	0.387511	0.497597	0.143563	0.704535	0.153176	0.223089	0.200141	0.204359	0.127408	0.702515	0.208251
27	0.256041	0.331220	0.313604	0.282248	0.299535	0.231555	0.588525	0.255548	0.468469	0.200596	0.236167	0.181060	0.248161	0.248790	0.329962	0.097471	0.281803	0.170956	0.230370	0.242934	0.195122	0.281719	0.417485	0.161574	0.187832	0.277572	0.212974	0.235128	0.284733	0.608066	0.136792	0.171117	0.415477	0.118155	0.361765	0.382043	0.353912	0.440298	0.503083	0.148599	0.738392	0.159076	0.179425	0.195533	0.255525	0.191571	0.689352	0.222860
28	0.226080	0.243543	0.372494	0.264077	0.274619	0.225360	0.594978	0.259405	0.464107	0.203025	0.239743	0.197829	0.225267	0.224192	0.327903	0.099885	0.275811	0.162878	0.223896	0.240337	0.223926	0.292799	0.472688	0.203249	0.227607	0.265129	0.231664	0.228978	0.262943	0.606597	0.140718	0.178997	0.416638	0.117145	0.321021	0.363835	0.351868	0.468181	0.499131	0.150875	0.759183	0.159416	0.166122	0.207911	0.296509	0.235963	0.697591	0.248810
29	0.233621	0.130056	0.390889	0.254361	0.271314	0.226690	0.594491	0.257665	0.464995	0.210526	0.244866	0.202155	0.206641	0.176921	0.304922	0.103795	0.247686	0.139113	0.221129	0.237696	0.283481	0.267628	0.526981	0.238220	0.234796	0.251800	0.281397	0.245989	0.259853	0.600767	0.143394	0.179791	0.417236	0.124007	0.286348	0.342758	0.347867	0.479652	0.490769	0.149830	0.718896	0.158727	0.126223	0.213976	0.320148	0.260500	0.718035	0.274388
30	0.237220	0.107045	0.456800	0.261335	0.272192	0.223941	0.591092	0.253996	0.480513	0.212278	0.242627	0.206091	0.205284	0.152318	0.302390	0.101239	0.245263	0.157932	0.227532	0.239990	0.313012	0.231375	0.541878	0.250056	0.253426	0.247918	0.293816	0.307662	0.205204	0.535272	0.125151	0.181562	0.418610	0.134408	0.289467	0.349128	0.331000	0.469378	0.473986	0.145912	0.704483	0.181007	0.135153	0.206997	0.322432	0.262321	0.729298	0.292989
31	0.233977	0.103001	0.449636	0.269594	0.272072	0.252924	0.572129	0.241860	0.518653	0.232171	0.234774	0.209275	0.174656	0.152938	0.298994	0.099003	0.222150	0.196258	0.237047	0.265013	0.317463	0.209310	0.538068	0.249801	0.261129	0.241527	0.389463	0.313712	0.202468	0.472980	0.112407	0.209013	0.403442	0.136091	0.367643	0.371486	0.303384	0.447408	0.439462	0.138632	0.629691	0.198097	0.137754	0.195656	0.323291	0.273613	0.732411	0.305040
32	0.208826	0.089512	0.447693	0.286713	0.284696	0.261082	0.467353	0.205510	0.501533	0.253749	0.236911	0.209472	0.122778	0.109511	0.294552	0.128279	0.200295	0.207579	0.234527	0.277802	0.305633	0.207302	0.526627	0.245103	0.254470	0.199052	0.547663	0.280556	0.178410	0.456614	0.159759	0.292704	0.396357	0.135084	0.598488	0.403206	0.272846	0.407586	0.383740	0.118853	0.534119	0.198436	0.138702	0.185763	0.336313	0.295399	0.728028	0.309928
33	0.157723	0.050796	0.452033	0.283946	0.290266	0.243919	0.373702	0.160674	0.376996	0.256929	0.279068	0.210735	0.093731	0.098958	0.277570	0.228963	0.200703	0.201013	0.227690	0.268955	0.292219	0.198049	0.487796	0.236785	0.248835	0.177798	0.564949	0.282907	0.156999	0.386116	0.179973	0.309108	0.320060	0.119193	0.591029	0.389829	0.317016	0.413076	0.288778	0.102683	0.475334	0.192628	0.147904	0.192949	0.369602	0.298327	0.718747	0.309671
34	0.140352	0.042120	0.439410	0.226714	0.281970	0.202887	0.306902	0.147108	0.384137	0.243656	0.270991	0.221582	0.105226	0.098444	0.334406	0.346391	0.159718	0.206716	0.212699	0.285547	0.286602	0.209558	0.424915	0.229569	0.246545	0.169534	0.688148	0.336788	0.151277	0.273434	0.176537	0.307727	0.261855	0.096274	0.640933	0.375565	0.347962	0.477926	0.295073	0.100854	0.430488	0.220238	0.157159	0.232886	0.387232	0.298608	0.699403	0.298988
35	0.177106	0.044308	0.377135	0.216598	0.276943	0.176950	0.296666	0.144796	0.421001	0.263108	0.303612	0.280264	0.099563	0.090609	0.321301	0.545223	0.152233	0.232123	0.202471	0.320137	0.300544	0.249838	0.413229	0.227093	0.327459	0.179191	0.723339	0.435663	0.150982	0.247000	0.198967	0.308505	0.282722	0.109929	0.739315	0.382011	0.338125	0.555598	0.293053	0.100773	0.424346	0.230150	0.159593	0.305020	0.393701	0.298833	0.624014	0.280350
36	0.366484	0.077047	0.342613	0.208881	0.230360	0.171896	0.259677	0.123803	0.431898	0.313541	0.326041	0.330933	0.090346	0.092039	0.274450	0.581004	0.144883	0.265086	0.202962	0.344133	0.298915	0.285405	0.416422	0.222457	0.410886	0.186939	0.721158	0.502638	0.149894	0.238720	0.210340	0.313233	0.243539	0.119877	0.790895	0.423462	0.315578	0.571420	0.303457	0.147601	0.424451	0.235318	0.164786	0.338440	0.395524	0.305359	0.494910	0.260844
37	0.395358	0.078147	0.230604	0.205117	0.189466	0.163708	0.177345	0.118035	0.432016	0.322185	0.443011	0.359457	0.113594	0.084006	0.305506	0.617695	0.144310	0.271707	0.213774	0.334249	0.326680	0.277130	0.410348	0.222829	0.414533	0.191316	0.703772	0.507855	0.152174	0.236058	0.264861	0.322179	0.181453	0.119579	0.791737	0.433436	0.318930	0.533787	0.347235	0.238502	0.431963	0.241363	0.180943	0.340832	0.396657	0.319096	0.426739	0.248428
38	0.474928	0.161855	0.210754	0.175296	0.189114	0.161326	0.163781	0.199447	0.432212	0.324282	0.591261	0.363307	0.125531	0.076004	0.325578	0.751968	0.142951	0.276020	0.214783	0.358429	0.389672	0.262123	0.379145	0.217897	0.411403	0.206769	0.698342	0.485135	0.156489	0.271721	0.267606	0.317066	0.158762	0.120422	0.791044	0.481871	0.366523	0.518389	0.387049	0.259494	0.385562	0.240340	0.286243	0.339833	0.391917	0.328525	0.420355	0.240847
39	0.475605	0.172747	0.153708	0.129656	0.185150	0.154344	0.365561	0.246434	0.434685	0.326877	0.642537	0.365039	0.166846	0.074128	0.387130	0.886228	0.146056	0.284627	0.250336	0.428759	0.412971	0.251746	0.311338	0.268159	0.415352	0.186858	0.672656	0.501729	0.152800	0.297151	0.368144	0.316718	0.158751	0.121858	0.825919	0.475833	0.401778	0.541175	0.405369	0.259205	0.308768	0.235846	0.291355	0.361987	0.387973	0.324173	0.422273	0.243652
40	0.488820	0.232043	0.086601	0.098036	0.202452	0.150688	0.423649	0.299192	0.435228	0.325512	0.644648	0.365837	0.204787	0.063472	0.452860	0.930133	0.161685	0.298858	0.263719	0.464392	0.399146	0.264726	0.252942	0.313997	0.434131	0.171789	0.543483	0.539485	0.152205	0.313258	0.439205	0.292487	0.154645	0.113407	0.866582	0.518064	0.423544	0.557720	0.407328	0.268925	0.219987	0.234861	0.331348	0.376407	0.357696	0.295565	0.414156	0.253466
41	0.518378	0.325151	0.050347	0.094049	0.224601	0.128907	0.435094	0.306253	0.443902	0.320703	0.651077	0.359502	0.249748	0.079052	0.472933	0.933828	0.169985	0.309319	0.316858	0.473671	0.383507	0.280405	0.443840	0.324286	0.493595	0.208732	0.508170	0.559384	0.174861	0.319148	0.427639	0.199626	0.150963	0.107892	0.867943	0.606830	0.436668	0.561115	0.420599	0.270486	0.214602	0.233605	0.364708	0.370901	0.320983	0.262504	0.368694	0.244109
42	0.505524	0.333903	0.037649	0.092866	0.221037	0.068705	0.438215	0.363655	0.461370	0.321468	0.707414	0.360624	0.254951	0.089034	0.478628	0.925797	0.179878	0.293179	0.316267	0.471442	0.380592	0.289406	0.522026	0.326009	0.530479	0.282405	0.381973	0.539214	0.233844	0.359164	0.451726	0.166090	0.197399	0.107008	0.760565	0.658853	0.437763	0.564570	0.423931	0.281349	0.214807	0.216850	0.360647	0.386335	0.274705	0.225662	0.274305	0.213961
43	0.537191	0.380570	0.122600	0.185519	0.209326	0.094044	0.438718	0.433903	0.452723	0.318452	0.726164	0.360349	0.253523	0.091138	0.446897	0.907957	0.195440	0.270997	0.365478	0.446421	0.381319	0.291476	0.526511	0.361769	0.507172	0.290498	0.185511	0.472793	0.247753	0.431576	0.500677	0.168339	0.255926	0.107297	0.728639	0.663344	0.440465	0.563897	0.431646	0.284915	0.247376	0.197970	0.392318	0.389299	0.251475	0.214340	0.212743	0.186812
