	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_01.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_02.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_03.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_04.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_05.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_06.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_07.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d	154_P_T2_sh_L_ND_A_10.c3d
14	0.331487	0.154441	0.589242	0.816447	0.291780	0.237428	0.321675	0.264574	0.715244	0.353135	0.327410	0.471901	0.273022	0.270034	0.559934	0.363520	0.455293	0.196646	0.213649	0.540086	0.153656	0.212130	0.625963	0.586446	0.653723	0.231951	0.572686	0.389159	0.592763	0.289484	0.503169	0.562017	0.411819	0.216860	0.366410	0.496189	0.225104	0.317270	0.196470	0.431425	0.550246	0.477350	0.660859	0.486666	0.519043	0.260969	0.758319	0.525245	0.263275	0.159529	0.769615	0.263329	0.070149	0.258221	0.601825	0.454240	0.495807	0.225557	0.440617	0.278048	0.343806	0.151537	0.454350	0.417890
15	0.333516	0.157063	0.548829	0.820042	0.300098	0.237880	0.320947	0.247003	0.716266	0.389373	0.307693	0.467333	0.271667	0.267977	0.564256	0.394468	0.441892	0.188586	0.274791	0.535061	0.163278	0.225531	0.625473	0.584527	0.668850	0.240734	0.567599	0.402505	0.594060	0.288980	0.476836	0.586213	0.409000	0.214927	0.367996	0.503122	0.226911	0.315857	0.189575	0.443951	0.546096	0.469165	0.710903	0.495272	0.521981	0.260482	0.808546	0.495153	0.256621	0.143254	0.727524	0.266063	0.074389	0.308599	0.597803	0.455521	0.479561	0.224828	0.485672	0.300499	0.341291	0.150524	0.450117	0.418754
16	0.331453	0.155935	0.450862	0.813003	0.295286	0.238272	0.311210	0.210314	0.711998	0.392027	0.303092	0.465896	0.273268	0.267386	0.553490	0.442732	0.440811	0.173753	0.326925	0.496515	0.163052	0.229669	0.629044	0.566619	0.665492	0.234410	0.568545	0.415717	0.591013	0.287837	0.468349	0.608588	0.407171	0.214979	0.373882	0.491678	0.223290	0.309354	0.176200	0.407811	0.534541	0.425528	0.773220	0.504384	0.509164	0.255869	0.817838	0.478656	0.256421	0.138501	0.698494	0.260366	0.075846	0.311309	0.595222	0.452129	0.473216	0.221912	0.520064	0.416778	0.339948	0.150984	0.445661	0.430236
17	0.329717	0.159609	0.428695	0.787009	0.296446	0.238553	0.217110	0.237726	0.708316	0.392040	0.294685	0.480311	0.273220	0.271029	0.537144	0.468422	0.441612	0.146962	0.328581	0.415310	0.220529	0.232707	0.629181	0.522636	0.654273	0.234967	0.573047	0.408402	0.585141	0.288305	0.493153	0.601791	0.397006	0.213169	0.377464	0.474392	0.234286	0.311768	0.174278	0.343888	0.524770	0.402216	0.820399	0.521137	0.490804	0.253221	0.823628	0.467662	0.256660	0.135943	0.702078	0.254340	0.078166	0.318464	0.593793	0.436606	0.430831	0.214015	0.522197	0.589433	0.338775	0.145884	0.453644	0.451180
18	0.322387	0.163904	0.442866	0.700575	0.247457	0.184203	0.149587	0.230459	0.704727	0.389566	0.314899	0.523559	0.282522	0.271879	0.534440	0.471210	0.481097	0.156364	0.325412	0.314070	0.265432	0.234513	0.606016	0.490279	0.651708	0.242182	0.612658	0.384901	0.568590	0.284686	0.546166	0.574582	0.365077	0.200934	0.370742	0.451666	0.233392	0.312765	0.218794	0.283461	0.522451	0.397538	0.824281	0.526634	0.478424	0.254999	0.830923	0.466005	0.257417	0.135954	0.720673	0.258000	0.078524	0.316128	0.521746	0.421682	0.416361	0.214661	0.507053	0.638839	0.336702	0.144844	0.528767	0.469726
19	0.314047	0.158166	0.462228	0.739498	0.150099	0.139203	0.201433	0.228754	0.697181	0.387806	0.321708	0.561538	0.272460	0.272655	0.527691	0.461389	0.513644	0.169290	0.340346	0.279049	0.272429	0.245291	0.602023	0.482493	0.655088	0.241245	0.637470	0.380636	0.524277	0.267783	0.588388	0.560916	0.351459	0.196419	0.370171	0.423640	0.231220	0.315293	0.227905	0.267130	0.529206	0.367801	0.789271	0.498727	0.461524	0.250152	0.831096	0.457305	0.259487	0.147183	0.729769	0.269969	0.084785	0.318609	0.476270	0.439830	0.423405	0.214501	0.502474	0.630841	0.338166	0.147825	0.643923	0.470836
20	0.340610	0.194487	0.491709	0.808589	0.141541	0.094304	0.245750	0.230751	0.696658	0.391634	0.322107	0.591740	0.275944	0.281261	0.496500	0.471867	0.501454	0.164944	0.373503	0.267020	0.276381	0.281642	0.604837	0.464250	0.639836	0.232915	0.616102	0.384036	0.399525	0.247860	0.615085	0.568200	0.352357	0.198362	0.369444	0.393307	0.234411	0.318174	0.219043	0.287582	0.563429	0.320900	0.730048	0.503532	0.436730	0.241737	0.829343	0.462456	0.260388	0.154286	0.706612	0.279334	0.087223	0.321910	0.446437	0.452996	0.421659	0.213635	0.508649	0.627189	0.338408	0.148172	0.714422	0.441687
21	0.339758	0.210137	0.568760	0.810331	0.115052	0.080758	0.351866	0.241763	0.698443	0.395684	0.312295	0.620444	0.276167	0.286679	0.488212	0.502420	0.503759	0.158831	0.402322	0.258411	0.278453	0.357020	0.588054	0.432248	0.627299	0.241444	0.620542	0.383562	0.386251	0.252607	0.612652	0.579068	0.355570	0.181114	0.386799	0.377499	0.239195	0.318562	0.219264	0.315948	0.530842	0.282371	0.693430	0.519148	0.430734	0.240662	0.827207	0.439350	0.260759	0.155985	0.653932	0.290573	0.086540	0.321151	0.440469	0.435972	0.418031	0.197511	0.522709	0.630685	0.337855	0.147053	0.725823	0.416732
22	0.317703	0.198889	0.620881	0.822025	0.108545	0.084129	0.387225	0.304447	0.665356	0.384228	0.316608	0.633396	0.233082	0.286978	0.498543	0.520666	0.482134	0.154529	0.400974	0.263746	0.279781	0.387624	0.540377	0.422470	0.644019	0.261734	0.640496	0.383497	0.372380	0.255565	0.611507	0.576743	0.341495	0.145952	0.425169	0.379882	0.218406	0.249683	0.221816	0.325224	0.520263	0.275463	0.696143	0.543920	0.410200	0.231048	0.820483	0.405428	0.259460	0.154228	0.627407	0.335599	0.088224	0.318477	0.457792	0.350741	0.401985	0.176055	0.548249	0.642704	0.331604	0.145203	0.714254	0.419885
23	0.312003	0.182409	0.689122	0.797838	0.111939	0.079911	0.392282	0.388225	0.615617	0.371313	0.296939	0.632245	0.184983	0.287069	0.498697	0.527542	0.483920	0.154533	0.408354	0.261492	0.279374	0.388849	0.496080	0.421162	0.653956	0.268206	0.670340	0.380402	0.348407	0.251351	0.600114	0.565786	0.203832	0.086073	0.457999	0.332513	0.168600	0.224198	0.215282	0.335879	0.521361	0.278768	0.729020	0.538995	0.333717	0.211095	0.805684	0.403969	0.257820	0.151993	0.622612	0.381387	0.088323	0.324124	0.486933	0.329778	0.411125	0.171960	0.609597	0.664428	0.325197	0.144664	0.720392	0.422791
24	0.285194	0.176467	0.689336	0.708222	0.085271	0.096211	0.389591	0.430862	0.582058	0.368507	0.306802	0.631212	0.190760	0.284070	0.498750	0.526264	0.512769	0.169098	0.467083	0.269192	0.279934	0.404375	0.462790	0.389220	0.654572	0.268430	0.670131	0.368295	0.329889	0.250675	0.584521	0.566013	0.193164	0.080691	0.498919	0.302797	0.164125	0.219096	0.217808	0.323131	0.517445	0.280946	0.758585	0.524912	0.321215	0.208104	0.790119	0.406459	0.257569	0.151302	0.619589	0.428837	0.086238	0.328024	0.431870	0.342115	0.418928	0.157332	0.717174	0.690273	0.322122	0.144815	0.754944	0.421706
25	0.290893	0.181245	0.718592	0.617998	0.078305	0.104053	0.397978	0.454249	0.582189	0.369004	0.343716	0.625772	0.195364	0.272320	0.495528	0.505896	0.527417	0.196387	0.530666	0.275580	0.281144	0.422635	0.434123	0.302009	0.662533	0.270649	0.667105	0.372398	0.326049	0.250444	0.574953	0.557266	0.192209	0.073768	0.528934	0.326669	0.161763	0.182240	0.214830	0.297205	0.449608	0.272425	0.752097	0.485459	0.316672	0.203514	0.776468	0.407520	0.254455	0.150923	0.619397	0.478249	0.084172	0.278458	0.362391	0.336149	0.395768	0.165336	0.796701	0.697710	0.321043	0.144408	0.773148	0.400542
26	0.295557	0.193988	0.820457	0.571683	0.070649	0.102729	0.416397	0.448572	0.571635	0.368136	0.400422	0.611851	0.196394	0.265244	0.472338	0.507774	0.578074	0.215133	0.549177	0.279698	0.280618	0.430448	0.431623	0.212234	0.666256	0.271466	0.667813	0.419338	0.276981	0.211313	0.580802	0.505659	0.190418	0.080017	0.518243	0.311644	0.137026	0.118406	0.220626	0.305208	0.438488	0.276519	0.760899	0.422597	0.305376	0.190855	0.776909	0.403107	0.245667	0.147268	0.599693	0.492549	0.085899	0.262831	0.357602	0.309919	0.386011	0.169739	0.839212	0.696805	0.321046	0.143319	0.773574	0.405660
27	0.297790	0.197999	0.880260	0.562868	0.072889	0.105215	0.425075	0.509244	0.496536	0.332425	0.427177	0.563736	0.193256	0.267366	0.439606	0.499974	0.563426	0.213920	0.567935	0.326029	0.278339	0.426114	0.460396	0.172486	0.682675	0.273835	0.663171	0.432005	0.211445	0.163261	0.598305	0.440281	0.183743	0.084901	0.582479	0.321690	0.132493	0.115187	0.230881	0.291823	0.434681	0.266791	0.826099	0.407560	0.299534	0.176261	0.749968	0.396868	0.242453	0.145171	0.514350	0.494937	0.083016	0.174958	0.362629	0.302994	0.302337	0.150220	0.863275	0.697952	0.318370	0.137832	0.774578	0.407765
28	0.297410	0.201762	0.920891	0.572707	0.082729	0.119027	0.405643	0.580849	0.277094	0.253808	0.413684	0.552668	0.196540	0.259463	0.418660	0.488751	0.551282	0.213982	0.672263	0.458124	0.276628	0.410293	0.485499	0.175757	0.698280	0.274456	0.624826	0.417098	0.202643	0.156980	0.634859	0.395906	0.171269	0.084724	0.664820	0.347267	0.125668	0.114499	0.235335	0.261032	0.415930	0.239123	0.914408	0.419456	0.295194	0.162499	0.670700	0.359225	0.236729	0.142644	0.436804	0.493800	0.080759	0.157633	0.414438	0.302867	0.261584	0.141692	0.864226	0.718714	0.226875	0.099832	0.791528	0.415345
29	0.287753	0.198498	0.960921	0.571707	0.108854	0.213626	0.402323	0.584009	0.172702	0.158989	0.424137	0.540810	0.200276	0.223000	0.387734	0.496452	0.534428	0.214235	0.769519	0.662874	0.269099	0.395826	0.481831	0.197634	0.622667	0.249344	0.565716	0.413916	0.197346	0.152611	0.670585	0.401737	0.163075	0.083755	0.704647	0.341191	0.116142	0.105990	0.244707	0.256119	0.401576	0.210154	0.974048	0.438626	0.285758	0.154320	0.614153	0.295237	0.217949	0.127756	0.397686	0.472203	0.078253	0.151797	0.507350	0.299432	0.279722	0.137427	0.862930	0.735751	0.120822	0.073958	0.808715	0.422349
