	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_01.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_02.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_04.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_05.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_06.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_07.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_08.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_09.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d	181_P_T2_sh_R_ND_A_10.c3d
7	0.089247	0.113139	0.294996	0.678715	0.053804	0.342033	0.152388	0.163807	0.337619	0.245765	0.170473	0.180211	0.057766	0.325075	0.195930	0.211772	0.199588	0.072571	0.401768	0.230923	0.100577	0.244830	0.118086	0.088859	0.235065	0.066391	0.368106	0.184535	0.162060	0.174634	0.339169	0.106011	0.074518	0.132686	0.287741	0.287538	0.102435	0.072428	0.329593	0.133998	0.126380	0.647414	0.231823	0.310838	0.061790	0.591331	0.193269	0.161228	0.544103	0.248635	0.101278	0.061696	0.122846	0.670182	0.369066	0.281588	0.066527	0.233542	0.245494	0.145465	0.062682	0.166751	0.160868	0.197695	0.043186	0.336839	0.113463	0.135201	0.040514	0.142325	0.293099	0.159596
8	0.106517	0.102275	0.210775	0.637395	0.054996	0.396613	0.167517	0.217981	0.321246	0.220647	0.156658	0.181431	0.063050	0.343992	0.213476	0.204440	0.166590	0.069293	0.606017	0.236640	0.095953	0.384998	0.128351	0.091101	0.174301	0.054842	0.393478	0.183793	0.163272	0.175206	0.399525	0.132152	0.073397	0.138863	0.416464	0.300570	0.094813	0.079579	0.330580	0.137278	0.136693	0.721815	0.233145	0.309227	0.062072	0.578613	0.197649	0.239132	0.529104	0.246251	0.105768	0.063618	0.127157	0.670032	0.372405	0.351017	0.046808	0.239139	0.261226	0.144655	0.062016	0.174173	0.138718	0.187679	0.042192	0.237476	0.114112	0.141446	0.053439	0.155170	0.346510	0.173730
9	0.116137	0.103774	0.178663	0.504327	0.053893	0.409935	0.195902	0.224230	0.316585	0.217988	0.158733	0.155630	0.064838	0.338539	0.230298	0.210678	0.144620	0.069340	0.614582	0.242872	0.103258	0.409803	0.128999	0.095586	0.087736	0.042659	0.413710	0.183405	0.162221	0.190688	0.412130	0.132011	0.076310	0.134406	0.621899	0.308466	0.073449	0.079491	0.338032	0.153788	0.141051	0.724697	0.228051	0.299592	0.074528	0.619545	0.212907	0.251120	0.466342	0.248354	0.098031	0.070977	0.128939	0.660690	0.373362	0.354286	0.052637	0.262898	0.261469	0.143691	0.064541	0.174440	0.145159	0.173486	0.043276	0.180575	0.118731	0.156358	0.061567	0.155571	0.364097	0.180056
10	0.111888	0.093138	0.174390	0.478546	0.051443	0.406151	0.221526	0.231171	0.315262	0.218102	0.256822	0.152779	0.110598	0.345437	0.234395	0.214971	0.104991	0.088284	0.598427	0.298695	0.104859	0.432926	0.135087	0.099222	0.068551	0.048360	0.412885	0.173923	0.158963	0.188524	0.443190	0.143562	0.075730	0.136437	0.659606	0.296010	0.031746	0.075564	0.301688	0.158909	0.140942	0.724409	0.348588	0.224704	0.091549	0.705431	0.250587	0.274849	0.441052	0.237954	0.105881	0.075934	0.128503	0.588114	0.373458	0.353543	0.051651	0.275429	0.268016	0.129122	0.064402	0.181357	0.155139	0.168847	0.048670	0.167056	0.121302	0.185044	0.061806	0.168975	0.360169	0.242873
11	0.099655	0.082886	0.185712	0.485979	0.053784	0.609622	0.224330	0.252272	0.314645	0.218427	0.349833	0.153696	0.140928	0.345201	0.262749	0.214617	0.087204	0.083434	0.619225	0.342217	0.113484	0.449897	0.134188	0.102657	0.069358	0.065871	0.400589	0.167161	0.164934	0.197827	0.440578	0.178866	0.070427	0.141150	0.660280	0.280828	0.022453	0.074954	0.248132	0.157493	0.140289	0.719309	0.356180	0.259161	0.093166	0.699618	0.256851	0.347432	0.429563	0.190740	0.281187	0.095772	0.128113	0.580211	0.374412	0.351622	0.047246	0.265531	0.284904	0.111894	0.065600	0.193097	0.156928	0.177648	0.051431	0.159701	0.234391	0.192305	0.059631	0.164639	0.367118	0.246272
12	0.093436	0.081623	0.186610	0.497578	0.055907	0.703225	0.245204	0.274862	0.309503	0.210631	0.372743	0.163089	0.183461	0.349596	0.317985	0.207594	0.067642	0.081656	0.613556	0.345749	0.115701	0.459704	0.153074	0.118281	0.072486	0.067263	0.319017	0.166991	0.146602	0.247286	0.420915	0.216537	0.070521	0.141206	0.660974	0.285516	0.024735	0.080135	0.227535	0.156213	0.142135	0.713836	0.362532	0.229946	0.091471	0.695502	0.270694	0.382912	0.424430	0.176875	0.572239	0.161274	0.126917	0.576602	0.366358	0.350551	0.050312	0.254341	0.329123	0.232663	0.063539	0.200201	0.162607	0.211053	0.052351	0.185038	0.273765	0.208322	0.060436	0.164967	0.362858	0.259844
13	0.090762	0.079333	0.188752	0.499945	0.061339	0.804333	0.263917	0.272237	0.272172	0.200529	0.375883	0.196932	0.200458	0.350089	0.377449	0.228010	0.072587	0.100412	0.594622	0.304964	0.115457	0.459188	0.156638	0.182365	0.074243	0.067813	0.265965	0.153023	0.112971	0.262041	0.372925	0.229363	0.070495	0.139793	0.664743	0.333174	0.026066	0.085016	0.222350	0.167681	0.139658	0.623025	0.352442	0.276553	0.094846	0.688283	0.285216	0.387712	0.306649	0.130086	0.596954	0.172948	0.123629	0.498241	0.388342	0.353624	0.059662	0.256339	0.353174	0.294814	0.060917	0.199954	0.145114	0.239674	0.050090	0.300656	0.348954	0.279460	0.061795	0.175693	0.349189	0.280709
14	0.087993	0.077607	0.186643	0.494241	0.059574	0.831698	0.270044	0.258187	0.181238	0.198677	0.381130	0.224144	0.202150	0.353963	0.403887	0.220592	0.087066	0.174024	0.421054	0.312867	0.109750	0.454202	0.149664	0.195503	0.062984	0.068127	0.259576	0.147833	0.101973	0.270949	0.375697	0.225320	0.050852	0.140453	0.666912	0.413060	0.031813	0.096492	0.233451	0.177812	0.124825	0.540609	0.348530	0.321564	0.097636	0.684081	0.286790	0.388617	0.187336	0.124892	0.639810	0.182827	0.080286	0.458144	0.390988	0.343301	0.072913	0.267475	0.372024	0.311021	0.050488	0.202573	0.137094	0.241887	0.046038	0.331353	0.419392	0.355622	0.067405	0.178133	0.353354	0.274042
15	0.087861	0.077844	0.187238	0.419322	0.058177	0.831455	0.266455	0.257959	0.149548	0.183296	0.424095	0.234781	0.202096	0.293631	0.409207	0.231243	0.085815	0.200814	0.310559	0.328368	0.108543	0.449374	0.157145	0.196331	0.057874	0.064885	0.275157	0.149992	0.091841	0.272285	0.375261	0.232813	0.054635	0.141089	0.664776	0.465446	0.036875	0.106977	0.244692	0.180713	0.090244	0.298543	0.353637	0.324833	0.098576	0.639628	0.286753	0.388840	0.117893	0.128623	0.648203	0.236852	0.065079	0.255815	0.386582	0.315412	0.077549	0.301813	0.360832	0.389588	0.039622	0.194644	0.184378	0.233655	0.048402	0.387820	0.445325	0.379380	0.072907	0.173624	0.357684	0.273761
16	0.085529	0.077076	0.182874	0.308571	0.056902	0.827184	0.254545	0.257475	0.147809	0.147692	0.497864	0.237650	0.200643	0.256212	0.422759	0.269499	0.080499	0.198786	0.312914	0.295434	0.093633	0.433649	0.203462	0.205708	0.055096	0.078992	0.300468	0.128111	0.094776	0.278860	0.343335	0.252507	0.058787	0.143781	0.650525	0.482493	0.039461	0.113278	0.270395	0.174368	0.073168	0.330879	0.354509	0.324825	0.099930	0.566864	0.286557	0.388797	0.107562	0.143618	0.669597	0.262413	0.062334	0.178212	0.295087	0.315529	0.075745	0.533640	0.401948	0.425781	0.043753	0.202835	0.193939	0.217191	0.059380	0.457582	0.449529	0.387828	0.072896	0.202006	0.335192	0.268327
17	0.046781	0.051624	0.182529	0.336895	0.056501	0.834132	0.252700	0.224666	0.118417	0.111492	0.553065	0.237889	0.196813	0.246879	0.468992	0.281812	0.079773	0.200273	0.187066	0.234902	0.087587	0.432016	0.198121	0.204721	0.054316	0.092026	0.250702	0.129371	0.159859	0.276873	0.323051	0.279065	0.058890	0.141384	0.644925	0.476805	0.038351	0.113797	0.303367	0.165556	0.071604	0.356434	0.310828	0.325028	0.101994	0.559394	0.290969	0.387754	0.119975	0.180100	0.671876	0.263865	0.061993	0.130920	0.254197	0.288384	0.086640	0.563103	0.422048	0.428878	0.054281	0.295598	0.198451	0.229272	0.058607	0.458156	0.469759	0.446560	0.063683	0.197137	0.337343	0.256454
18	0.032008	0.062134	0.159836	0.373222	0.058940	0.806104	0.266774	0.195357	0.083111	0.095667	0.555573	0.243114	0.195609	0.241065	0.496228	0.282585	0.077706	0.201372	0.126011	0.181889	0.092587	0.289630	0.191420	0.201155	0.052303	0.122710	0.184729	0.132064	0.280758	0.275219	0.275578	0.277234	0.058474	0.124701	0.639955	0.455293	0.037018	0.111673	0.304305	0.156062	0.071808	0.354950	0.206320	0.312415	0.104608	0.495749	0.345235	0.397112	0.131121	0.253793	0.672929	0.277203	0.052844	0.177282	0.266705	0.172587	0.091058	0.673498	0.417894	0.429332	0.072418	0.308237	0.205067	0.327743	0.062982	0.458316	0.485147	0.489570	0.053897	0.185177	0.436518	0.250215
19	0.030654	0.066978	0.158146	0.381824	0.063167	0.808677	0.271773	0.185943	0.083358	0.091558	0.551548	0.275165	0.198767	0.251379	0.500060	0.267149	0.069386	0.197315	0.146168	0.167609	0.111274	0.256092	0.200670	0.201778	0.048803	0.126996	0.190398	0.131563	0.283662	0.229792	0.269612	0.263255	0.058939	0.110649	0.615029	0.435948	0.036972	0.114348	0.308327	0.144271	0.071298	0.354343	0.184904	0.250297	0.106393	0.478316	0.408688	0.510888	0.127636	0.278262	0.672715	0.286302	0.042857	0.191102	0.285904	0.153584	0.162393	0.707247	0.409937	0.428012	0.090513	0.391811	0.233790	0.355331	0.065752	0.459952	0.483957	0.505117	0.053207	0.200308	0.436733	0.224129
20	0.032389	0.064049	0.149560	0.370690	0.060376	0.763196	0.301029	0.191653	0.078970	0.089092	0.548127	0.328690	0.182114	0.242628	0.496135	0.245871	0.039434	0.140653	0.171561	0.155254	0.114519	0.182117	0.240366	0.212235	0.038287	0.119848	0.196039	0.132956	0.283880	0.184186	0.277136	0.266076	0.061208	0.104710	0.605869	0.425519	0.040392	0.113615	0.311497	0.147750	0.052849	0.345767	0.161224	0.236989	0.104939	0.462090	0.412248	0.617223	0.129069	0.320965	0.666893	0.284240	0.039321	0.222852	0.296964	0.154132	0.251326	0.806636	0.409251	0.427540	0.089708	0.402506	0.239170	0.377290	0.066034	0.449924	0.486048	0.521493	0.054723	0.228672	0.435392	0.243786
21	0.037157	0.061392	0.176674	0.385684	0.057794	0.593178	0.297458	0.230362	0.074234	0.092328	0.576068	0.338963	0.161773	0.238756	0.481884	0.242525	0.033628	0.109250	0.179811	0.089640	0.122001	0.164667	0.244995	0.212294	0.031591	0.130463	0.199196	0.133432	0.348635	0.169795	0.278699	0.253848	0.059381	0.103289	0.465219	0.414858	0.045458	0.167167	0.323318	0.156670	0.051775	0.349139	0.196581	0.178478	0.101959	0.348848	0.406726	0.635188	0.130488	0.379273	0.453941	0.266971	0.037209	0.231856	0.294230	0.162010	0.270569	0.815414	0.406615	0.427441	0.096469	0.408343	0.235973	0.454881	0.066993	0.473371	0.483960	0.525608	0.054764	0.246461	0.449589	0.228890
22	0.037185	0.061915	0.203066	0.402028	0.050031	0.547565	0.278421	0.238764	0.075151	0.096934	0.594886	0.330482	0.117226	0.238302	0.448550	0.242988	0.030737	0.070737	0.187688	0.042736	0.140924	0.082361	0.240707	0.237608	0.027902	0.168059	0.200288	0.129021	0.366292	0.143579	0.251044	0.253225	0.058374	0.111988	0.194363	0.413899	0.058025	0.282499	0.315451	0.154768	0.059931	0.340000	0.185217	0.230107	0.107283	0.179125	0.389614	0.667889	0.140506	0.421759	0.360067	0.251395	0.035668	0.231259	0.300372	0.165767	0.274939	0.830303	0.395316	0.422573	0.101918	0.413840	0.249284	0.484018	0.065873	0.487396	0.482372	0.517522	0.057340	0.248576	0.446953	0.258739
23	0.037245	0.066430	0.206813	0.407923	0.047877	0.395821	0.275179	0.263217	0.073072	0.093241	0.575581	0.330012	0.083840	0.239138	0.386895	0.222999	0.029209	0.065263	0.361068	0.038547	0.143381	0.079853	0.232950	0.224351	0.026673	0.193187	0.198456	0.111352	0.373278	0.142308	0.220522	0.248726	0.059286	0.114262	0.128222	0.418845	0.063067	0.331303	0.316003	0.145920	0.049903	0.208905	0.191367	0.242273	0.108187	0.168476	0.387342	0.749767	0.141419	0.425955	0.260689	0.254624	0.036222	0.230186	0.285209	0.160689	0.285104	0.857679	0.388198	0.367518	0.105316	0.410656	0.255381	0.473057	0.064109	0.493747	0.432939	0.516656	0.057632	0.259811	0.410714	0.272859
24	0.037496	0.068392	0.223637	0.417843	0.045168	0.369110	0.280080	0.307970	0.067518	0.082318	0.570041	0.356333	0.079660	0.232938	0.343647	0.211995	0.021959	0.053863	0.487400	0.305737	0.143873	0.093326	0.252480	0.192748	0.027437	0.222990	0.181875	0.099434	0.376283	0.131279	0.194440	0.225939	0.058128	0.112796	0.123627	0.427514	0.063229	0.356757	0.319653	0.145092	0.046573	0.177331	0.199003	0.319965	0.107090	0.172908	0.382830	0.788580	0.140646	0.440056	0.224217	0.234498	0.036413	0.228949	0.294963	0.131808	0.289835	0.878166	0.389468	0.347169	0.105721	0.410664	0.250357	0.459756	0.065334	0.489922	0.423802	0.507249	0.047596	0.262108	0.394659	0.273256
