	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_01.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_02.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_03.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_04.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_05.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_09.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d	106_P_T3_sh_R_D_A_10.c3d
7	0.317558	0.217379	0.122247	0.072231	0.129381	0.476991	0.510546	0.400608	0.243334	0.325612	0.086449	0.100065	0.393916	0.282559	0.151380	0.211179	0.319699	0.329572	0.099916	0.158065	0.347623	0.252541	0.244458	0.150512	0.067382	0.257949	0.133443	0.134227	0.207010	0.176931	0.164475	0.193401	0.256171	0.152645	0.142794	0.186813	0.078097	0.111927	0.221279	0.270214	0.085304	0.184594	0.102401	0.224870	0.204657	0.132409	0.144870	0.162628	0.214873	0.468219	0.055943	0.153502	0.129076	0.213092	0.250175	0.233635
8	0.323470	0.205365	0.133818	0.073082	0.144740	0.386687	0.537372	0.474420	0.133768	0.323834	0.183606	0.100920	0.414971	0.281715	0.152345	0.216508	0.315441	0.324802	0.164110	0.159107	0.307030	0.219955	0.242837	0.168134	0.122008	0.262860	0.135633	0.173867	0.184063	0.157825	0.156340	0.188780	0.256515	0.148063	0.159669	0.212536	0.081575	0.112390	0.255782	0.294264	0.094366	0.164510	0.132043	0.225745	0.177888	0.142713	0.161871	0.235208	0.216050	0.468882	0.059318	0.176805	0.134040	0.221381	0.247456	0.230530
9	0.311897	0.202962	0.131710	0.070985	0.154570	0.377646	0.622812	0.482724	0.131791	0.321447	0.190064	0.110349	0.422343	0.271057	0.162678	0.249632	0.308239	0.317313	0.194414	0.167410	0.301305	0.189836	0.258460	0.193144	0.192920	0.393901	0.162631	0.214378	0.181698	0.156657	0.153075	0.175377	0.257032	0.147214	0.169389	0.203874	0.106481	0.154036	0.246324	0.300699	0.102706	0.130338	0.134854	0.225790	0.128065	0.153925	0.168479	0.263339	0.214037	0.466132	0.085053	0.189973	0.142205	0.242846	0.196310	0.232574
10	0.284901	0.191268	0.134226	0.086310	0.192954	0.391391	0.635497	0.511293	0.137755	0.327566	0.193157	0.106873	0.537613	0.279755	0.183947	0.272157	0.307820	0.316097	0.197625	0.167736	0.296252	0.185304	0.224973	0.200337	0.205691	0.466920	0.240993	0.256455	0.127725	0.136706	0.141705	0.193693	0.258463	0.159955	0.183582	0.202779	0.110163	0.157990	0.220924	0.297779	0.107848	0.111470	0.135474	0.244405	0.118991	0.150649	0.174127	0.266373	0.200221	0.456443	0.104290	0.192138	0.135082	0.239678	0.186916	0.216012
11	0.251416	0.198898	0.135294	0.092236	0.199269	0.397338	0.636055	0.487446	0.138310	0.333398	0.213248	0.104185	0.604421	0.305919	0.454331	0.360155	0.280293	0.284467	0.205130	0.172244	0.252416	0.164419	0.203170	0.198201	0.208211	0.467389	0.258276	0.272609	0.116095	0.119246	0.131886	0.244134	0.269679	0.172764	0.185304	0.268822	0.114150	0.158396	0.220347	0.300500	0.145543	0.120780	0.137150	0.286428	0.107978	0.143570	0.170263	0.281916	0.187815	0.397939	0.106411	0.198577	0.124914	0.232633	0.198731	0.134790
12	0.253819	0.214953	0.122658	0.113235	0.199297	0.393723	0.636015	0.472581	0.141633	0.284542	0.258757	0.133617	0.655684	0.330368	0.493318	0.384729	0.160346	0.243234	0.220040	0.145341	0.162320	0.113031	0.164921	0.232505	0.214488	0.470649	0.266904	0.304323	0.097573	0.109417	0.137175	0.211830	0.267302	0.170252	0.188863	0.291174	0.113755	0.161251	0.216748	0.305477	0.158744	0.134647	0.134340	0.345146	0.107977	0.140844	0.174951	0.367336	0.182992	0.356101	0.127779	0.197104	0.126217	0.229094	0.169378	0.145572
13	0.242140	0.200385	0.113503	0.130277	0.191448	0.264969	0.496977	0.475127	0.163705	0.230717	0.278867	0.170557	0.669009	0.334198	0.530020	0.410649	0.113013	0.229396	0.235451	0.124718	0.155266	0.117732	0.134400	0.345416	0.224228	0.468071	0.267160	0.323954	0.100299	0.116834	0.139725	0.248961	0.252531	0.168619	0.191446	0.301768	0.114588	0.168580	0.223360	0.308664	0.166697	0.141854	0.129481	0.367145	0.107099	0.130419	0.197044	0.424080	0.159788	0.347336	0.161185	0.203304	0.108483	0.215271	0.176284	0.223153
14	0.226209	0.203881	0.107713	0.129331	0.177795	0.223307	0.404803	0.458618	0.156763	0.217464	0.278275	0.167370	0.696624	0.337658	0.598664	0.411231	0.119943	0.230528	0.246626	0.153783	0.160152	0.120639	0.118746	0.373404	0.233786	0.463618	0.267038	0.340888	0.096017	0.123893	0.138183	0.336556	0.216678	0.166885	0.190624	0.301015	0.112817	0.161787	0.217981	0.319209	0.169842	0.137664	0.124781	0.374620	0.091469	0.130933	0.194600	0.419835	0.091345	0.284621	0.164176	0.205111	0.108250	0.209560	0.181542	0.274622
15	0.222061	0.206058	0.117652	0.127822	0.154181	0.228474	0.386819	0.350163	0.147784	0.206313	0.277250	0.165315	0.685716	0.334620	0.641967	0.429448	0.121985	0.219674	0.246589	0.181358	0.158490	0.120536	0.110242	0.363559	0.238790	0.429825	0.260790	0.362679	0.076226	0.099356	0.121734	0.357908	0.199354	0.166788	0.170410	0.299914	0.100490	0.152030	0.217303	0.363125	0.170608	0.132269	0.118275	0.365374	0.076120	0.129774	0.202346	0.430082	0.079558	0.281822	0.196114	0.195993	0.104508	0.184534	0.182185	0.276597
16	0.220462	0.206993	0.137961	0.127465	0.141761	0.218937	0.262217	0.317811	0.148009	0.201575	0.278483	0.160437	0.611345	0.280874	0.641225	0.410889	0.099084	0.184061	0.243529	0.179815	0.148812	0.112978	0.110286	0.366669	0.244487	0.424043	0.251367	0.378171	0.082558	0.090447	0.120557	0.371314	0.178837	0.162995	0.153266	0.288473	0.097083	0.160620	0.206141	0.341033	0.170594	0.129995	0.114539	0.352581	0.059564	0.125039	0.198301	0.427650	0.057649	0.242886	0.208446	0.182642	0.100507	0.156868	0.182084	0.284215
17	0.217463	0.195288	0.151928	0.146250	0.086099	0.242416	0.134239	0.205338	0.148459	0.197030	0.268661	0.158759	0.578294	0.268156	0.640683	0.405935	0.083451	0.159415	0.242081	0.180669	0.145318	0.107621	0.061794	0.355105	0.235707	0.427373	0.251197	0.375587	0.079628	0.092135	0.118238	0.378732	0.133092	0.155901	0.132319	0.272696	0.091085	0.151652	0.160365	0.324534	0.165908	0.126032	0.110459	0.336670	0.100339	0.114721	0.184340	0.403092	0.064964	0.161314	0.208796	0.181168	0.085904	0.141848	0.181023	0.287162
18	0.207595	0.193502	0.152059	0.162562	0.061771	0.340603	0.134256	0.156779	0.145652	0.201830	0.225316	0.163450	0.577717	0.268139	0.639335	0.389949	0.080838	0.127162	0.237367	0.179132	0.135499	0.101839	0.058413	0.351451	0.200116	0.376882	0.245660	0.359171	0.079868	0.106472	0.113103	0.374279	0.118153	0.151537	0.109977	0.252116	0.063701	0.110756	0.126244	0.319574	0.154605	0.126189	0.107795	0.314308	0.114803	0.097014	0.178206	0.399781	0.075933	0.116572	0.208394	0.189185	0.077892	0.128682	0.180930	0.279370
19	0.207997	0.185453	0.141792	0.164886	0.067083	0.409765	0.130507	0.162839	0.133915	0.207045	0.223696	0.162137	0.524361	0.255686	0.636941	0.363727	0.077438	0.106757	0.193779	0.176803	0.118327	0.117537	0.057452	0.348576	0.155567	0.206690	0.192989	0.328251	0.085764	0.205939	0.085980	0.336352	0.116226	0.155026	0.094108	0.251722	0.070480	0.114054	0.126592	0.322600	0.148661	0.130119	0.071672	0.312219	0.117442	0.086434	0.168390	0.397690	0.082950	0.115686	0.211391	0.190867	0.087260	0.129663	0.149476	0.281522
20	0.296395	0.183821	0.145655	0.170256	0.074471	0.464087	0.114475	0.188369	0.129974	0.209541	0.219390	0.162168	0.414641	0.192711	0.559871	0.343304	0.078768	0.106271	0.189495	0.167829	0.101276	0.136003	0.044819	0.323637	0.153079	0.175217	0.127242	0.323756	0.094196	0.352015	0.081534	0.322895	0.102659	0.124210	0.061451	0.240647	0.088093	0.148420	0.113973	0.319889	0.144060	0.135398	0.057227	0.312137	0.116426	0.110373	0.168321	0.380426	0.085130	0.116352	0.204526	0.212846	0.098066	0.116303	0.141713	0.279926
21	0.346675	0.187558	0.161153	0.164689	0.080998	0.475951	0.111849	0.184610	0.132983	0.206752	0.199255	0.162567	0.315870	0.153536	0.436312	0.248646	0.078932	0.101083	0.181282	0.166373	0.058787	0.131742	0.039066	0.193040	0.150441	0.173168	0.122178	0.300626	0.092990	0.367202	0.063005	0.315701	0.065721	0.068517	0.057162	0.150968	0.152716	0.180588	0.112668	0.315841	0.140016	0.133654	0.052988	0.301152	0.115957	0.141669	0.161641	0.302107	0.085383	0.115758	0.197251	0.215972	0.102105	0.117679	0.097199	0.278209
22	0.386706	0.223472	0.159433	0.158034	0.082972	0.474514	0.105067	0.177426	0.125386	0.197539	0.127863	0.134605	0.244599	0.161897	0.419005	0.207414	0.073612	0.084721	0.167687	0.160823	0.054697	0.130607	0.039100	0.118858	0.137166	0.209206	0.078564	0.261064	0.185354	0.512742	0.055004	0.222861	0.083031	0.056174	0.059267	0.093127	0.196484	0.282027	0.093077	0.309780	0.122188	0.120477	0.044480	0.266551	0.114913	0.174282	0.127110	0.200825	0.085561	0.098563	0.196078	0.199000	0.106841	0.121486	0.064899	0.254953
23	0.440801	0.235041	0.168879	0.158051	0.079495	0.475207	0.097841	0.176429	0.084854	0.176043	0.099525	0.097694	0.212139	0.161061	0.314605	0.172372	0.073797	0.085775	0.145935	0.160865	0.063845	0.155496	0.038551	0.101218	0.180731	0.270122	0.060495	0.236593	0.287801	0.601277	0.055607	0.157661	0.130696	0.090630	0.060740	0.044750	0.229653	0.311164	0.064449	0.246858	0.105771	0.100693	0.042543	0.181218	0.111203	0.177885	0.086894	0.196660	0.086546	0.073993	0.182481	0.199789	0.148187	0.130404	0.087313	0.285883
24	0.455533	0.235504	0.196268	0.141516	0.073789	0.462493	0.097764	0.188649	0.074038	0.221097	0.101886	0.090188	0.113208	0.156555	0.178258	0.152297	0.068115	0.075566	0.116479	0.149612	0.069417	0.160816	0.021075	0.048305	0.240776	0.266540	0.060582	0.208476	0.307594	0.605832	0.051153	0.129521	0.184729	0.168268	0.062653	0.024342	0.248277	0.366746	0.092979	0.137600	0.122305	0.095235	0.041677	0.110155	0.108846	0.217884	0.066027	0.198273	0.098946	0.108527	0.154889	0.199881	0.177849	0.166808	0.100249	0.363186
25	0.459610	0.231666	0.198416	0.139048	0.074175	0.357038	0.093914	0.190741	0.081933	0.221553	0.103808	0.091370	0.114408	0.189592	0.084407	0.077658	0.053850	0.061480	0.100636	0.112897	0.115758	0.163808	0.026491	0.052178	0.278730	0.297581	0.061427	0.169171	0.395357	0.621634	0.057072	0.177786	0.193393	0.198606	0.095012	0.022733	0.368107	0.458488	0.173157	0.338453	0.164473	0.100447	0.036908	0.064859	0.108508	0.247947	0.056597	0.204937	0.150471	0.167378	0.151626	0.199436	0.238113	0.208463	0.212511	0.401953
26	0.459739	0.232866	0.204849	0.137318	0.076880	0.294363	0.117784	0.258330	0.094309	0.222576	0.127312	0.142901	0.111294	0.204732	0.086003	0.080638	0.047016	0.105865	0.092189	0.058876	0.161583	0.163987	0.085428	0.078410	0.276296	0.315580	0.061316	0.147972	0.445510	0.646591	0.058733	0.206154	0.257049	0.233873	0.121540	0.025016	0.378330	0.489801	0.198989	0.526528	0.169026	0.109082	0.044445	0.028360	0.077108	0.249400	0.058447	0.187389	0.239958	0.248240	0.107612	0.194251	0.275169	0.216813	0.233716	0.409362
27	0.461289	0.254601	0.209099	0.146369	0.076788	0.167132	0.324315	0.531705	0.121478	0.224336	0.218123	0.370513	0.101889	0.232773	0.091053	0.119137	0.046346	0.152596	0.089840	0.034836	0.162703	0.153150	0.164629	0.117803	0.284788	0.318798	0.184948	0.168295	0.451220	0.672200	0.136569	0.336319	0.383864	0.241549	0.125647	0.038567	0.401217	0.504907	0.221509	0.533412	0.169119	0.129051	0.054307	0.022503	0.047941	0.251283	0.069661	0.149788	0.371641	0.329407	0.080120	0.193935	0.277724	0.218828	0.234259	0.467011
28	0.460643	0.276229	0.208330	0.170651	0.136295	0.103359	0.328840	0.606576	0.161907	0.216906	0.263765	0.514626	0.096354	0.241362	0.090972	0.129267	0.057323	0.166456	0.089898	0.033709	0.166158	0.171693	0.233333	0.260313	0.302986	0.320633	0.290363	0.158442	0.453039	0.623902	0.168449	0.657012	0.454496	0.255019	0.133501	0.044781	0.417883	0.513042	0.226995	0.559231	0.173404	0.145737	0.090411	0.050809	0.039177	0.262139	0.082530	0.151107	0.445799	0.359554	0.077676	0.194460	0.292305	0.233600	0.239174	0.484825
29	0.444368	0.269165	0.208432	0.190180	0.154898	0.086064	0.339832	0.608385	0.181650	0.224632	0.282053	0.571161	0.096621	0.242082	0.092391	0.132754	0.059549	0.185933	0.087002	0.045321	0.167606	0.181029	0.237931	0.285196	0.305111	0.344425	0.296856	0.204155	0.460112	0.613031	0.186354	0.678868	0.466811	0.258850	0.135412	0.060976	0.413501	0.508996	0.227429	0.643878	0.177563	0.145677	0.092965	0.166627	0.047927	0.251440	0.121172	0.172825	0.465322	0.364612	0.073795	0.192054	0.288108	0.237070	0.239186	0.482959
30	0.433586	0.271851	0.208411	0.211016	0.166998	0.113749	0.380981	0.731529	0.189133	0.230689	0.309580	0.582734	0.096208	0.238921	0.090754	0.137521	0.062769	0.194063	0.062954	0.064373	0.171261	0.192857	0.279068	0.285421	0.307915	0.356727	0.340438	0.267106	0.455883	0.571563	0.199515	0.794245	0.498564	0.268134	0.142266	0.120188	0.393023	0.500336	0.227731	0.662028	0.179855	0.146228	0.138051	0.404677	0.076258	0.235102	0.135807	0.174326	0.475512	0.364982	0.081958	0.210701	0.286849	0.237163	0.238945	0.450803
31	0.409364	0.280553	0.208553	0.215123	0.194431	0.160983	0.475919	0.819673	0.198890	0.231996	0.312178	0.620346	0.086071	0.200985	0.090428	0.159001	0.229499	0.225668	0.065225	0.135426	0.169987	0.182597	0.282288	0.301024	0.309151	0.350763	0.343903	0.279315	0.420810	0.421797	0.206086	0.925517	0.518888	0.269203	0.197852	0.208453	0.375395	0.446992	0.265206	0.668308	0.200855	0.148433	0.142178	0.500867	0.081135	0.212855	0.145427	0.194100	0.577321	0.405876	0.081497	0.238147	0.282454	0.235855	0.254519	0.437581
32	0.399269	0.318147	0.191565	0.214224	0.216232	0.185130	0.492504	0.848036	0.230546	0.258264	0.327396	0.652265	0.073925	0.193886	0.097609	0.171088	0.318836	0.247147	0.085592	0.250640	0.175988	0.176481	0.293986	0.338752	0.313230	0.292764	0.370119	0.288010	0.396122	0.401969	0.214050	0.933985	0.537849	0.281320	0.362793	0.261726	0.358484	0.434987	0.266618	0.690158	0.215683	0.158028	0.164013	0.521369	0.082217	0.210806	0.159526	0.212152	0.727100	0.528896	0.093592	0.307637	0.281061	0.238363	0.255784	0.392930
33	0.459942	0.316228	0.204347	0.252968	0.230240	0.187764	0.495037	0.844252	0.233588	0.247020	0.331831	0.668070	0.072069	0.193391	0.100561	0.220791	0.323758	0.250027	0.086603	0.290036	0.158912	0.170412	0.309982	0.341389	0.288861	0.288953	0.382183	0.298369	0.350695	0.394736	0.241057	0.929662	0.537469	0.314248	0.393209	0.287508	0.336684	0.376933	0.254254	0.691920	0.225330	0.179269	0.177076	0.525341	0.082696	0.172196	0.195918	0.202201	0.793708	0.642185	0.136360	0.365696	0.243805	0.193640	0.234670	0.311052
34	0.402939	0.285163	0.209451	0.305047	0.241702	0.192526	0.410387	0.732479	0.234232	0.203356	0.334646	0.712622	0.057204	0.173301	0.107258	0.229889	0.336237	0.249629	0.101305	0.293554	0.117511	0.167540	0.320606	0.358062	0.231455	0.270950	0.383268	0.307130	0.240843	0.353791	0.256149	0.919589	0.525769	0.302170	0.416619	0.292349	0.207333	0.256695	0.226893	0.624543	0.234345	0.196646	0.195559	0.598352	0.082571	0.119390	0.285628	0.263419	0.806415	0.666054	0.176925	0.375931	0.198127	0.155163	0.162934	0.311846
35	0.376423	0.282557	0.185353	0.319794	0.218062	0.182614	0.381899	0.617716	0.233161	0.210982	0.370399	0.759856	0.060160	0.136415	0.108946	0.289446	0.338743	0.250944	0.107449	0.311489	0.170794	0.201266	0.290428	0.445094	0.215868	0.242157	0.388264	0.305340	0.219203	0.278142	0.262890	0.919226	0.537333	0.292332	0.434558	0.314035	0.217490	0.206607	0.210233	0.516365	0.253993	0.235936	0.208471	0.679595	0.124056	0.136673	0.308958	0.332056	0.807442	0.661514	0.178185	0.415547	0.163566	0.144199	0.164437	0.331866
36	0.434425	0.295654	0.219360	0.343235	0.198840	0.185813	0.374406	0.613734	0.256418	0.232393	0.375541	0.769224	0.072535	0.119257	0.170746	0.464922	0.346007	0.269340	0.140778	0.354101	0.207437	0.211686	0.249662	0.429553	0.218167	0.216572	0.422885	0.302295	0.223491	0.234636	0.300198	0.759213	0.512342	0.273054	0.512488	0.316449	0.180358	0.165537	0.190633	0.511334	0.234011	0.251289	0.214974	0.701110	0.142257	0.141343	0.361159	0.342236	0.799674	0.649620	0.178892	0.420729	0.144039	0.125819	0.175391	0.271215
