	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_02.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_03.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_04.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_06.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_07.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d	143_P_T1_sh_R_D_A_09.c3d
8	0.381317	0.172068	0.099685	0.094221	0.050753	0.062811	0.115901	0.176964	0.098641	0.049567	0.230802	0.133372	0.035748	0.018287	0.209427	0.082118	0.093601	0.082092	0.116891	0.186074	0.057321	0.029881	0.082801	0.125912	0.148628	0.297729	0.184407	0.313142	0.057875	0.154336	0.189148	0.079046	0.045994	0.077026	0.293561	0.283076	0.230305	0.076534	0.128913	0.064363	0.389368	0.251016	0.127149	0.135082	0.029884	0.053403	0.140405	0.095899
9	0.381330	0.162554	0.098665	0.088848	0.044792	0.059796	0.113532	0.177708	0.098035	0.053021	0.207887	0.145373	0.028824	0.017949	0.215001	0.071419	0.093468	0.089613	0.164154	0.170190	0.050818	0.029296	0.095121	0.122978	0.081797	0.175663	0.205825	0.327465	0.058187	0.160615	0.199104	0.072415	0.057367	0.080018	0.308710	0.246997	0.201312	0.072160	0.125301	0.066157	0.413193	0.204089	0.135432	0.152083	0.028642	0.055682	0.136149	0.102017
10	0.358402	0.128582	0.094630	0.086959	0.047045	0.053553	0.104745	0.183131	0.081888	0.047797	0.201818	0.144982	0.026768	0.020017	0.213966	0.072269	0.094425	0.088010	0.177334	0.158252	0.045332	0.029853	0.105353	0.124964	0.084026	0.161552	0.271495	0.327896	0.061540	0.175712	0.195728	0.101957	0.064915	0.076617	0.282694	0.193428	0.090419	0.058330	0.116332	0.078908	0.543077	0.196197	0.199001	0.204314	0.030865	0.055826	0.128112	0.157872
11	0.210240	0.086168	0.092276	0.141113	0.044960	0.048732	0.093062	0.188574	0.078606	0.051276	0.224300	0.138901	0.028204	0.021078	0.202875	0.074877	0.098575	0.086980	0.174820	0.077844	0.043901	0.030417	0.106247	0.125456	0.088304	0.156463	0.284456	0.327794	0.072265	0.218953	0.230138	0.160916	0.071156	0.076177	0.250483	0.194638	0.041217	0.051001	0.122050	0.104559	0.698390	0.212571	0.281233	0.211837	0.035983	0.055973	0.125471	0.230651
12	0.164374	0.040075	0.089899	0.281905	0.043415	0.050840	0.091257	0.189561	0.079386	0.051222	0.231312	0.154307	0.029388	0.019643	0.174479	0.087748	0.097457	0.082881	0.181374	0.053976	0.039581	0.031085	0.107806	0.126077	0.100479	0.173802	0.283641	0.301288	0.080309	0.229321	0.277076	0.187712	0.074105	0.077037	0.250100	0.179726	0.027481	0.050615	0.120424	0.116959	0.701166	0.286601	0.403056	0.214745	0.046283	0.057489	0.165347	0.275719
13	0.170488	0.043913	0.153754	0.328575	0.044741	0.053476	0.091122	0.190206	0.075803	0.057300	0.215750	0.184571	0.029973	0.019500	0.182650	0.111630	0.080629	0.072892	0.200339	0.079870	0.033274	0.031384	0.111469	0.126720	0.100410	0.172653	0.256325	0.211477	0.085415	0.220557	0.355193	0.220611	0.075651	0.076608	0.268126	0.156259	0.024271	0.051350	0.117313	0.136381	0.699529	0.298804	0.421887	0.226986	0.048867	0.058580	0.233949	0.287908
14	0.171425	0.044004	0.197474	0.331850	0.044519	0.053696	0.093969	0.168412	0.046406	0.054986	0.242320	0.206425	0.027528	0.019647	0.206767	0.129249	0.078418	0.074222	0.224562	0.104276	0.034201	0.026512	0.113561	0.121146	0.094314	0.161117	0.232452	0.202507	0.104231	0.212808	0.435204	0.227227	0.075124	0.077553	0.260797	0.141710	0.025563	0.051864	0.119236	0.150417	0.696755	0.411965	0.485605	0.246318	0.051669	0.057114	0.328209	0.285190
15	0.167566	0.047404	0.215177	0.360703	0.044451	0.053378	0.104254	0.147855	0.113821	0.069077	0.288790	0.210299	0.029466	0.025809	0.228162	0.129912	0.091504	0.083894	0.250614	0.158667	0.036334	0.025288	0.116370	0.107276	0.087327	0.138704	0.231551	0.136626	0.111182	0.212031	0.459610	0.241424	0.072535	0.069930	0.233533	0.143089	0.032062	0.067684	0.120334	0.152487	0.646629	0.406048	0.554552	0.299710	0.059367	0.056933	0.400987	0.284215
16	0.146433	0.048480	0.216282	0.378468	0.044017	0.052231	0.098986	0.146228	0.128469	0.074344	0.298240	0.223928	0.031529	0.033352	0.245973	0.129274	0.096720	0.079341	0.325145	0.340530	0.036800	0.025032	0.118033	0.116976	0.087744	0.127680	0.191774	0.120262	0.113165	0.204947	0.458362	0.271441	0.073601	0.063110	0.274875	0.148223	0.034406	0.071264	0.128118	0.174371	0.597609	0.406728	0.610867	0.321936	0.059773	0.071020	0.418983	0.302334
17	0.129813	0.065324	0.243234	0.385603	0.046059	0.049591	0.093714	0.135343	0.137861	0.073879	0.319578	0.247322	0.034830	0.034505	0.252202	0.134452	0.098960	0.074639	0.386985	0.357304	0.034755	0.025020	0.146874	0.147383	0.087380	0.131450	0.096941	0.123562	0.108423	0.216141	0.469321	0.321431	0.071829	0.057989	0.283437	0.148305	0.038679	0.074760	0.136781	0.203867	0.589511	0.407147	0.635852	0.316842	0.071980	0.109893	0.427177	0.349277
18	0.123787	0.078910	0.283429	0.386985	0.046087	0.045650	0.099038	0.102726	0.139529	0.074858	0.387444	0.301462	0.034723	0.034592	0.253995	0.158126	0.097173	0.082405	0.396057	0.373169	0.033934	0.023333	0.198376	0.148083	0.070066	0.116302	0.076075	0.135336	0.108128	0.208494	0.513324	0.353050	0.065506	0.058216	0.269584	0.173925	0.043066	0.070016	0.138868	0.224288	0.432190	0.409084	0.621115	0.293892	0.080101	0.116334	0.489779	0.386966
19	0.119998	0.082743	0.306816	0.385418	0.046337	0.058819	0.127801	0.084144	0.145187	0.083480	0.467979	0.325122	0.036891	0.036020	0.261313	0.172780	0.086533	0.080602	0.430063	0.386369	0.038484	0.021087	0.254071	0.143580	0.053487	0.082599	0.104888	0.271997	0.108535	0.251201	0.577844	0.361078	0.065815	0.067713	0.269891	0.173840	0.060142	0.066720	0.175621	0.228990	0.194345	0.468920	0.581597	0.293645	0.082198	0.133921	0.551975	0.409650
20	0.117356	0.086602	0.331459	0.333389	0.047254	0.068629	0.157935	0.082282	0.146627	0.088068	0.478942	0.321009	0.040631	0.041745	0.292450	0.174252	0.126791	0.081403	0.543867	0.435446	0.049277	0.021492	0.309695	0.143190	0.069566	0.102301	0.367347	0.391446	0.110736	0.308835	0.623634	0.356553	0.058237	0.070987	0.248037	0.178622	0.080944	0.069149	0.256182	0.228920	0.191838	0.495855	0.507896	0.291416	0.083460	0.136396	0.591233	0.419931
21	0.116770	0.086569	0.324801	0.257202	0.061678	0.069482	0.165142	0.070162	0.143331	0.086468	0.473036	0.305786	0.048740	0.046644	0.324779	0.173915	0.199572	0.104393	0.640116	0.487413	0.069120	0.057540	0.352568	0.148660	0.068746	0.169644	0.516206	0.405363	0.142698	0.300669	0.625538	0.335738	0.056387	0.072741	0.232748	0.169449	0.101411	0.074136	0.292912	0.228661	0.209439	0.595610	0.494369	0.278286	0.096749	0.175504	0.611787	0.402060
22	0.111581	0.084608	0.291881	0.242204	0.082806	0.090446	0.164967	0.075537	0.142543	0.085093	0.463489	0.289755	0.048771	0.053488	0.333583	0.174339	0.232728	0.110012	0.652774	0.502619	0.072115	0.062162	0.356576	0.166424	0.068307	0.162505	0.519880	0.422591	0.161560	0.331002	0.606615	0.319536	0.054568	0.074843	0.219414	0.162052	0.116420	0.089990	0.294121	0.222199	0.200339	0.596952	0.430164	0.245857	0.116820	0.267028	0.627956	0.364624
23	0.109290	0.085458	0.272229	0.232041	0.086557	0.172303	0.174110	0.093341	0.121694	0.082493	0.434873	0.290567	0.047864	0.057770	0.339000	0.173225	0.243982	0.106662	0.635693	0.447123	0.077104	0.082787	0.372055	0.185408	0.077661	0.161216	0.563059	0.487295	0.162556	0.387145	0.567138	0.300606	0.073974	0.092993	0.237016	0.188130	0.116558	0.103370	0.291472	0.214318	0.173661	0.597948	0.368809	0.264546	0.115509	0.341293	0.622933	0.332209
24	0.101841	0.085746	0.266767	0.173864	0.105873	0.216390	0.192135	0.099502	0.085342	0.075284	0.423302	0.301670	0.050326	0.073272	0.342060	0.161549	0.288663	0.115038	0.581720	0.380967	0.076918	0.111217	0.411517	0.202664	0.113575	0.173718	0.664448	0.520953	0.153736	0.402328	0.511805	0.292631	0.078939	0.097427	0.230800	0.183289	0.140928	0.117593	0.288931	0.203870	0.161987	0.597239	0.355776	0.366008	0.123703	0.347128	0.598300	0.321240
25	0.108268	0.089255	0.277063	0.155303	0.124485	0.229296	0.200480	0.111161	0.066802	0.079029	0.433749	0.333870	0.062062	0.089881	0.332598	0.147928	0.358387	0.121971	0.554714	0.403621	0.077389	0.118352	0.452149	0.218306	0.125556	0.184303	0.692707	0.526863	0.145547	0.401602	0.475632	0.290412	0.076940	0.096703	0.177052	0.193688	0.159178	0.169100	0.283069	0.190184	0.145272	0.596562	0.328455	0.392076	0.141598	0.396071	0.546444	0.332383
26	0.103944	0.098065	0.269145	0.157802	0.126595	0.252079	0.213122	0.117355	0.064551	0.094438	0.453530	0.339629	0.067248	0.088832	0.311902	0.145086	0.364937	0.125981	0.564436	0.393961	0.077129	0.138849	0.482209	0.223388	0.124171	0.190176	0.688307	0.437376	0.145234	0.415377	0.478518	0.285818	0.074314	0.094218	0.191260	0.208869	0.162481	0.177863	0.278519	0.185720	0.144062	0.593192	0.324632	0.387126	0.140976	0.425048	0.494063	0.343552
27	0.099853	0.109239	0.253111	0.182478	0.132543	0.268438	0.233930	0.117620	0.084244	0.099753	0.406895	0.321278	0.067753	0.094486	0.287726	0.145017	0.373280	0.126169	0.522839	0.373660	0.088476	0.143218	0.504910	0.217438	0.118748	0.166557	0.555393	0.369950	0.144773	0.408420	0.475722	0.250828	0.069495	0.087005	0.200296	0.203797	0.167007	0.305167	0.276403	0.176031	0.118988	0.507678	0.325060	0.410906	0.140630	0.449834	0.480166	0.330423
28	0.092650	0.106270	0.220575	0.185365	0.137354	0.366945	0.247389	0.117756	0.111416	0.144004	0.354938	0.310887	0.065908	0.186655	0.266922	0.140995	0.357596	0.121172	0.362499	0.288840	0.094812	0.148100	0.510864	0.198946	0.119807	0.180619	0.480155	0.379946	0.140618	0.407636	0.449340	0.200961	0.068647	0.085991	0.202290	0.203297	0.170165	0.454862	0.272128	0.146640	0.111647	0.461578	0.331101	0.449249	0.134908	0.481012	0.475181	0.285702
29	0.074625	0.102792	0.201044	0.180098	0.166979	0.386224	0.247672	0.113903	0.121368	0.186777	0.366427	0.323787	0.070322	0.250153	0.258131	0.117412	0.320865	0.114227	0.221797	0.211780	0.094722	0.154705	0.498666	0.181323	0.135759	0.223466	0.485553	0.358519	0.139856	0.391898	0.385855	0.189142	0.069223	0.089022	0.198046	0.205693	0.174475	0.473467	0.270780	0.102065	0.065580	0.193890	0.345315	0.477039	0.138609	0.482051	0.421109	0.257630
30	0.070087	0.103035	0.213513	0.167928	0.204378	0.508026	0.232962	0.113132	0.121446	0.190907	0.388783	0.366593	0.093533	0.270378	0.253605	0.088471	0.299913	0.119197	0.205149	0.192532	0.094031	0.161580	0.474532	0.179391	0.122491	0.246843	0.417625	0.297884	0.140695	0.333009	0.308798	0.225808	0.069074	0.092748	0.191448	0.207854	0.190261	0.531370	0.267761	0.076132	0.071340	0.084978	0.358764	0.477582	0.141001	0.478362	0.360387	0.236982
31	0.081234	0.106089	0.212816	0.145566	0.217956	0.665272	0.213907	0.117375	0.127106	0.189644	0.408793	0.390695	0.097136	0.325131	0.219683	0.110681	0.293175	0.120474	0.208940	0.191776	0.091006	0.163077	0.442726	0.180957	0.145872	0.260608	0.300690	0.255172	0.114636	0.324830	0.276398	0.230760	0.055645	0.085213	0.177873	0.188432	0.186020	0.614696	0.210779	0.082973	0.078383	0.088542	0.316105	0.426376	0.140078	0.478516	0.314358	0.218033
32	0.091745	0.106005	0.210694	0.157579	0.230843	0.679685	0.209712	0.139973	0.133380	0.188434	0.420421	0.391169	0.111544	0.425283	0.167568	0.157486	0.175598	0.105636	0.205249	0.146135	0.083109	0.165528	0.400292	0.189286	0.164327	0.472617	0.277893	0.241177	0.060311	0.280641	0.275875	0.248863	0.033066	0.071955	0.146069	0.176537	0.188110	0.632140	0.108607	0.112494	0.077433	0.088567	0.226924	0.384653	0.130490	0.464866	0.283464	0.218587
33	0.092109	0.105801	0.209053	0.171360	0.238491	0.703125	0.228643	0.200178	0.133953	0.187226	0.410570	0.356460	0.113213	0.468080	0.164161	0.206752	0.133251	0.100941	0.174607	0.091290	0.072378	0.168563	0.380506	0.208271	0.166698	0.471550	0.263083	0.275328	0.043339	0.201775	0.276649	0.282832	0.039585	0.072533	0.141154	0.182325	0.179689	0.644573	0.077895	0.132528	0.077281	0.088900	0.230370	0.402958	0.112773	0.417733	0.259327	0.227901
34	0.081936	0.096297	0.182782	0.228997	0.240704	0.699083	0.265913	0.264821	0.133285	0.182012	0.352597	0.303994	0.136421	0.542872	0.180933	0.241308	0.121019	0.118863	0.125268	0.086499	0.069479	0.166102	0.383336	0.260897	0.174317	0.468886	0.293083	0.281160	0.060356	0.140545	0.277906	0.307571	0.043253	0.071338	0.125856	0.181454	0.177398	0.645968	0.085998	0.149066	0.072973	0.092809	0.238982	0.409148	0.110973	0.361276	0.262285	0.237581
35	0.080530	0.073797	0.168828	0.228699	0.232597	0.690866	0.340715	0.306238	0.127598	0.179200	0.268468	0.278732	0.149840	0.680407	0.189728	0.252208	0.062238	0.165882	0.120403	0.130427	0.066418	0.150372	0.378771	0.310036	0.193107	0.454666	0.334712	0.259734	0.061046	0.148647	0.291409	0.310469	0.045476	0.076219	0.099758	0.174594	0.174047	0.664885	0.093457	0.153874	0.087116	0.101860	0.248468	0.379701	0.100105	0.356170	0.263592	0.240621
36	0.085725	0.077611	0.161942	0.218139	0.224014	0.694324	0.426403	0.309253	0.102493	0.150765	0.249532	0.280614	0.147965	0.686037	0.186992	0.250449	0.056818	0.166787	0.269334	0.348988	0.070115	0.138412	0.368130	0.328614	0.195427	0.441795	0.321476	0.226911	0.071273	0.168985	0.317099	0.300621	0.051823	0.078369	0.087814	0.173611	0.148340	0.677899	0.099856	0.154607	0.103111	0.108289	0.241390	0.357357	0.071478	0.300446	0.268825	0.223884
37	0.088091	0.080230	0.164931	0.219819	0.224272	0.690640	0.467095	0.317528	0.091788	0.096792	0.235408	0.296301	0.149706	0.686402	0.185215	0.266039	0.058176	0.156712	0.405421	0.415655	0.074477	0.126401	0.355588	0.322999	0.194223	0.444181	0.297410	0.202579	0.071441	0.168241	0.325329	0.282670	0.052984	0.077194	0.099996	0.189486	0.137347	0.670916	0.117655	0.155941	0.102593	0.099477	0.227040	0.350410	0.065592	0.263251	0.285714	0.202412
38	0.090956	0.085271	0.168779	0.247188	0.220566	0.684368	0.462907	0.339033	0.102531	0.139003	0.219954	0.351284	0.149173	0.689661	0.188457	0.288110	0.062211	0.160431	0.454166	0.420556	0.083993	0.119159	0.337422	0.337933	0.146978	0.407746	0.263603	0.225371	0.073374	0.186492	0.312847	0.274930	0.058515	0.096828	0.106964	0.218622	0.134945	0.659020	0.189170	0.174167	0.102132	0.091252	0.226996	0.354494	0.066597	0.218792	0.298221	0.193374
39	0.090919	0.086200	0.165770	0.310769	0.217121	0.636552	0.463766	0.356645	0.171369	0.180665	0.228718	0.419300	0.149248	0.677007	0.213035	0.288883	0.082969	0.162601	0.454044	0.438188	0.092722	0.126504	0.320798	0.361798	0.137903	0.276186	0.248823	0.208548	0.074730	0.192418	0.289189	0.270650	0.079745	0.213150	0.106442	0.228942	0.126743	0.570154	0.255605	0.191359	0.109323	0.082253	0.233739	0.350660	0.069144	0.115109	0.303670	0.183025
40	0.081540	0.146602	0.185402	0.343854	0.194201	0.626897	0.530028	0.365532	0.170122	0.212369	0.356683	0.440195	0.148554	0.655971	0.227766	0.289002	0.086997	0.169818	0.468421	0.439683	0.095363	0.162203	0.318488	0.380158	0.210649	0.360107	0.244632	0.174233	0.071153	0.206280	0.267578	0.241721	0.091857	0.367714	0.107634	0.231933	0.125542	0.508675	0.272439	0.192715	0.119099	0.082063	0.244865	0.285649	0.057486	0.115974	0.286677	0.153438
41	0.107897	0.289074	0.234959	0.353715	0.153319	0.520457	0.608182	0.371954	0.178277	0.363350	0.468637	0.443257	0.137176	0.656112	0.233307	0.292867	0.089782	0.219959	0.537638	0.442467	0.109608	0.181045	0.318336	0.387164	0.245337	0.462088	0.210137	0.183806	0.071693	0.227940	0.252978	0.232120	0.160437	0.431243	0.137133	0.255837	0.105059	0.500605	0.273921	0.221013	0.131443	0.083573	0.224653	0.238929	0.050761	0.123407	0.255072	0.129757
42	0.158419	0.378829	0.269422	0.335872	0.133476	0.313406	0.626268	0.375175	0.202745	0.527358	0.480186	0.466251	0.132386	0.625453	0.258739	0.295912	0.091492	0.192279	0.588875	0.471838	0.116942	0.311735	0.326830	0.389553	0.230553	0.461316	0.169465	0.195398	0.071521	0.234126	0.250482	0.221419	0.174245	0.611908	0.152077	0.248483	0.086335	0.362301	0.295999	0.268844	0.164615	0.084032	0.218525	0.225854	0.051925	0.119670	0.229348	0.126814
43	0.173567	0.407781	0.273934	0.303491	0.099576	0.279071	0.629419	0.369041	0.232460	0.939768	0.494613	0.466504	0.119564	0.584002	0.285884	0.293113	0.096157	0.171570	0.599853	0.481931	0.117395	0.450706	0.339183	0.392354	0.231779	0.452452	0.177430	0.312184	0.070845	0.234950	0.255142	0.175003	0.174662	0.630860	0.149030	0.246983	0.073981	0.326666	0.349846	0.304873	0.189908	0.092964	0.207447	0.221914	0.053745	0.121032	0.216198	0.126339
44	0.181550	0.409453	0.269187	0.300456	0.069127	0.216132	0.625794	0.337424	0.231470	1.008663	0.540317	0.477673	0.114386	0.526436	0.294285	0.274918	0.112234	0.168253	0.554205	0.379920	0.122685	0.458636	0.355648	0.386379	0.257816	0.497536	0.343271	0.479800	0.058515	0.237621	0.264389	0.126724	0.173930	0.640136	0.154001	0.295958	0.056947	0.271571	0.405318	0.314555	0.250769	0.207353	0.207116	0.183090	0.051763	0.123840	0.199418	0.136639
