	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_01.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_03.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_04.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_05.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_06.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_08.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_09.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_10.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_11.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d	111_F_P_sh_R_D_A_13.c3d
7	0.161095	0.091691	0.158506	0.114973	0.131327	0.080129	0.321619	0.453952	0.061199	0.192642	0.435047	0.276667	0.062350	0.049151	0.189416	0.160385	0.144081	0.157308	0.231990	0.200092	0.453192	0.252575	0.255969	0.244713	0.114030	0.280363	0.238055	0.135347	0.074638	0.113347	0.248177	0.329421	0.124028	0.188749	0.205507	0.311420	0.180509	0.309854	0.180175	0.140065	0.153217	0.306012	0.203666	0.238560	0.145758	0.230125	0.262833	0.263136	0.077304	0.101456	0.216034	0.297646	0.047966	0.069076	0.361946	0.177470	0.190537	0.329049	0.195211	0.177739	0.116979	0.166255	0.252278	0.270701	0.127717	0.215580	0.333400	0.508407	0.163053	0.082530	0.391373	0.199434	0.193101	0.195388	0.207928	0.214079	0.140734	0.079686	0.179471	0.188312
8	0.235158	0.147995	0.179370	0.156934	0.135871	0.078468	0.358307	0.462498	0.057837	0.186004	0.440628	0.281484	0.058292	0.047058	0.185721	0.156623	0.149468	0.156701	0.240739	0.201249	0.411062	0.269340	0.252821	0.247991	0.109410	0.344607	0.236249	0.142496	0.073256	0.123595	0.247974	0.328865	0.113892	0.193826	0.217942	0.303724	0.180806	0.307656	0.181548	0.135608	0.142230	0.288641	0.204588	0.221250	0.136619	0.225780	0.254526	0.274056	0.077655	0.105802	0.218091	0.299861	0.049183	0.069177	0.361942	0.173470	0.175842	0.326046	0.207137	0.242502	0.115875	0.142337	0.249639	0.278476	0.126331	0.200609	0.322640	0.511580	0.165840	0.068008	0.350261	0.195831	0.191956	0.170621	0.223399	0.212465	0.141698	0.079959	0.181645	0.191512
9	0.371480	0.184543	0.181506	0.167109	0.144386	0.077588	0.366278	0.456688	0.058361	0.187965	0.447503	0.294065	0.060057	0.050107	0.171338	0.157448	0.146715	0.157011	0.247865	0.203477	0.396505	0.292532	0.243949	0.241577	0.105965	0.436675	0.234986	0.144866	0.081067	0.150627	0.254567	0.286071	0.109591	0.186329	0.217940	0.299380	0.155717	0.292035	0.178208	0.143223	0.116401	0.251461	0.189688	0.205022	0.122520	0.213195	0.229029	0.289230	0.077050	0.095839	0.214535	0.300061	0.048565	0.068616	0.368774	0.176405	0.153917	0.326915	0.207579	0.261881	0.107451	0.138640	0.278297	0.274489	0.116906	0.201781	0.311189	0.504752	0.160415	0.065285	0.342913	0.182142	0.191999	0.167189	0.232163	0.213490	0.136894	0.079819	0.181054	0.183142
10	0.398433	0.268219	0.174897	0.210095	0.150564	0.077257	0.358634	0.450682	0.057962	0.192373	0.443938	0.300821	0.062237	0.057084	0.183969	0.155807	0.142068	0.156848	0.249910	0.202095	0.270773	0.305427	0.201369	0.263900	0.105337	0.448921	0.240910	0.172928	0.083393	0.155157	0.262323	0.223585	0.101010	0.155031	0.229168	0.327280	0.132745	0.261813	0.182717	0.157441	0.084134	0.211147	0.183429	0.209927	0.133936	0.189891	0.218926	0.286742	0.075976	0.083950	0.196056	0.298280	0.047441	0.056509	0.363643	0.174340	0.141567	0.329493	0.208168	0.259647	0.102060	0.140882	0.290894	0.267281	0.108705	0.197970	0.305885	0.490969	0.157411	0.068874	0.342162	0.186710	0.192094	0.167013	0.226374	0.223563	0.118385	0.080223	0.191611	0.216131
11	0.405492	0.347370	0.180846	0.238081	0.154535	0.075807	0.355147	0.453523	0.055358	0.196944	0.444796	0.295439	0.060463	0.057418	0.187860	0.161020	0.135428	0.158224	0.251736	0.183939	0.176198	0.307600	0.186557	0.269835	0.104748	0.432065	0.267826	0.245011	0.089585	0.152239	0.250181	0.240709	0.089624	0.121148	0.253702	0.348855	0.115386	0.241024	0.220877	0.157629	0.069654	0.189976	0.198147	0.214227	0.165418	0.174950	0.177338	0.343527	0.068607	0.081866	0.188975	0.286293	0.054900	0.055007	0.363910	0.164799	0.134405	0.323242	0.204148	0.247848	0.092455	0.138980	0.288537	0.269359	0.106781	0.188717	0.305306	0.521560	0.129927	0.077316	0.331812	0.196708	0.192139	0.166451	0.217764	0.243593	0.110616	0.095913	0.186740	0.240471
12	0.405531	0.353043	0.178293	0.239276	0.187042	0.077518	0.367546	0.476252	0.055537	0.202062	0.447830	0.301696	0.055072	0.056741	0.189481	0.169856	0.132695	0.148408	0.246941	0.166856	0.127231	0.308677	0.220824	0.280690	0.102439	0.405684	0.280170	0.314423	0.090562	0.150584	0.242798	0.232046	0.073709	0.096970	0.254634	0.345904	0.112442	0.238262	0.249799	0.189601	0.068443	0.172359	0.260058	0.273883	0.174707	0.159481	0.170344	0.382888	0.051460	0.081745	0.191432	0.284206	0.066409	0.057197	0.361695	0.157385	0.111881	0.303574	0.203223	0.230054	0.096840	0.139207	0.309336	0.265409	0.099440	0.188773	0.307911	0.537787	0.126871	0.080869	0.294300	0.198630	0.190465	0.163509	0.215316	0.237855	0.110353	0.127526	0.183956	0.256271
13	0.404885	0.351452	0.159924	0.241725	0.196896	0.082302	0.403470	0.515723	0.057483	0.201467	0.465499	0.273562	0.055764	0.064843	0.185243	0.223782	0.121784	0.135690	0.242729	0.170135	0.115619	0.314273	0.242947	0.352694	0.102292	0.407146	0.280312	0.355738	0.088852	0.144293	0.221050	0.214020	0.072475	0.102547	0.291871	0.337857	0.105413	0.239228	0.249502	0.197559	0.062203	0.141848	0.267704	0.372459	0.183050	0.160839	0.165797	0.383731	0.032498	0.081061	0.194986	0.267407	0.066069	0.052356	0.338397	0.153087	0.108124	0.280122	0.215696	0.220084	0.103763	0.140236	0.309508	0.246203	0.093861	0.192932	0.327678	0.537829	0.128276	0.083539	0.268552	0.199213	0.189065	0.138345	0.217643	0.238294	0.109096	0.126404	0.189589	0.258400
14	0.390037	0.357776	0.151866	0.239492	0.196489	0.086442	0.412898	0.520888	0.058064	0.194349	0.485441	0.258460	0.065581	0.076242	0.230637	0.244278	0.112576	0.130951	0.238372	0.180136	0.116430	0.319791	0.238380	0.400010	0.101128	0.409037	0.273983	0.372669	0.101130	0.151114	0.230166	0.222905	0.076380	0.121245	0.294781	0.330214	0.101066	0.216886	0.244029	0.190558	0.053239	0.118421	0.262725	0.438890	0.185762	0.198427	0.162344	0.377762	0.028493	0.082671	0.191613	0.253177	0.065697	0.056884	0.328833	0.132814	0.106099	0.264755	0.214981	0.221191	0.128187	0.139511	0.305884	0.239311	0.094173	0.192861	0.340163	0.538515	0.130462	0.086298	0.259140	0.201302	0.187422	0.132900	0.220067	0.234675	0.102491	0.126468	0.193238	0.258811
15	0.360980	0.382836	0.118183	0.236693	0.196313	0.087093	0.410603	0.509367	0.067605	0.188176	0.483735	0.261454	0.069155	0.075147	0.304971	0.244884	0.108995	0.128912	0.240767	0.183961	0.114071	0.323223	0.232597	0.405698	0.107576	0.439372	0.264217	0.373617	0.109727	0.157687	0.291423	0.219027	0.076379	0.129506	0.297135	0.328263	0.099920	0.213079	0.253200	0.170365	0.057956	0.119191	0.270188	0.458461	0.178265	0.205704	0.161365	0.368214	0.031653	0.087034	0.187015	0.281638	0.072745	0.057726	0.303838	0.119844	0.105284	0.233377	0.208957	0.221728	0.143492	0.137778	0.305283	0.238082	0.095035	0.192442	0.316600	0.536279	0.116250	0.086148	0.261362	0.198154	0.182716	0.133410	0.231978	0.243086	0.103589	0.122059	0.194037	0.257935
16	0.330537	0.411261	0.096886	0.221437	0.196425	0.089412	0.414924	0.496174	0.082069	0.193089	0.510819	0.278804	0.071499	0.082715	0.321869	0.275170	0.108746	0.128329	0.255696	0.178229	0.103924	0.324398	0.276498	0.405088	0.128858	0.459500	0.276894	0.402500	0.103789	0.156668	0.291378	0.249243	0.074783	0.130747	0.307601	0.321373	0.094359	0.162550	0.262934	0.163959	0.062949	0.122879	0.314000	0.454374	0.183024	0.202513	0.176328	0.368013	0.040391	0.090729	0.187008	0.312349	0.071405	0.059715	0.301223	0.122417	0.106557	0.167521	0.205897	0.220539	0.146849	0.137918	0.304733	0.228961	0.095528	0.193055	0.300780	0.504429	0.102100	0.085457	0.259842	0.196920	0.168047	0.104967	0.254579	0.287214	0.102809	0.125728	0.200096	0.297307
17	0.133988	0.418107	0.094617	0.282638	0.196443	0.094479	0.411230	0.498942	0.083554	0.183006	0.507825	0.318123	0.083678	0.102866	0.322276	0.287766	0.106788	0.130756	0.267736	0.151136	0.103292	0.321555	0.406173	0.410375	0.137624	0.482179	0.263399	0.467659	0.123441	0.163449	0.346338	0.287307	0.076548	0.132654	0.297031	0.313589	0.092376	0.101417	0.260650	0.170014	0.068125	0.112142	0.348391	0.458874	0.185281	0.201525	0.181051	0.367395	0.040761	0.088497	0.191733	0.319956	0.070166	0.096620	0.276774	0.131680	0.107895	0.157216	0.207796	0.227967	0.149665	0.138058	0.308514	0.210675	0.094699	0.190954	0.304177	0.485931	0.101579	0.086484	0.256975	0.188918	0.160104	0.083148	0.258863	0.325375	0.083111	0.136586	0.209721	0.317019
18	0.088082	0.336583	0.139524	0.332576	0.192615	0.091218	0.414691	0.514421	0.080711	0.125165	0.480884	0.344872	0.084208	0.108853	0.332209	0.286682	0.097178	0.139466	0.234266	0.166502	0.111225	0.284149	0.441595	0.410223	0.137000	0.492258	0.229229	0.515282	0.138073	0.181812	0.406331	0.292306	0.076664	0.132452	0.284873	0.308426	0.090926	0.091491	0.261578	0.176938	0.068074	0.115832	0.367902	0.501456	0.185534	0.197891	0.186309	0.369560	0.041020	0.087300	0.192341	0.324955	0.082114	0.129361	0.243147	0.153067	0.116656	0.163147	0.219626	0.243468	0.177924	0.132476	0.302868	0.188363	0.097655	0.198387	0.301047	0.499204	0.102045	0.108665	0.246927	0.188739	0.153434	0.069062	0.287659	0.327975	0.080068	0.138666	0.223528	0.313571
19	0.090837	0.338335	0.217971	0.329584	0.191057	0.086615	0.411723	0.538235	0.078105	0.125069	0.475761	0.349859	0.088520	0.110901	0.344113	0.297246	0.076290	0.144572	0.212796	0.205215	0.130818	0.278520	0.452661	0.419456	0.136131	0.493779	0.223741	0.532551	0.139310	0.181327	0.408512	0.292580	0.076925	0.130501	0.291974	0.287226	0.094752	0.089908	0.260697	0.175440	0.076453	0.133143	0.369375	0.569036	0.182288	0.197137	0.210444	0.378301	0.057094	0.111041	0.222541	0.319806	0.086036	0.163373	0.233408	0.194224	0.125025	0.157905	0.220707	0.249570	0.260336	0.113794	0.297775	0.197333	0.117989	0.209864	0.307336	0.489064	0.100135	0.120210	0.227603	0.175425	0.154057	0.071868	0.347505	0.327594	0.077405	0.129799	0.225814	0.313901
20	0.100064	0.345425	0.248970	0.393983	0.199639	0.099245	0.412633	0.556731	0.077480	0.127539	0.424278	0.330682	0.088456	0.111352	0.334862	0.305181	0.062991	0.149403	0.205442	0.216877	0.143992	0.272150	0.471159	0.423639	0.136874	0.494143	0.229662	0.543734	0.139336	0.178367	0.410165	0.291348	0.080336	0.134088	0.291303	0.290387	0.090108	0.097245	0.256860	0.174257	0.097040	0.138944	0.438645	0.596066	0.178732	0.202458	0.210678	0.401568	0.061624	0.121330	0.295644	0.324325	0.086718	0.170156	0.247064	0.218051	0.126061	0.148057	0.214444	0.252849	0.266025	0.080719	0.282297	0.203219	0.127217	0.206496	0.309294	0.485980	0.084200	0.136687	0.150942	0.157038	0.160449	0.071750	0.378444	0.334444	0.074069	0.128640	0.201298	0.307746
21	0.113144	0.353631	0.325110	0.429697	0.219611	0.127389	0.419962	0.553437	0.077021	0.128039	0.376041	0.326919	0.087406	0.111484	0.326838	0.304529	0.060874	0.151233	0.205894	0.224066	0.146774	0.255021	0.469421	0.430766	0.138043	0.490988	0.233957	0.545842	0.140314	0.173638	0.412406	0.286916	0.091616	0.137665	0.285714	0.295037	0.067899	0.098913	0.259043	0.173018	0.106217	0.131145	0.459359	0.612405	0.188328	0.219867	0.229424	0.424091	0.065127	0.119877	0.394805	0.356219	0.087957	0.172714	0.261380	0.231303	0.125554	0.148290	0.196765	0.246966	0.264812	0.078322	0.270523	0.170636	0.120255	0.188129	0.275002	0.485772	0.065336	0.137524	0.146201	0.156147	0.119823	0.073014	0.380493	0.339097	0.071427	0.128698	0.187186	0.300919
