	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_01.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_02.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_03.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_05.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_06.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_08.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_09.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_10.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d	104_F_P_sh_R_D_A_12.c3d
7	0.124223	0.098501	0.274468	0.363205	0.390202	0.478336	0.563850	0.417214	0.237201	0.230110	0.132286	0.222475	0.052362	0.532181	0.349260	0.448231	0.119390	0.087455	0.181660	0.166134	0.169236	0.397883	0.533798	0.314306	0.164420	0.367765	0.294793	0.240192	0.083853	0.576313	0.215733	0.073697	0.113556	0.120731	0.233388	0.250862	1.181257	0.156329	0.395790	0.326139	0.206083	0.297505	0.352794	0.269476	0.160923	0.331356	0.347400	0.233591	0.136445	0.338126	0.248089	0.144876	0.121905	0.191420	0.525856	0.232190	0.091214	0.138634	0.206535	0.158220	0.388737	0.309927	0.346715	0.134118	0.155620	0.341023	0.217056	0.171650	0.200486	0.270227	0.292560	0.153181
8	0.119505	0.100479	0.263263	0.401356	0.410810	0.475304	0.567411	0.325805	0.228224	0.171473	0.097352	0.202967	0.054188	0.541989	0.386518	0.453603	0.103983	0.095124	0.174087	0.151762	0.132668	0.397331	0.538432	0.295897	0.161310	0.347865	0.292923	0.241119	0.055053	0.517589	0.208008	0.073769	0.132396	0.138424	0.230296	0.247737	1.177092	0.155770	0.407052	0.339457	0.206076	0.300124	0.355112	0.286379	0.182465	0.606285	0.354971	0.229433	0.130219	0.321836	0.250378	0.139516	0.118197	0.241648	0.507047	0.187637	0.096055	0.148664	0.232369	0.170979	0.354916	0.229602	0.336956	0.137769	0.163725	0.380658	0.222585	0.171086	0.172501	0.274033	0.365892	0.208703
9	0.113013	0.100935	0.258418	0.411148	0.408971	0.455035	0.559968	0.312767	0.216583	0.179004	0.101587	0.197370	0.057344	0.554902	0.418048	0.487831	0.101852	0.097073	0.181861	0.140033	0.130055	0.393958	0.541835	0.301872	0.158474	0.307348	0.292919	0.253700	0.066140	0.490419	0.164549	0.074685	0.169082	0.150664	0.230549	0.235950	1.132783	0.161659	0.389916	0.345408	0.209634	0.300816	0.356811	0.270968	0.182941	0.633917	0.407006	0.214944	0.121582	0.307029	0.257154	0.139607	0.118973	0.282270	0.490126	0.124215	0.102777	0.166421	0.221017	0.177238	0.281550	0.226606	0.427087	0.237954	0.162522	0.382996	0.238558	0.163600	0.172690	0.295814	0.393846	0.221810
10	0.093377	0.103918	0.213019	0.445106	0.371998	0.408139	0.541211	0.314634	0.202453	0.165172	0.118922	0.222567	0.123367	0.591437	0.420731	0.495758	0.106128	0.094317	0.208553	0.150345	0.122701	0.378496	0.518112	0.307235	0.157900	0.278687	0.288133	0.260534	0.080320	0.480435	0.180154	0.065651	0.173311	0.152578	0.225649	0.221656	1.076143	0.166062	0.387197	0.355409	0.218175	0.299312	0.356168	0.221677	0.180418	0.782821	0.370506	0.162853	0.117136	0.307672	0.254516	0.136574	0.119157	0.288037	0.475042	0.115050	0.116130	0.176066	0.216444	0.198388	0.165538	0.233961	0.448748	0.235471	0.149639	0.381597	0.252533	0.157207	0.177034	0.410606	0.452552	0.224090
11	0.076727	0.085424	0.148653	0.443906	0.305098	0.342468	0.526603	0.388163	0.199137	0.110830	0.192971	0.218938	0.135073	0.661677	0.424776	0.493552	0.108530	0.091007	0.203606	0.238441	0.118043	0.371642	0.529527	0.285120	0.156250	0.262762	0.276042	0.248802	0.083268	0.459659	0.287399	0.069167	0.173086	0.156724	0.207471	0.218930	1.057645	0.175261	0.390235	0.347758	0.224899	0.293525	0.350329	0.213258	0.197614	0.847721	0.342967	0.156564	0.121652	0.315345	0.243843	0.140823	0.126832	0.298100	0.384366	0.091664	0.131316	0.170489	0.239923	0.201996	0.149119	0.236229	0.453094	0.264863	0.196757	0.354760	0.232807	0.157243	0.177792	0.432728	0.451812	0.305845
12	0.037426	0.072160	0.134825	0.458704	0.279747	0.331441	0.433252	0.377925	0.197696	0.102060	0.278418	0.211316	0.133016	0.620353	0.417032	0.492742	0.101384	0.091230	0.177150	0.276673	0.117025	0.367745	0.518995	0.273164	0.154991	0.222439	0.261864	0.237771	0.086195	0.259399	0.370333	0.135474	0.174227	0.174452	0.209979	0.221942	1.047248	0.149417	0.379467	0.296847	0.225163	0.277320	0.337565	0.245262	0.270127	0.858207	0.394585	0.147114	0.138448	0.314874	0.247353	0.141906	0.140306	0.319502	0.387456	0.111255	0.136166	0.151401	0.284644	0.216407	0.151508	0.191975	0.475642	0.265668	0.235918	0.333947	0.208613	0.130171	0.187467	0.429139	0.453237	0.347329
13	0.045210	0.067854	0.174200	0.462598	0.254483	0.330716	0.411206	0.371769	0.188356	0.102792	0.344896	0.223859	0.132435	0.622246	0.389586	0.446042	0.083774	0.115374	0.213554	0.293014	0.107028	0.379966	0.442960	0.273504	0.152393	0.218027	0.252385	0.239017	0.084853	0.221063	0.383504	0.199194	0.181692	0.201146	0.228257	0.217035	0.539305	0.130612	0.320753	0.256793	0.218451	0.234283	0.312433	0.281579	0.271477	0.859799	0.398991	0.122809	0.147456	0.259769	0.254227	0.141846	0.103784	0.322608	0.316174	0.117965	0.139543	0.142536	0.289708	0.305753	0.136619	0.171641	0.506847	0.263829	0.278352	0.333495	0.212421	0.128214	0.194681	0.429480	0.456194	0.348219
14	0.048847	0.068527	0.245546	0.475922	0.250097	0.302995	0.415983	0.378803	0.188538	0.103275	0.352075	0.252217	0.129984	0.569001	0.368439	0.391103	0.082861	0.129915	0.273794	0.345789	0.121210	0.274919	0.379155	0.264069	0.151611	0.212888	0.240102	0.239517	0.085655	0.226909	0.423768	0.202284	0.181547	0.217147	0.245068	0.194940	0.253563	0.130832	0.324179	0.268213	0.209361	0.177275	0.306225	0.306741	0.266843	0.857568	0.380627	0.117832	0.165394	0.186694	0.251128	0.141670	0.089908	0.310225	0.184606	0.123357	0.141267	0.142231	0.290921	0.357277	0.137583	0.171223	0.441457	0.257417	0.289240	0.333112	0.219658	0.125982	0.194035	0.417266	0.486378	0.347793
15	0.052161	0.067698	0.250109	0.417862	0.241979	0.202025	0.399557	0.395071	0.186884	0.103824	0.362303	0.278247	0.129059	0.511891	0.360762	0.338226	0.084463	0.135799	0.279450	0.351601	0.150515	0.235503	0.330657	0.232521	0.131787	0.131471	0.225361	0.241506	0.102240	0.221866	0.537112	0.203582	0.183825	0.227595	0.247125	0.181088	0.244403	0.130816	0.300412	0.263712	0.195340	0.164702	0.324095	0.322252	0.249387	0.816020	0.373118	0.118084	0.182096	0.165964	0.253094	0.136997	0.087614	0.264097	0.164435	0.153777	0.139731	0.135440	0.289324	0.378763	0.134036	0.177908	0.401758	0.255782	0.290604	0.324392	0.227054	0.111053	0.192949	0.371656	0.479253	0.352638
16	0.060650	0.063804	0.285863	0.357601	0.232108	0.156739	0.341672	0.395197	0.193295	0.105880	0.457400	0.296341	0.129783	0.512108	0.335470	0.287861	0.085251	0.135680	0.289540	0.340214	0.136882	0.242867	0.266612	0.177954	0.061353	0.064146	0.205388	0.247993	0.116396	0.208799	0.587165	0.252063	0.194012	0.232860	0.232553	0.180177	0.243670	0.130224	0.261670	0.239767	0.166508	0.165501	0.311312	0.327281	0.232181	0.653321	0.344205	0.111595	0.190706	0.156864	0.269666	0.129973	0.085175	0.229522	0.154912	0.162459	0.128887	0.132229	0.283748	0.400821	0.104744	0.170718	0.401233	0.249778	0.310240	0.280639	0.234758	0.087366	0.160012	0.372748	0.431441	0.333649
17	0.070230	0.079387	0.315748	0.351006	0.171537	0.114849	0.237499	0.385876	0.201885	0.105444	0.519166	0.322612	0.132197	0.509207	0.262711	0.289027	0.079763	0.125786	0.289699	0.338348	0.137684	0.261544	0.247746	0.170838	0.055378	0.056060	0.158760	0.247524	0.123466	0.174503	0.602323	0.303863	0.214252	0.233055	0.199607	0.176236	0.226297	0.131233	0.246899	0.221099	0.160125	0.163918	0.259424	0.330986	0.223743	0.601200	0.293110	0.095629	0.195517	0.150991	0.274815	0.110883	0.083076	0.174885	0.154441	0.156575	0.157648	0.188993	0.263802	0.425253	0.079534	0.165880	0.320352	0.147671	0.350973	0.269162	0.234369	0.081831	0.151675	0.378794	0.393328	0.308479
18	0.069690	0.078628	0.318389	0.306642	0.112233	0.110045	0.220901	0.379731	0.190162	0.110218	0.536580	0.339276	0.131245	0.504201	0.201121	0.293861	0.075372	0.123061	0.287010	0.339505	0.139038	0.274777	0.228964	0.149468	0.058776	0.049924	0.139069	0.226617	0.126882	0.189143	0.605149	0.310471	0.226180	0.230480	0.218337	0.173459	0.207340	0.124693	0.253828	0.209276	0.144944	0.163656	0.218188	0.344096	0.221421	0.457972	0.259511	0.102461	0.278378	0.147509	0.259874	0.112577	0.082276	0.175120	0.150651	0.154847	0.222200	0.258951	0.265042	0.509016	0.073489	0.157828	0.271007	0.145555	0.372123	0.249185	0.224230	0.080865	0.140809	0.301601	0.317925	0.308770
19	0.071222	0.073317	0.319110	0.440365	0.105773	0.118117	0.199960	0.474200	0.167259	0.117145	0.540749	0.341893	0.074141	0.475319	0.186397	0.293760	0.071582	0.124277	0.268582	0.335370	0.139366	0.305370	0.228575	0.123075	0.069530	0.040391	0.125313	0.193432	0.119319	0.195740	0.609644	0.316833	0.224261	0.223930	0.258487	0.173734	0.202864	0.118195	0.248386	0.194849	0.137277	0.154432	0.213146	0.358661	0.209334	0.302699	0.251313	0.141621	0.325171	0.146285	0.225397	0.102358	0.067139	0.177003	0.129879	0.157316	0.319842	0.292739	0.264711	0.529917	0.070665	0.148975	0.263741	0.075564	0.371219	0.238860	0.226823	0.081205	0.136104	0.189634	0.301431	0.271679
20	0.073882	0.075864	0.322246	0.433658	0.105392	0.118465	0.200923	0.510115	0.159356	0.117594	0.544406	0.342591	0.044391	0.297657	0.081220	0.308766	0.064616	0.126134	0.266328	0.281006	0.151385	0.314075	0.208576	0.118968	0.069527	0.037897	0.137297	0.198310	0.137325	0.195034	0.613335	0.341143	0.219002	0.220707	0.271976	0.185038	0.193075	0.109568	0.239380	0.187660	0.129143	0.149270	0.217265	0.366086	0.113227	0.259270	0.164053	0.142639	0.333070	0.147979	0.198689	0.097204	0.038328	0.139617	0.060622	0.139743	0.329571	0.300338	0.248851	0.526142	0.049151	0.175069	0.229326	0.041252	0.368821	0.191362	0.219371	0.081985	0.132676	0.174071	0.305340	0.175500
21	0.074685	0.083075	0.301345	0.442026	0.102365	0.120622	0.192846	0.486241	0.165475	0.111865	0.563065	0.366769	0.048614	0.272301	0.130681	0.344927	0.059887	0.132016	0.266217	0.250672	0.189187	0.318049	0.149144	0.106340	0.070868	0.062763	0.162721	0.223875	0.152764	0.175498	0.572347	0.349101	0.231125	0.255734	0.275776	0.191670	0.167227	0.172361	0.219944	0.157658	0.125837	0.132949	0.234593	0.368937	0.064267	0.257880	0.067348	0.134078	0.333345	0.149419	0.195701	0.099750	0.037239	0.139799	0.069260	0.136996	0.342386	0.391333	0.184317	0.514727	0.056543	0.210846	0.115577	0.105417	0.365954	0.097776	0.200457	0.081036	0.085372	0.173899	0.305328	0.160804
22	0.075722	0.086223	0.260078	0.477260	0.095607	0.138768	0.188516	0.494933	0.204027	0.098120	0.592406	0.400393	0.052644	0.252401	0.141867	0.368260	0.058535	0.121750	0.230059	0.234101	0.252187	0.301927	0.129012	0.112196	0.072407	0.097982	0.177169	0.233266	0.153111	0.185922	0.530332	0.318253	0.234994	0.287266	0.275676	0.186330	0.087118	0.240272	0.210496	0.144002	0.121262	0.090481	0.259586	0.361882	0.065319	0.275709	0.057079	0.126491	0.333295	0.151377	0.185667	0.099117	0.035818	0.141477	0.070927	0.138313	0.371342	0.414068	0.185709	0.469628	0.074589	0.247581	0.122246	0.144433	0.364973	0.085098	0.171648	0.083065	0.079861	0.168372	0.261823	0.145838
23	0.088908	0.088975	0.321008	0.507127	0.091498	0.149799	0.173649	0.490663	0.238979	0.085677	0.614989	0.422722	0.055950	0.246718	0.141803	0.420368	0.057680	0.111744	0.230384	0.145184	0.271234	0.279868	0.125926	0.109915	0.072786	0.122149	0.191459	0.219436	0.165594	0.186902	0.527704	0.303779	0.236814	0.294729	0.276367	0.174990	0.065086	0.301553	0.150326	0.125068	0.118130	0.079837	0.259712	0.346982	0.065441	0.306565	0.060206	0.137503	0.333304	0.143998	0.176012	0.101304	0.041584	0.178906	0.082309	0.174192	0.384161	0.413341	0.169307	0.430600	0.081006	0.245923	0.117822	0.149342	0.359087	0.087215	0.179295	0.119027	0.072794	0.161090	0.161199	0.118750
24	0.085413	0.091477	0.342751	0.507272	0.081818	0.132882	0.167294	0.476712	0.276412	0.085080	0.605152	0.435687	0.058812	0.248698	0.141013	0.436557	0.055837	0.108861	0.328499	0.130482	0.282916	0.306090	0.122890	0.142575	0.071925	0.129255	0.198011	0.220010	0.167664	0.176451	0.468334	0.327828	0.251635	0.295611	0.281341	0.177306	0.059357	0.375915	0.117069	0.098137	0.117773	0.094294	0.261486	0.339162	0.066246	0.324759	0.061121	0.139835	0.332411	0.133026	0.174090	0.093763	0.060825	0.223906	0.110084	0.173712	0.426623	0.412945	0.170247	0.414868	0.086383	0.250366	0.120028	0.164245	0.330915	0.091808	0.186994	0.121049	0.061095	0.155577	0.135823	0.086479
25	0.107886	0.099270	0.318850	0.500112	0.080522	0.129807	0.174814	0.461213	0.351170	0.090505	0.570635	0.432734	0.059159	0.264391	0.140074	0.446995	0.056728	0.109716	0.346341	0.132595	0.376687	0.375044	0.096657	0.147010	0.070883	0.136811	0.199794	0.238787	0.157552	0.163305	0.341079	0.335302	0.268250	0.286782	0.310997	0.263623	0.121026	0.438757	0.110290	0.100484	0.114146	0.123912	0.270902	0.339640	0.072508	0.319460	0.059694	0.141231	0.325974	0.124927	0.170555	0.092853	0.061985	0.226111	0.113120	0.185015	0.429194	0.413602	0.163591	0.421616	0.085795	0.255418	0.123156	0.167924	0.303734	0.095754	0.185804	0.121460	0.057859	0.136631	0.132883	0.068643
