	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_01.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_02.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_03.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_04.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_05.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_06.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_08.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_09.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d	326_At_T1_sh_L_ND_10.c3d
7	0.131677	0.255915	0.180609	0.385959	0.162638	0.204251	0.259477	0.581170	0.168788	0.263239	0.367535	0.345853	0.225372	0.252325	0.172696	0.271295	0.096908	0.096446	0.189605	0.269137	0.318942	0.311703	0.231672	0.376521	0.083427	0.090755	0.258493	0.519874	0.172670	0.402439	0.409284	0.334816	0.139285	0.121226	0.142833	0.294480	0.577697	0.194402	0.216593	0.226345	0.186335	0.146197	0.190217	0.386769	0.091606	0.103215	0.230308	0.437669	0.140187	0.084008	0.174624	0.208159	0.262492	0.365806	0.434294	0.503194	0.308606	0.103480	0.142143	0.349768	0.065126	0.074308	0.393166	0.270058	0.345656	0.129094	0.195335	0.393651	0.075002	0.092734	0.279274	0.346749
8	0.048718	0.281779	0.180512	0.310901	0.124229	0.218492	0.320021	0.690024	0.167785	0.271427	0.263032	0.340488	0.179698	0.251334	0.173775	0.285713	0.100026	0.106017	0.225320	0.261186	0.369539	0.321283	0.228644	0.422480	0.071555	0.092675	0.244812	0.558386	0.179009	0.429313	0.428088	0.324829	0.144669	0.105157	0.159414	0.286702	0.568291	0.191709	0.218880	0.289505	0.181919	0.164523	0.196529	0.435387	0.094972	0.102764	0.297862	0.465806	0.157974	0.081282	0.176352	0.213399	0.260740	0.366759	0.383974	0.504925	0.290828	0.118603	0.137837	0.359332	0.075080	0.098001	0.410476	0.291144	0.369953	0.163312	0.238813	0.337811	0.080734	0.109781	0.270396	0.362568
9	0.088028	0.447565	0.174307	0.321639	0.089628	0.240481	0.385720	0.677477	0.182761	0.270842	0.228151	0.279164	0.170588	0.263378	0.169228	0.301877	0.091977	0.103105	0.268814	0.262252	0.441192	0.326468	0.210199	0.455642	0.074909	0.113715	0.193627	0.523913	0.171501	0.427862	0.435573	0.319617	0.151095	0.102131	0.174716	0.306927	0.571701	0.207610	0.251501	0.336752	0.202932	0.194365	0.211168	0.454489	0.087673	0.103728	0.366632	0.437788	0.163356	0.081648	0.179777	0.229344	0.257658	0.367608	0.326643	0.508348	0.266004	0.118985	0.134493	0.356927	0.075408	0.104326	0.424013	0.305058	0.379495	0.164222	0.317381	0.309344	0.083464	0.116918	0.267894	0.372271
10	0.104589	0.457281	0.172247	0.358897	0.090245	0.244117	0.390942	0.716497	0.175312	0.266659	0.218068	0.237930	0.157217	0.283558	0.186031	0.309110	0.082447	0.104778	0.277062	0.259443	0.486036	0.350022	0.172502	0.426068	0.087031	0.129913	0.185880	0.466763	0.148104	0.406211	0.428998	0.351440	0.151344	0.115112	0.233466	0.377619	0.577968	0.229532	0.373201	0.367878	0.210412	0.204203	0.247453	0.427774	0.084110	0.135263	0.374729	0.441689	0.178111	0.071611	0.177907	0.235611	0.225865	0.366894	0.318618	0.488058	0.228323	0.120383	0.093699	0.305115	0.097984	0.098758	0.433787	0.286523	0.318933	0.166076	0.354134	0.303012	0.082867	0.117203	0.267693	0.366357
11	0.116768	0.459530	0.265575	0.340798	0.110484	0.253542	0.430821	0.840025	0.176290	0.248194	0.207404	0.235937	0.170873	0.287587	0.198495	0.331184	0.089283	0.105702	0.267097	0.229636	0.450079	0.344614	0.167944	0.359974	0.093509	0.121287	0.183373	0.445235	0.141239	0.404377	0.424408	0.382027	0.146890	0.116816	0.240336	0.395776	0.634700	0.237509	0.433342	0.405624	0.213734	0.206026	0.234506	0.405106	0.069439	0.129568	0.389626	0.510372	0.192072	0.083207	0.181493	0.237133	0.230636	0.305668	0.327488	0.503140	0.223146	0.119268	0.096942	0.287698	0.132665	0.100083	0.467549	0.271827	0.299019	0.163455	0.373829	0.252221	0.082021	0.118467	0.267431	0.357969
12	0.118006	0.460629	0.274796	0.349696	0.123961	0.196857	0.449658	0.950253	0.192389	0.184598	0.207117	0.231561	0.176024	0.272490	0.201640	0.359493	0.088129	0.106834	0.307311	0.213008	0.447277	0.344783	0.184933	0.352471	0.095351	0.119491	0.159841	0.423901	0.142109	0.403572	0.423080	0.381198	0.145044	0.110958	0.235774	0.394556	0.641288	0.244761	0.449127	0.411391	0.179656	0.192090	0.232285	0.423363	0.069034	0.130555	0.403827	0.515593	0.196349	0.085544	0.192416	0.240452	0.154699	0.292205	0.349509	0.522483	0.217584	0.118516	0.104208	0.316870	0.159483	0.106912	0.491054	0.264844	0.295959	0.178228	0.419859	0.217342	0.083165	0.113975	0.266958	0.372816
13	0.118952	0.460379	0.258500	0.373319	0.124234	0.178902	0.448362	0.982580	0.205792	0.180061	0.235291	0.234670	0.182405	0.225776	0.201028	0.360594	0.079680	0.102387	0.349029	0.258725	0.446981	0.329641	0.217765	0.369851	0.096607	0.123371	0.163695	0.374475	0.143532	0.330682	0.412353	0.383620	0.147431	0.105470	0.233339	0.419535	0.634899	0.278094	0.467190	0.432555	0.162501	0.178441	0.257614	0.431182	0.077554	0.139380	0.405408	0.533972	0.194322	0.086830	0.192188	0.241554	0.131785	0.193971	0.399826	0.531754	0.154153	0.113292	0.073587	0.298910	0.202359	0.109760	0.494705	0.249310	0.289525	0.186491	0.453839	0.232161	0.084976	0.114665	0.274135	0.357326
14	0.122714	0.433159	0.257268	0.384315	0.126769	0.175526	0.442545	0.987137	0.214466	0.187543	0.233209	0.175180	0.183966	0.167193	0.181971	0.362132	0.087997	0.108194	0.347517	0.299963	0.439961	0.233941	0.227885	0.390096	0.106410	0.139815	0.154243	0.480677	0.144617	0.296065	0.406126	0.440172	0.155212	0.101165	0.243531	0.446683	0.569797	0.288764	0.468008	0.435380	0.156920	0.162943	0.296218	0.440462	0.078749	0.139170	0.380899	0.573067	0.193697	0.090038	0.193974	0.239197	0.137808	0.135565	0.397033	0.499007	0.083293	0.077187	0.079693	0.289151	0.201442	0.110278	0.439998	0.237474	0.282382	0.187890	0.455810	0.260530	0.088003	0.119762	0.288850	0.328769
15	0.124370	0.392271	0.309757	0.421083	0.126833	0.174322	0.446681	0.992814	0.222137	0.174265	0.242389	0.215271	0.181246	0.164702	0.178706	0.344039	0.109167	0.124411	0.426758	0.299039	0.434920	0.225152	0.297398	0.413619	0.103239	0.142421	0.211612	0.756652	0.121622	0.260908	0.409608	0.409984	0.174988	0.113672	0.232217	0.443772	0.516388	0.254091	0.570847	0.461752	0.160225	0.160601	0.304183	0.448301	0.072402	0.134265	0.380820	0.532663	0.192615	0.089546	0.193633	0.203904	0.132286	0.128040	0.384845	0.402426	0.051540	0.063758	0.080594	0.265001	0.203668	0.109387	0.336867	0.188913	0.235262	0.187584	0.463159	0.260540	0.085979	0.118610	0.285808	0.404059
16	0.120586	0.384950	0.322652	0.413061	0.125069	0.165476	0.447205	0.799967	0.217535	0.171435	0.290175	0.253692	0.156348	0.161696	0.225574	0.346990	0.123284	0.132378	0.557041	0.420346	0.388269	0.201601	0.372019	0.390989	0.129195	0.158435	0.241820	0.820730	0.105804	0.160925	0.358261	0.397507	0.160086	0.121803	0.230939	0.440203	0.429394	0.236620	0.677384	0.442140	0.156726	0.177898	0.315830	0.431051	0.070444	0.133210	0.391996	0.537762	0.190568	0.089784	0.197033	0.197156	0.116783	0.118190	0.390494	0.413195	0.049974	0.066490	0.123074	0.298829	0.202250	0.089784	0.310216	0.153094	0.169184	0.156381	0.460820	0.232578	0.086974	0.118088	0.270004	0.430785
17	0.093378	0.152390	0.336624	0.404382	0.122685	0.140217	0.409897	0.762347	0.243844	0.175930	0.294957	0.243968	0.152822	0.139723	0.280820	0.341344	0.125442	0.134916	0.554294	0.429597	0.326232	0.197682	0.385518	0.312436	0.137900	0.158462	0.233877	0.839066	0.109151	0.138452	0.287136	0.436444	0.164103	0.119880	0.195631	0.409460	0.355266	0.232394	0.704591	0.448002	0.139113	0.166503	0.372058	0.357425	0.068098	0.132043	0.361042	0.543137	0.190192	0.093022	0.195320	0.193610	0.119127	0.123909	0.420786	0.409824	0.052662	0.060634	0.143182	0.369001	0.214237	0.082014	0.291879	0.088127	0.104954	0.148299	0.417648	0.237675	0.085678	0.116388	0.280531	0.431811
18	0.078702	0.100197	0.336015	0.379755	0.122492	0.095984	0.353501	0.761546	0.327206	0.234061	0.291692	0.254018	0.136529	0.092106	0.288481	0.322408	0.131915	0.145319	0.565082	0.472367	0.130875	0.115068	0.384226	0.302560	0.129857	0.137568	0.294333	0.932610	0.113487	0.142121	0.262857	0.451502	0.161067	0.106026	0.143693	0.356873	0.350219	0.230583	0.705606	0.476043	0.118618	0.151461	0.349586	0.328267	0.062775	0.125456	0.285445	0.524607	0.190455	0.093948	0.174988	0.181477	0.117463	0.124394	0.428279	0.406657	0.052869	0.059326	0.141447	0.376034	0.217067	0.084485	0.272509	0.093562	0.105584	0.143005	0.391238	0.237187	0.084069	0.114276	0.275151	0.436281
19	0.049921	0.085884	0.280416	0.387714	0.104903	0.094396	0.340604	0.699870	0.449473	0.286771	0.288797	0.278394	0.103057	0.076329	0.281527	0.298387	0.133327	0.154808	0.612575	0.500054	0.115162	0.097542	0.391076	0.301916	0.141880	0.154085	0.310626	1.001761	0.125919	0.151983	0.148517	0.412736	0.169262	0.105679	0.150826	0.341591	0.348386	0.230974	0.704746	0.462312	0.110034	0.146717	0.349311	0.328518	0.073417	0.107799	0.283786	0.544530	0.193367	0.093710	0.135504	0.182095	0.131099	0.139855	0.426798	0.406914	0.063761	0.069362	0.167258	0.410741	0.199069	0.079815	0.222764	0.093938	0.105645	0.142547	0.405212	0.235234	0.081919	0.113710	0.238429	0.433083
20	0.058853	0.082846	0.257256	0.358254	0.079539	0.064005	0.238739	0.552822	0.441078	0.287310	0.266297	0.319486	0.068748	0.220410	0.286615	0.262009	0.133631	0.157220	0.626188	0.497435	0.080153	0.098972	0.401347	0.295672	0.161329	0.176898	0.347364	1.052106	0.125844	0.170451	0.170884	0.396606	0.170041	0.106908	0.168202	0.344231	0.344715	0.226349	0.706189	0.448527	0.109660	0.149007	0.348181	0.297088	0.073678	0.091336	0.269096	0.486000	0.181119	0.098254	0.127132	0.193228	0.126633	0.130265	0.416212	0.363219	0.084089	0.096079	0.246321	0.446801	0.177037	0.075087	0.194751	0.109413	0.085184	0.099836	0.360234	0.231432	0.076329	0.113753	0.204588	0.432523
21	0.071533	0.084859	0.275555	0.341974	0.069920	0.075100	0.209360	0.388368	0.434164	0.286760	0.222056	0.330177	0.045175	0.251142	0.281155	0.257426	0.135589	0.158493	0.602644	0.483419	0.077443	0.090699	0.373662	0.286219	0.164001	0.178770	0.375970	1.067292	0.127939	0.179622	0.198725	0.388372	0.158554	0.108829	0.158666	0.273493	0.337606	0.201189	0.672162	0.455890	0.117524	0.156309	0.341184	0.272808	0.074702	0.126519	0.235206	0.461707	0.203979	0.105249	0.134957	0.174983	0.120004	0.133342	0.400087	0.311364	0.080910	0.095907	0.247173	0.511809	0.127979	0.079549	0.172004	0.138616	0.057560	0.069190	0.283846	0.225555	0.073757	0.113325	0.211652	0.435092
22	0.065684	0.083343	0.279989	0.359192	0.088120	0.090319	0.207447	0.359868	0.423854	0.279613	0.223786	0.324784	0.034807	0.291650	0.267629	0.347084	0.137512	0.158351	0.601980	0.439353	0.072079	0.108911	0.373875	0.240167	0.161433	0.177173	0.372567	1.044484	0.129537	0.180115	0.198799	0.376653	0.137122	0.099626	0.139742	0.159532	0.268393	0.186240	0.606842	0.411295	0.115405	0.154651	0.293655	0.233029	0.065952	0.118560	0.234947	0.467561	0.214345	0.109980	0.133166	0.168821	0.110620	0.136972	0.391664	0.287421	0.099345	0.135510	0.282052	0.528159	0.123393	0.072845	0.171301	0.149141	0.071318	0.063002	0.274657	0.199365	0.077345	0.108314	0.265409	0.432167
23	0.074088	0.088817	0.225742	0.313296	0.094023	0.112975	0.202524	0.332894	0.418261	0.266971	0.220863	0.289332	0.040233	0.300781	0.277659	0.358147	0.122803	0.142577	0.590419	0.437724	0.068647	0.109293	0.330960	0.185155	0.155476	0.181861	0.365042	0.973752	0.130021	0.178211	0.206211	0.285456	0.099228	0.096309	0.128480	0.152148	0.190442	0.177991	0.585178	0.396136	0.113788	0.161555	0.292577	0.253590	0.057938	0.114100	0.284012	0.416248	0.186794	0.103631	0.131768	0.175469	0.098530	0.136678	0.356988	0.287279	0.107669	0.142759	0.294683	0.514252	0.128997	0.082481	0.169463	0.150863	0.077943	0.063345	0.266338	0.174007	0.076968	0.096153	0.312158	0.406628
24	0.076210	0.088180	0.192117	0.273304	0.130285	0.113465	0.188479	0.283272	0.418870	0.254245	0.168634	0.248581	0.046269	0.306447	0.258524	0.376375	0.094685	0.119956	0.514963	0.355192	0.035968	0.095216	0.254063	0.196385	0.142345	0.169963	0.331441	0.847505	0.132744	0.197834	0.236210	0.279748	0.093147	0.118030	0.124760	0.134046	0.170250	0.152223	0.582790	0.384746	0.109819	0.139324	0.310056	0.312150	0.060762	0.114957	0.306021	0.409603	0.181950	0.092881	0.111087	0.175804	0.096463	0.147197	0.340064	0.260891	0.123222	0.154206	0.302781	0.494054	0.182987	0.111374	0.171622	0.150196	0.077039	0.083503	0.241303	0.166713	0.079595	0.091476	0.330886	0.373908
25	0.084431	0.173680	0.209357	0.269779	0.147071	0.121061	0.155870	0.289150	0.404424	0.247248	0.176670	0.241573	0.054449	0.306016	0.196809	0.417308	0.098862	0.140263	0.496857	0.338840	0.031551	0.094581	0.221580	0.217979	0.123905	0.156545	0.366407	0.836284	0.127490	0.215248	0.258425	0.244643	0.088699	0.144915	0.137669	0.122236	0.171366	0.069918	0.576774	0.386110	0.082201	0.101942	0.233313	0.347971	0.056318	0.115419	0.290405	0.396927	0.180154	0.096449	0.103383	0.185559	0.096190	0.149268	0.342119	0.185800	0.128802	0.157527	0.353767	0.479293	0.223195	0.130964	0.189494	0.146673	0.075850	0.097504	0.241272	0.103351	0.079129	0.091017	0.331930	0.372986
