	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_01.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_02.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_03.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_04.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_05.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_07.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_08.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_09.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d	304_At_T2_sh_ND_10.c3d
7	0.139939	0.272416	0.230675	0.439630	0.138262	0.250735	0.119246	0.452560	0.061688	0.204737	0.150822	0.390016	0.436440	0.609169	0.126439	0.347734	0.153617	0.400412	0.125574	0.505409	0.095808	0.117523	0.227399	0.233535	0.279558	0.507364	0.183089	0.366248	0.503099	0.417536	0.191906	0.451412	0.257954	0.680559	0.062999	0.234041	0.325339	0.342982	0.160321	0.546570	0.229399	0.284127	0.156630	0.291264	0.219623	0.302355	0.176633	0.592468	0.051634	0.149659	0.093401	0.177781	0.081269	0.112769	0.258382	0.697653	0.351036	0.324509	0.101645	0.290759	0.045051	0.129506	0.127770	0.258174	0.098335	0.141458	0.121798	0.182390	0.311293	0.428646	0.194013	0.326128
8	0.169372	0.380707	0.231666	0.440647	0.138739	0.250222	0.140971	0.443097	0.059225	0.199463	0.150673	0.400955	0.443988	0.589830	0.128251	0.542632	0.155743	0.357947	0.140153	0.497410	0.094773	0.110695	0.245948	0.256774	0.269840	0.531331	0.184349	0.362997	0.476780	0.416427	0.178167	0.392341	0.246129	0.618229	0.061078	0.226309	0.275637	0.305069	0.174683	0.539248	0.257648	0.313770	0.121861	0.229160	0.077197	0.201297	0.173323	0.558572	0.057035	0.144530	0.085370	0.189051	0.088042	0.117674	0.264337	0.776708	0.334307	0.338288	0.102960	0.323806	0.044109	0.139526	0.125444	0.256413	0.071221	0.108578	0.123620	0.185559	0.317824	0.437644	0.217755	0.323443
9	0.164595	0.383016	0.221003	0.443160	0.138780	0.248344	0.146560	0.444842	0.060339	0.200414	0.158888	0.415956	0.404752	0.589446	0.135572	0.557408	0.123609	0.276262	0.154840	0.493881	0.095498	0.119085	0.258352	0.265529	0.252584	0.536343	0.174299	0.345571	0.465935	0.372681	0.220855	0.550668	0.195351	0.514142	0.058916	0.209002	0.266879	0.311202	0.173285	0.508919	0.256345	0.313335	0.116336	0.204320	0.052271	0.232534	0.152559	0.535284	0.054123	0.131809	0.087477	0.194236	0.095058	0.119148	0.263705	0.812806	0.231836	0.238108	0.097726	0.332173	0.069389	0.149759	0.123998	0.265959	0.063651	0.110371	0.127245	0.241044	0.318046	0.443093	0.224348	0.280734
10	0.164248	0.398891	0.210024	0.441266	0.140050	0.263167	0.160797	0.453347	0.062153	0.175795	0.182118	0.405181	0.387802	0.558909	0.139509	0.545641	0.124843	0.265554	0.153405	0.490433	0.094999	0.123942	0.278758	0.297929	0.239700	0.499579	0.175867	0.341970	0.334999	0.276292	0.250579	0.725318	0.144407	0.454685	0.063806	0.201188	0.271580	0.297315	0.179484	0.507339	0.247830	0.304406	0.121279	0.261143	0.046853	0.257933	0.132620	0.482292	0.047191	0.147208	0.088216	0.187725	0.103167	0.119271	0.266441	0.791416	0.113189	0.162333	0.096803	0.336019	0.102273	0.176694	0.122228	0.245888	0.063814	0.115865	0.136199	0.241575	0.318234	0.444060	0.220008	0.230794
11	0.151090	0.399869	0.209419	0.433200	0.150494	0.303177	0.209487	0.487263	0.064996	0.128056	0.181195	0.427142	0.383699	0.463731	0.114724	0.555408	0.136506	0.237981	0.179050	0.472414	0.093521	0.125513	0.288679	0.307443	0.181273	0.407577	0.193693	0.325859	0.262909	0.262709	0.255255	0.799231	0.146187	0.446131	0.077281	0.194819	0.282981	0.287237	0.183896	0.618774	0.236754	0.298181	0.144124	0.274672	0.047351	0.259208	0.122207	0.447563	0.043204	0.149820	0.082427	0.185310	0.105171	0.119360	0.273211	0.776771	0.094172	0.163320	0.128524	0.367213	0.115701	0.189987	0.123093	0.250331	0.061026	0.111912	0.135218	0.249095	0.318109	0.440811	0.206110	0.229107
12	0.147962	0.390548	0.210915	0.372139	0.157886	0.311337	0.237713	0.493131	0.063286	0.113508	0.196838	0.436377	0.360896	0.433318	0.116252	0.585085	0.143257	0.241469	0.189280	0.452159	0.094035	0.137079	0.279210	0.312365	0.154800	0.431653	0.199292	0.316136	0.255931	0.236930	0.248226	0.796391	0.138233	0.402161	0.103987	0.180478	0.304858	0.292900	0.176192	0.611889	0.230132	0.303696	0.154085	0.278183	0.042363	0.254429	0.132364	0.359244	0.047051	0.161611	0.076380	0.287603	0.105853	0.119584	0.267289	0.800184	0.103151	0.173356	0.143382	0.369277	0.131044	0.191305	0.138251	0.249580	0.057835	0.109125	0.128210	0.236396	0.314553	0.439317	0.187468	0.267997
13	0.144201	0.388374	0.231665	0.329738	0.162014	0.317406	0.254508	0.514599	0.045410	0.093889	0.194936	0.460430	0.353507	0.402533	0.144233	0.598227	0.139028	0.223502	0.189835	0.334236	0.098747	0.136958	0.265152	0.370216	0.137386	0.450350	0.198006	0.200744	0.234675	0.200074	0.242695	0.815589	0.115214	0.316442	0.152338	0.182231	0.316572	0.277571	0.162917	0.603777	0.223271	0.273965	0.133759	0.275061	0.063162	0.246676	0.131871	0.361879	0.051331	0.162979	0.075417	0.352257	0.106457	0.117999	0.254176	0.762111	0.114359	0.177125	0.144808	0.333973	0.232622	0.251528	0.153136	0.249721	0.067167	0.111658	0.105158	0.209322	0.309136	0.425755	0.179076	0.272370
14	0.142057	0.388153	0.246353	0.349719	0.164566	0.333495	0.257850	0.513150	0.050669	0.105156	0.190258	0.494993	0.323287	0.298454	0.173864	0.578371	0.130342	0.231316	0.224334	0.223768	0.100785	0.135387	0.269226	0.407626	0.132175	0.432377	0.180337	0.177404	0.200138	0.174556	0.256758	0.851150	0.103782	0.257187	0.163994	0.159307	0.311373	0.263165	0.154322	0.591532	0.227611	0.284651	0.134655	0.256831	0.064546	0.244171	0.127221	0.370887	0.051656	0.160417	0.072498	0.360605	0.108964	0.122371	0.242701	0.678341	0.118802	0.177790	0.160745	0.337656	0.258170	0.259954	0.154223	0.246082	0.068450	0.108654	0.083734	0.205825	0.297447	0.409876	0.178520	0.264550
15	0.135210	0.376120	0.243177	0.338756	0.171515	0.342398	0.273005	0.510006	0.050278	0.088109	0.185276	0.500634	0.227289	0.220807	0.177827	0.561955	0.130422	0.216001	0.246324	0.214162	0.105175	0.136176	0.288584	0.412001	0.124335	0.361245	0.179043	0.101916	0.176268	0.192046	0.261102	0.869360	0.103215	0.255074	0.166545	0.128045	0.298063	0.264410	0.153011	0.585989	0.218546	0.272326	0.140546	0.252000	0.063367	0.238263	0.127639	0.268160	0.050287	0.148937	0.074858	0.403802	0.112969	0.133533	0.227885	0.604712	0.118869	0.183369	0.165272	0.341550	0.260253	0.257681	0.155361	0.229247	0.070529	0.115903	0.084008	0.226822	0.293117	0.408154	0.173030	0.244874
16	0.131882	0.368941	0.244318	0.313379	0.178202	0.340862	0.299183	0.487179	0.050185	0.091147	0.185317	0.428662	0.200901	0.207602	0.180291	0.559106	0.122950	0.189083	0.249923	0.208042	0.106284	0.137472	0.313428	0.437810	0.115717	0.303655	0.163721	0.112189	0.125423	0.175753	0.258027	0.869243	0.109713	0.253359	0.167107	0.239936	0.278299	0.254398	0.149859	0.520007	0.177859	0.228088	0.138664	0.258621	0.070575	0.206966	0.124165	0.198814	0.050260	0.149712	0.084681	0.438720	0.110415	0.135242	0.218042	0.587926	0.132186	0.201769	0.164193	0.325940	0.260202	0.256843	0.143489	0.232148	0.076948	0.121456	0.086684	0.238586	0.295199	0.404062	0.168056	0.238485
17	0.120685	0.323631	0.254838	0.326357	0.171451	0.318272	0.306019	0.443840	0.053862	0.102978	0.187584	0.423451	0.177972	0.191917	0.191038	0.452251	0.094839	0.184880	0.246576	0.158175	0.112015	0.152332	0.315630	0.449762	0.113583	0.256868	0.162238	0.117008	0.106499	0.173757	0.256062	0.851847	0.098247	0.248633	0.215414	0.254361	0.260518	0.255570	0.145786	0.476231	0.129750	0.193723	0.146300	0.259831	0.079665	0.189640	0.105336	0.206336	0.051016	0.149525	0.080418	0.458204	0.104678	0.128980	0.218458	0.590161	0.140465	0.219446	0.157900	0.279292	0.260424	0.255839	0.137666	0.210126	0.084018	0.124659	0.087074	0.183854	0.265553	0.353939	0.169945	0.236193
18	0.060788	0.161253	0.279455	0.334799	0.150302	0.272425	0.307473	0.423143	0.053299	0.102755	0.178108	0.395695	0.147597	0.175514	0.194085	0.319926	0.091284	0.155845	0.260396	0.102712	0.116138	0.156596	0.311193	0.447666	0.117810	0.245058	0.163857	0.129769	0.113437	0.177139	0.254014	0.818248	0.088497	0.244717	0.289130	0.276384	0.251982	0.256321	0.123172	0.450330	0.133073	0.202705	0.154117	0.261435	0.082074	0.178644	0.116155	0.204540	0.054780	0.150528	0.070873	0.457170	0.098382	0.127380	0.221047	0.590244	0.132662	0.196752	0.184689	0.271343	0.260604	0.247544	0.145276	0.177648	0.085535	0.117949	0.069644	0.172815	0.180259	0.238601	0.161810	0.231269
19	0.068653	0.150490	0.285607	0.312314	0.138820	0.262686	0.306913	0.336951	0.056137	0.098416	0.139413	0.431652	0.138236	0.152806	0.192092	0.316929	0.095349	0.161741	0.253258	0.104086	0.114888	0.156165	0.296635	0.452989	0.137569	0.246518	0.169283	0.130691	0.122628	0.183277	0.250415	0.807419	0.089655	0.237831	0.320961	0.311334	0.232596	0.220311	0.121580	0.447619	0.136736	0.208990	0.149349	0.216088	0.082533	0.107185	0.123612	0.200682	0.073113	0.144828	0.067238	0.457181	0.097521	0.122569	0.220947	0.588315	0.131276	0.189176	0.211745	0.265222	0.262094	0.242442	0.146202	0.177424	0.083064	0.108471	0.070324	0.179802	0.155844	0.166774	0.126757	0.233924
20	0.080594	0.116119	0.285541	0.310319	0.140924	0.275709	0.296046	0.332651	0.068953	0.109504	0.147601	0.434195	0.124218	0.153773	0.190317	0.317716	0.089986	0.164777	0.242764	0.109798	0.114088	0.155858	0.276447	0.433675	0.131430	0.218598	0.141179	0.141249	0.134201	0.191176	0.249716	0.805524	0.098226	0.241903	0.333425	0.403101	0.227382	0.205877	0.123599	0.433037	0.135340	0.201102	0.127078	0.228180	0.082129	0.080808	0.135061	0.160731	0.092216	0.142290	0.065559	0.456278	0.096653	0.110784	0.197153	0.553577	0.130934	0.180504	0.206062	0.254727	0.262411	0.243412	0.145225	0.175149	0.077731	0.113541	0.084629	0.179441	0.152430	0.160088	0.097742	0.248442
21	0.082902	0.101222	0.283476	0.301983	0.149023	0.289880	0.287224	0.344850	0.077197	0.113080	0.127346	0.433989	0.078604	0.119104	0.192503	0.289792	0.104310	0.176853	0.240628	0.082587	0.114514	0.158198	0.265651	0.415595	0.119268	0.165600	0.137045	0.137366	0.135969	0.187609	0.217901	0.752504	0.092815	0.179723	0.332295	0.452221	0.216279	0.203883	0.112528	0.361608	0.140534	0.222806	0.118239	0.224338	0.081692	0.106279	0.134907	0.168700	0.102558	0.135946	0.069881	0.413448	0.089183	0.103448	0.160889	0.418350	0.127323	0.173244	0.185262	0.217095	0.255428	0.228048	0.151500	0.190163	0.071063	0.119456	0.090593	0.184742	0.152670	0.143498	0.094803	0.251577
22	0.081335	0.099011	0.282392	0.277188	0.153538	0.292642	0.289460	0.341700	0.082202	0.117759	0.134114	0.419588	0.082555	0.186980	0.190875	0.215164	0.126248	0.177786	0.208720	0.072639	0.116269	0.154044	0.252368	0.403320	0.115675	0.168009	0.136225	0.134676	0.136420	0.188121	0.155114	0.596174	0.092176	0.132920	0.326359	0.457603	0.202413	0.201452	0.115727	0.151469	0.137065	0.238480	0.130587	0.272868	0.078608	0.119190	0.123529	0.198647	0.104842	0.180012	0.070565	0.345316	0.081557	0.101801	0.149767	0.323026	0.113949	0.164423	0.177168	0.224616	0.246540	0.232986	0.159363	0.183665	0.079630	0.174576	0.099669	0.233429	0.150817	0.138320	0.093160	0.251389
23	0.081037	0.103268	0.256065	0.246872	0.150787	0.270222	0.266217	0.285843	0.080338	0.121175	0.142147	0.355197	0.141555	0.411506	0.167006	0.212414	0.126126	0.160363	0.167248	0.081062	0.115784	0.154357	0.232732	0.367282	0.117820	0.178203	0.125104	0.163969	0.134314	0.185267	0.139440	0.414467	0.091521	0.128398	0.307607	0.461566	0.171076	0.214988	0.110460	0.153338	0.150052	0.243215	0.142672	0.290483	0.070677	0.124950	0.127041	0.181335	0.147547	0.346141	0.072479	0.328708	0.071988	0.101585	0.139714	0.313573	0.106062	0.163943	0.177283	0.225644	0.247770	0.269809	0.151867	0.174448	0.082835	0.181234	0.094746	0.223590	0.149529	0.126804	0.094053	0.223581
24	0.081082	0.116899	0.191624	0.214621	0.140867	0.246846	0.233388	0.273140	0.087556	0.167067	0.131405	0.332950	0.185334	0.509450	0.142794	0.218742	0.143255	0.200998	0.141915	0.100153	0.109291	0.146312	0.218317	0.360697	0.128524	0.180712	0.084181	0.168992	0.133653	0.225616	0.134712	0.384114	0.090042	0.126118	0.301991	0.478899	0.156382	0.284740	0.105902	0.153206	0.158121	0.250347	0.150294	0.256807	0.086049	0.140045	0.128987	0.170621	0.168846	0.364339	0.090962	0.307880	0.070671	0.102358	0.126449	0.237421	0.096152	0.168563	0.169536	0.210935	0.176356	0.226621	0.125705	0.179201	0.073767	0.173853	0.101023	0.204953	0.139177	0.149667	0.113143	0.203396
25	0.084618	0.120356	0.170525	0.187193	0.134522	0.242868	0.211790	0.282345	0.089905	0.167365	0.121518	0.331396	0.190209	0.524353	0.135865	0.227470	0.188368	0.239277	0.136467	0.104217	0.099607	0.134239	0.214848	0.337245	0.141444	0.266344	0.087350	0.164676	0.141706	0.276294	0.130825	0.358969	0.089280	0.137180	0.305044	0.495828	0.161190	0.300855	0.104473	0.150453	0.160813	0.245655	0.164299	0.274257	0.116372	0.176925	0.131464	0.201249	0.172088	0.364767	0.114156	0.236379	0.069041	0.101437	0.124741	0.151304	0.099583	0.184684	0.169367	0.202706	0.101126	0.200438	0.112481	0.251529	0.065184	0.170231	0.105319	0.205650	0.125025	0.176325	0.135448	0.224609
26	0.118441	0.148430	0.169357	0.196609	0.124043	0.230274	0.202107	0.289462	0.087422	0.163557	0.116974	0.317888	0.219269	0.582201	0.121695	0.242577	0.189363	0.240032	0.108280	0.104019	0.094047	0.133683	0.214865	0.261271	0.145018	0.347484	0.088504	0.165522	0.147104	0.296249	0.098748	0.258094	0.082880	0.134757	0.307498	0.472337	0.160774	0.287135	0.104067	0.251846	0.159348	0.244322	0.175384	0.289711	0.118205	0.172530	0.129848	0.215433	0.172508	0.365461	0.133590	0.161193	0.068375	0.099867	0.113984	0.149857	0.080279	0.165524	0.174209	0.211537	0.096275	0.205118	0.107034	0.258929	0.063235	0.169717	0.116130	0.229843	0.103059	0.209249	0.139330	0.279308
